Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	mPmumew4	mw4Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
57	21466	21651	0.02101	0.0109222	100	43117	605	495	367	106.585	95.1797	0.0841367	110.062	63	191	304	0
58	1566246	19797	0.00220056	0.0126682	1131	1586043	71	18	34	4.9913	9.08772	0.253315	9.51874	17	1	17	0
59	10925	1369	0.0305745	0.0283867	839	12294	486	1904	2110	431.287	439.275	0.0133734	441.205	538	332	1572	0
60	1434079	18555	0.0206822	0.0373374	641	1452634	98	18	19	4.34203	4.18512	0.0379492	4.43103	5	4	14	0
61	2014810	323519	0.0293338	0.0079027	115	2338329	174	7	3	0.792271	0.294616	0.0249545	0.555472	1	5	2	0
62	218772	1601	0.00352699	0.0170059	901	220373	960	239	240	50.9952	50.4725	0.0239639	51.9775	63	62	177	0
63	3952811	4201	0.00620897	0.046678	1630	3957012	75	12	20	3.00097	4.20085	0.0421932	3.76537	10	2	10	0
64	5851	3741	0.0271835	0.0308323	73	9592	51	396	491	99.8995	108.978	0.119272	118.675	199	104	292	0
65	15800	4120	0.00878038	0.0433656	10	19920	18	54	29	14.8947	5.87417	0.330072	15.2189	18	43	11	0
66	2094	5850	0.0212155	0.0040041	431	7944	314	1233	1627	276.533	297.487	0.0526782	303.086	720	326	907	0
67	24110	50996	0.0178134	0.00552258	63	75106	149	108	103	27.6599	24.7411	0.186501	32.1612	28	33	75	0
68	56517	1529	0.0253491	0.0497422	1739	58046	162	577	746	145.187	150.812	0.0241189	151.678	236	67	510	0
69	1928	48758	0.0147207	0.0273167	241	50686	346	373	326	81.1111	76.1283	0.0406768	81.9295	65	112	261	0
70	34093	44010	0.0252821	0.0253297	16	78103	1100	134	33	16.3604	7.14701	0.186129	14.2969	9	110	24	0
71	37858	499798	0.0359749	0.0480044	1155	537656	60	22	39	4.45217	5.85783	0.0382608	5.36657	21	4	18	0
72	1808512	275311	0.0362024	0.00646681	119	2083823	100	4	4	0.972947	0.762855	0.00770015	0.874063	1	1	3	0
73	6009	37211	0.0458972	0.0498669	85	43220	632	301	252	61.5807	58.4949	0.0297694	61.8673	57	106	195	0
74	367046	85111	0.036113	0.0334507	205	452157	28	9	17	1.27633	3.52208	0.201224	3.04198	13	5	4	0
75	4556	1715	0.0282404	0.0232111	12	6271	71	478	212	106.88	52.0762	0.260002	106.146	53	319	159	0
76	157611	18520	0.0454322	0.0113466	394	176131	1913	469	464	108.169	107.9	0.010588	109.19	86	91	378	0
77	10710	255127	0.00752376	0.0254822	662	265837	27	44	99	12.113	19.9825	0.115974	18.2316	58	3	41	0
78	2715907	9485	0.0451605	0.0312701	141	2725392	83	7	5	2.28213	2.09679	0.127011	2.506	0	2	5	0
79	245394	7651	0.00220885	0.00207105	185	253045	685	150	82	36.199	19.4682	0.246649	36.5862	19	87	63	0
80	461625	382661	0.00456453	0.0246283	1366	844286	1810	101	92	23.1353	21.8953	0.00350629	22.5915	17	26	75	0
81	2915	466580	0.0376758	0.0107202	36	469495	43	13	13	3.33333	3.07381	0.107301	3.58621	3	3	10	0
82	901136	195040	0.0339387	0.0146271	442	1096176	10	3	7	1.09662	1.01936	0.189178	1.3036	5	1	2	0
83	98616	9714	0.0335464	0.034042	159	108330	898	231	190	45.0754	42.7308	0.0265185	45.09	31	72	159	0
84	205460	3951	0.0497805	0.00361218	996	209411	20	3	23	0.73913	2.19843	0.0412504	1.53898	21	1	2	0
85	876396	43003	0.0358099	0.034712	39	919399	90	7	4	2.00483	1.23896	0.259125	2.17166	0	3	4	0
86	25107	14461	0.0106484	0.0428967	247	39568	654	392	327	75.4763	68.003	0.0260591	73.6304	75	140	252	0
87	1216551	32957	0.0345564	0.0111186	11	1249508	473	15	5	3.68599	1.29522	0.163733	2.94528	0	10	5	0
88	2684	14024	0.0165936	0.0485967	1065	16708	91	1057	1510	275.238	300.468	0.0424693	300.743	563	110	947	0
89	2684	2043	0.0120384	0.0198525	969	4727	151	1956	2830	490.848	558.158	0.0532474	554.378	1130	256	1700	0
90	1797606	75463	0.0387951	0.0447791	2011	1873069	165	12	18	2.58937	2.77616	0.00072892	2.68516	9	3	9	0
91	4181	4343	0.00787007	0.0228201	29	8524	2801	536	94	52.1575	21.925	0.140107	42.7181	25	467	69	0
92	307780	2031	0.00170112	0.0349497	149	309811	17	17	22	4.64638	5.85965	0.246518	6.99775	6	1	16	0
93	1062	23822	0.0490182	0.029928	1502	24884	65	177	368	37.8213	47	0.0390675	44.1777	232	41	136	0
94	74504	1859	0.041468	0.0410308	22	76363	711	106	43	15.3227	10.9087	0.0830379	14.2699	8	71	35	0
95	123106	2417	0.0136255	0.0378283	177	125523	264	114	104	25.2242	25.3866	0.0417452	26.4085	26	36	78	0
96	1031	87717	0.0264215	0.0496067	89	88748	1980	130	83	19.7932	16.7387	0.056414	19.3403	28	75	55	0
97	25791	43129	0.0222308	0.0366656	70	68920	161	107	81	20.744	19.0895	0.0878719	21.8223	21	47	60	0
98	3870430	1105	0.0142836	0.0210075	1135	3871535	13	0	4	0	0.592257	0.623182	0.844828	4	0	0	0
99	2675635	98009	0.0211618	0.000966829	1630	2773644	75	1	5	0.198068	0.45614	-0.00030349	0.327586	4	0	1	0
100	4380332	16188	0.0353972	0.00826339	185	4396520	44	0	2	0	0.165154	0.0340641	0.0862069	2	0	0	0
1	64240	71539	0.0017811	0.00475953	68	135779	415	113	41	21.0483	10.8088	0.32158	23.1702	10	82	31	0
2	2353907	7433	0.0353961	0.0209096	13	2361340	448	4	2	0.435749	0.686025	0.0724964	0.606447	0	2	2	0
3	71916	1632	0.0363717	0.00819887	201	73548	64	35	89	8.2686	15.2402	0.0837636	12.8823	61	7	28	0
4	1499299	15654	0.0382297	0.0459261	2682	1514953	570	60	72	14.313	15.3648	0.00124096	14.8598	15	3	57	0
5	21583	10331	0.00262818	0.0110044	2138	31914	35	401	1439	100.468	250.223	0.259469	240.21	1078	40	361	0
6	31496	17954	0.00865947	0.0311833	147	49450	27	99	149	26.1053	32.7042	0.226983	38.1679	69	19	80	0
7	1471769	1066	0.0338278	0.0363622	96	1472835	135	9	8	1.92367	2.13188	0.065683	2.17166	2	3	6	0
8	3253	7118	0.0355873	0.0082004	11	10371	919	1369	417	254.096	101.99	0.231039	228.503	40	992	377	0
9	18788	1975	0.0424254	0.0323551	943	20763	64	282	540	66.5285	83.1204	0.0501244	78.8621	303	45	237	0
10	8290	1161	0.0256983	0.0205978	746	9451	24	191	785	48.3758	89.4713	0.143189	80.9393	624	30	161	0
11	995316	270615	0.0323143	0.0490339	534	1265931	305	31	38	6.10435	7.59044	0.0396625	7.13718	10	3	28	0
12	4937	3179	0.018355	0.0281713	92	8116	656	1201	769	212.614	173.094	0.0625896	205.486	182	614	587	0
13	22285	105098	0.0297082	0.00587459	81	127383	412	158	127	33.428	31.0877	0.0970254	35.7039	26	57	101	0
14	3970229	8101	0.0430918	0.0320304	25	3978330	871	4	2	0.687923	0.559589	0.10291	0.694153	0	2	2	0
15	23103	22898	0.0409219	0.00962556	196	46001	1448	1112	994	248.467	233.574	0.0215478	246.275	152	270	842	0
16	9906	64413	0.0321615	0.00565651	38	74319	441	273	176	57.7459	42.7586	0.141552	58.3591	28	125	148	0
17	38385	11250	0.0360851	0.0297127	78	49635	85	121	134	28.8155	29.1452	0.0863722	31.7226	50	37	84	0
18	20591	1049	0.0123858	0.010395	10	21640	10	38	38	8.27923	9.14822	0.664309	26.0607	22	22	16	4
19	826808	102179	0.0102801	0.0160727	20	928987	1545	15	1	1.63478	0.372656	0.234986	1.28636	0	14	1	0
20	16640	2389	0.0128996	0.0266578	27	19029	12	55	79	14.2966	17.1621	0.372125	25.1582	46	22	33	0
21	13462	142480	0.0232223	0.0386423	343	155942	10	11	55	3.19517	6.44949	0.139375	5.64168	46	2	9	0
22	12563	9175	0.0250664	0.0193132	246	21738	74	313	460	76.9845	90.0792	0.0757638	90.4723	210	63	250	0
23	4773563	4133	0.00655335	0.0270191	2878	4777696	48	12	16	3.44831	2.59589	0.0843256	3.29385	6	2	10	0
24	101251	4135	0.0122933	0.0142641	140	105386	162	102	100	25.2232	23.4453	0.083363	26.5337	33	35	67	0
25	21203	18699	0.0102914	0.0435192	261	39902	35	196	284	49.6048	63.6364	0.122676	64.6852	116	28	168	0
26	1967	1560	0.044409	0.0167719	232	3527	10	152	905	35.5372	108.905	0.168118	87.8553	797	44	108	0
27	1178	2198	0.0438347	0.0353667	308	3376	617	3030	3030	680.095	665.524	0.0151786	683.133	613	613	2417	0
28	18343	32508	0.0249324	0.046016	699	50851	376	720	775	176.372	178.073	0.0146703	179.867	168	113	607	0
29	314245	208031	0.0467198	0.0193804	717	522276	2327	259	254	59.4483	59.7018	0.0023862	59.7181	35	40	219	0
30	2827553	4271	0.0454914	0.00645034	2703	2831824	329	9	10	2.27246	2.34483	0.0374509	2.3988	3	2	7	0
31	17136	2882	0.0240006	0.0396997	26	20018	1195	328	105	32.9604	19.6122	0.113086	29.5075	39	262	66	0
32	2923176	14862	0.0364883	0.0105374	388	2938038	76	2	3	0.611594	0.944344	0.0627092	0.832084	1	0	2	0
33	1021040	69833	0.0147038	0.0429129	911	1090873	180	36	43	7.39517	8.42589	0.00859888	7.98201	13	6	30	0
34	11703	2173	0.0280721	0.00384103	56	13876	2380	2054	1145	381.526	284.119	0.121119	377.678	130	1039	1015	0
35	310813	284134	0.0295793	0.00470928	538	594947	582	52	67	13.0754	13.4289	0.0214745	13.5442	23	8	44	0
36	808232	37916	0.0198503	0.0332973	523	846148	40	17	23	3.62126	4.54567	0.135728	4.73538	9	3	14	0
37	1103092	59808	0.0133085	0.0320195	1859	1162900	38	12	35	2.7314	5.0363	0.0885556	4.27961	24	1	11	0
38	292441	30543	0.0148731	0.0428788	337	322984	903	81	72	18.3652	15.4622	0.0154249	17.1694	19	28	53	0
39	2971844	1160	0.0321053	0.0407821	507	2973004	46	2	5	0.205797	0.301875	0.0200748	0.25937	3	0	2	0
40	1566	104820	0.0386699	0.0407033	119	106386	1974	176	140	35.857	33.7235	0.0196367	35.4798	34	70	106	0
41	94575	5648	0.00840714	0.0044688	1494	100223	100	78	268	16.7681	30.8143	0.113511	26.9753	207	17	61	0
42	1289220	5134	0.0192905	0.021825	295	1294354	10	2	9	0.921739	1.11555	0.270899	1.4018	7	0	2	0
43	1191	5184	0.0241413	0.03729	26	6375	12	180	257	45.1024	58.2541	0.298314	74.0075	134	57	123	0
44	275874	314175	0.00678342	0.038876	388	590049	818	50	45	10.5478	9.8663	0.0184432	10.3966	8	13	37	0
45	424859	23408	0.0208432	0.0153815	34	448267	52	4	8	1.17005	1.94313	0.147294	1.83508	5	1	3	0
46	29232	32315	0.0136264	0.0414834	15	61547	1843	104	18	8.3971	3.71506	0.121485	6.84483	11	97	7	0
47	699917	12147	0.00336931	0.0275832	146	712064	277	14	9	1.81836	2.0605	0.139945	2.25787	3	8	6	0
48	179502	1088	0.0444171	0.0432293	34	180590	1860	73	33	12.744	9.36479	0.0557313	11.6874	3	43	30	0
49	6298	29625	0.0165877	0.0232885	305	35923	22	104	259	24.4444	46.9419	0.194941	44.7076	174	19	85	0
50	1070	427734	0.000305762	0.0169237	688	428804	2430	110	69	16.885	14.5033	0.0229871	16.0547	21	62	48	0
51	7230	15302	0.00979468	0.0417073	340	22532	10	172	501	47.1256	99.7889	0.243225	98.1814	340	11	161	0
52	37257	1043	0.0188249	0.030912	35	38300	42	62	65	14.5932	14.5372	0.206203	18.3478	26	23	39	0
53	114108	2037	0.0296741	0.033495	23	116145	169	59	22	10.658	5.1458	0.166795	9.4063	3	40	19	0
54	11010	96714	0.0250646	0.00391949	12	107724	42	23	19	4.66957	5.25832	0.383007	8.06822	10	14	9	0
55	334223	383493	0.0181697	0.0219191	508	717716	14	4	11	0.648309	2.0853	0.167424	1.66192	7	0	4	0
56	3835	114111	0.00126826	0.0224573	322	117946	34	75	145	22.0657	31.2123	0.23055	34.8028	82	12	63	0
57	21466	21651	0.02101	0.0109222	100	43117	605	541	387	114.961	92.9516	0.0723535	111.914	68	222	319	0
58	1566246	19797	0.00220056	0.0126682	1131	1586043	71	21	36	5.23188	9.47126	0.266189	10.1184	17	2	19	0
59	10925	1369	0.0305745	0.0283867	839	12294	486	1804	2088	408.081	424.617	0.011329	421.169	561	277	1527	0
60	1434079	18555	0.0206822	0.0373374	641	1452634	98	13	17	3.58454	3.683	0.0186463	3.70315	5	1	12	0
61	2014810	323519	0.0293338	0.0079027	115	2338329	174	1	1	0.263768	0.406534	0.0244295	0.344078	0	0	1	0
62	218772	1601	0.00352699	0.0170059	901	220373	960	225	220	48.6589	46.8028	0.0289012	49.1439	51	56	169	0
63	3952811	4201	0.00620897	0.046678	1630	3957012	75	11	18	2.90918	3.49425	0.052071	3.38081	7	0	11	0
64	5851	3741	0.0271835	0.0308323	73	9592	51	441	487	116.091	116.263	0.146024	136.044	182	136	305	0
65	15800	4120	0.00878038	0.0433656	10	19920	18	51	38	12.2174	5.59347	0.379241	14.093	26	39	12	0
66	2094	5850	0.0212155	0.0040041	431	7944	314	1217	1609	290.71	325.64	0.0491667	324.296	685	293	924	0
67	24110	50996	0.0178134	0.00552258	63	75106	149	109	108	26.9961	26.0641	0.164063	31.7241	34	35	74	0
68	56517	1529	0.0253491	0.0497422	1739	58046	162	595	749	151.712	162.619	0.0234958	160.987	227	73	522	0
69	1928	48758	0.0147207	0.0273167	241	50686	346	369	352	77.9362	76.5796	0.0443597	80.8373	89	106	263	0
70	34093	44010	0.0252821	0.0253297	16	78103	1100	121	26	14.572	6.21113	0.21649	13.1079	5	100	21	0
71	37858	499798	0.0359749	0.0480044	1155	537656	60	23	40	5.80386	6.6346	0.0347497	6.44678	19	2	21	0
72	1808512	275311	0.0362024	0.00646681	119	2083823	100	2	5	0.855072	0.626739	0.120789	0.84033	3	0	2	0
73	6009	37211	0.0458972	0.0498669	85	43220	632	349	249	67.6184	59.5868	0.0359393	65.9378	45	145	204	0
74	367046	85111	0.036113	0.0334507	205	452157	28	8	11	2.1314	2.08167	0.17178	2.54273	5	2	6	0
75	4556	1715	0.0282404	0.0232111	12	6271	71	469	219	107.731	52.0593	0.293234	111.558	51	301	168	0
76	157611	18520	0.0454322	0.0113466	394	176131	1913	492	483	122.86	122.646	0.0157207	124.713	74	83	409	0
77	10710	255127	0.00752376	0.0254822	662	265837	27	35	87	9.29758	15.8603	0.165895	15.1724	54	2	33	0
78	2715907	9485	0.0451605	0.0312701	141	2725392	83	3	5	0.719807	0.913491	-0.00271975	0.814843	2	0	3	0
79	245394	7651	0.00220885	0.00207105	185	253045	685	150	92	37.8763	21.9976	0.272009	40.7376	22	80	70	0
80	461625	382661	0.00456453	0.0246283	1366	844286	1810	75	71	16.7459	15.6267	0.00110756	16.2016	17	21	54	0
81	2915	466580	0.0376758	0.0107202	36	469495	43	5	4	1.63285	0.894132	0.0775056	1.36432	1	2	3	0
82	901136	195040	0.0339387	0.0146271	442	1096176	10	1	8	0.0434783	1.37992	0.255888	0.986507	7	0	1	0
83	98616	9714	0.0335464	0.034042	159	108330	898	236	190	48.2087	43.043	0.0309471	47.0615	40	86	150	0
84	205460	3951	0.0497805	0.00361218	996	209411	20	2	28	0.635749	1.73745	0.06221	1.27211	27	1	1	0
85	876396	43003	0.0358099	0.034712	39	919399	90	5	4	1.12464	0.992136	0.297148	1.50225	0	1	4	0
86	25107	14461	0.0106484	0.0428967	247	39568	654	452	379	89.6638	85.9583	0.0279944	90.3253	83	156	296	0
87	1216551	32957	0.0345564	0.0111186	11	1249508	473	11	5	1.62802	1.98851	0.216327	2.31409	1	7	4	0
88	2684	14024	0.0165936	0.0485967	1065	16708	91	1070	1500	273.894	304.382	0.0412995	301.74	541	111	959	0
89	2684	2043	0.0120384	0.0198525	969	4727	151	1922	2858	479.378	554.022	0.057173	548.469	1180	244	1678	0
90	1797606	75463	0.0387951	0.0447791	2011	1873069	165	12	17	2.47536	2.46098	0.0148173	2.50525	7	2	10	0
91	4181	4343	0.00787007	0.0228201	29	8524	2801	540	103	49.4589	21.0436	0.167083	41.9228	39	476	64	0
92	307780	2031	0.00170112	0.0349497	149	309811	17	16	23	4.88213	4.79068	0.225792	6.24513	11	4	12	0
93	1062	23822	0.0490182	0.029928	1502	24884	65	172	363	38.8696	51.7253	0.0476702	47.6319	224	33	139	0
94	74504	1859	0.041468	0.0410308	22	76363	711	115	45	16.5024	9.76649	0.0635951	13.9843	5	75	40	0
95	123106	2417	0.0136255	0.0378283	177	125523	264	116	104	26.1169	22.7665	0.0456184	25.593	20	32	84	0
96	1031	87717	0.0264215	0.0496067	89	88748	1980	140	78	21.5768	17.1948	0.0407366	20.1882	12	74	66	0
97	25791	43129	0.0222308	0.0366656	70	68920	161	103	96	22.0319	19.5983	0.0869177	22.7774	33	40	63	0
98	3870430	1105	0.0142836	0.0210075	1135	3871535	13	0	2	0	0.135511	0.0117734	0.0689655	2	0	0	0
99	2675635	98009	0.0211618	0.000966829	1630	2773644	75	0	3	0	0.103448	-0.00408034	0.0517241	3	0	0	0
100	4380332	16188	0.0353972	0.00826339	185	4396520	44	1	2	0.414493	0.566848	0.0262735	0.504498	1	0	1	0
1	64240	71539	0.0017811	0.00475953	68	135779	415	92	39	17.5188	7.98064	0.328374	18.6874	21	74	18	0
2	2353907	7433	0.0353961	0.0209096	13	2361340	448	3	2	0.829952	0.76951	0.274741	1.1012	0	1	2	0
3	71916	1632	0.0363717	0.00819887	201	73548	64	50	91	11.9903	16.2722	0.104912	15.8268	54	13	37	0
4	1499299	15654	0.0382297	0.0459261	2682	1514953	570	55	69	11.7217	12.7852	0.0111719	12.3951	21	7	48	0
5	21583	10331	0.00262818	0.0110044	2138	31914	35	436	1420	110.642	262.091	0.234901	246.663	1020	36	400	0
6	31496	17954	0.00865947	0.0311833	147	49450	27	86	170	22.3971	32.5681	0.193931	34.2616	98	14	72	0
7	1471769	1066	0.0338278	0.0363622	96	1472835	135	3	5	0.770048	0.99516	0.0821239	0.963268	3	1	2	0
8	3253	7118	0.0355873	0.0082004	11	10371	919	1365	442	254.366	111.976	0.257229	243.381	47	970	395	0
9	18788	1975	0.0424254	0.0323551	943	20763	64	280	498	61.1024	72.6957	0.0457731	70.1672	285	67	213	0
10	8290	1161	0.0256983	0.0205978	746	9451	24	214	804	52.5517	97.1452	0.146218	88.2174	632	42	172	0
11	995316	270615	0.0323143	0.0490339	534	1265931	305	26	36	6.47343	6.56443	0.0158837	6.62444	13	3	23	0
12	4937	3179	0.018355	0.0281713	92	8116	656	1135	696	197.358	156.494	0.055531	187.094	147	586	549	0
13	22285	105098	0.0297082	0.00587459	81	127383	412	184	150	41.1005	40.4041	0.0709669	43.8606	26	60	124	0
14	3970229	8101	0.0430918	0.0320304	25	3978330	871	4	3	1.41643	1.12402	0.120683	1.44153	0	1	3	0
15	23103	22898	0.0409219	0.00962556	196	46001	1448	1126	1014	253.567	238.377	0.0260004	252.48	154	266	860	0
16	9906	64413	0.0321615	0.00565651	38	74319	441	242	150	54.5053	37.9298	0.146265	53.931	23	115	127	0
17	38385	11250	0.0360851	0.0297127	78	49635	85	122	119	32.0995	31.4864	0.0986209	35.2661	29	32	90	0
18	20591	1049	0.0123858	0.010395	10	21640	10	43	54	10.3498	11.8972	0.708117	38.3336	36	25	18	5
19	826808	102179	0.0102801	0.0160727	20	928987	1545	22	2	2.31401	0.0689655	0.217729	1.48126	1	21	1	0
20	16640	2389	0.0128996	0.0266578	27	19029	12	58	73	13.5556	16.1978	0.375268	23.9123	41	26	32	0
21	13462	142480	0.0232223	0.0386423	343	155942	10	8	57	2.64831	8.32365	0.158426	6.59445	49	0	8	0
22	12563	9175	0.0250664	0.0193132	246	21738	74	317	500	78.1527	100.44	0.0824961	97.494	238	55	262	0
23	4773563	4133	0.00655335	0.0270191	2878	4777696	48	11	23	2.58261	3.29946	0.246016	3.91604	13	1	10	0
24	101251	4135	0.0122933	0.0142641	140	105386	162	110	109	26.6329	26.2886	0.127396	30.3201	31	32	78	0
25	21203	18699	0.0102914	0.0435192	261	39902	35	194	302	52.6425	65.4156	0.124703	67.575	135	27	167	0
26	1967	1560	0.044409	0.0167719	232	3527	10	162	855	38.1739	104.432	0.195921	89.7766	737	44	118	0
27	1178	2198	0.0438347	0.0353667	308	3376	617	2969	2948	653.197	642.546	0.0142299	657.19	593	614	2355	0
28	18343	32508	0.0249324	0.046016	699	50851	376	703	737	161.811	161.456	0.0114003	163.496	152	118	585	0
29	314245	208031	0.0467198	0.0193804	717	522276	2327	221	227	45.0174	44.977	0.0113137	45.512	48	42	179	0
30	2827553	4271	0.0454914	0.00645034	2703	2831824	329	6	9	1.97971	1.95402	0.000105954	1.96702	3	0	6	0
31	17136	2882	0.0240006	0.0396997	26	20018	1195	289	86	32.3072	17.9504	0.101975	27.8538	27	230	59	0
32	2923176	14862	0.0364883	0.0105374	388	2938038	76	0	6	0	0.273442	0.00383947	0.137931	6	0	0	0
33	1021040	69833	0.0147038	0.0429129	911	1090873	180	41	48	10.772	12.1597	0.024838	11.7631	13	6	35	0
34	11703	2173	0.0280721	0.00384103	56	13876	2380	2146	1227	400.587	310.227	0.115332	400.843	152	1071	1075	0
35	310813	284134	0.0295793	0.00470928	538	594947	582	58	70	13.0715	14.6745	0.0227904	14.2024	22	10	48	0
36	808232	37916	0.0198503	0.0332973	523	846148	40	5	11	0.575845	1.47792	0.0621114	1.10045	8	2	3	0
37	1103092	59808	0.0133085	0.0320195	1859	1162900	38	10	24	3.54879	4.55656	0.183001	4.97601	14	0	10	0
38	292441	30543	0.0148731	0.0428788	337	322984	903	70	56	14.9845	13.7211	0.00517876	14.4243	12	26	44	0
39	2971844	1160	0.0321053	0.0407821	507	2973004	46	1	4	0.231884	0.596491	0.381444	0.683658	3	0	1	0
40	1566	104820	0.0386699	0.0407033	119	106386	1974	190	139	37.1932	34.1422	0.015954	36.2361	24	75	115	0
41	94575	5648	0.00840714	0.0044688	1494	100223	100	81	287	18.9411	35.0514	0.102606	30.2279	223	17	64	0
42	1289220	5134	0.0192905	0.021825	295	1294354	10	0	12	0	1.43497	0.179819	0.896552	12	0	0	0
43	1191	5184	0.0241413	0.03729	26	6375	12	175	249	45.0831	60.8348	0.277644	73.7061	139	65	110	0
44	275874	314175	0.00678342	0.038876	388	590049	818	38	31	7.15749	6.42589	0.00706993	6.83808	9	16	22	0
45	424859	23408	0.0208432	0.0153815	34	448267	52	11	7	2.44831	1.74471	0.258429	2.81109	1	5	6	0
46	29232	32315	0.0136264	0.0414834	15	61547	1843	100	17	10.1111	3.23654	0.15864	7.84033	5	88	12	0
47	699917	12147	0.00336931	0.0275832	146	712064	277	22	14	3.76232	2.95947	0.0869579	3.67466	4	12	10	0
48	179502	1088	0.0444171	0.0432293	34	180590	1860	58	24	8.47923	5.06352	0.0918356	7.42804	7	41	17	0
49	6298	29625	0.0165877	0.0232885	305	35923	22	97	253	22.0599	40.4731	0.150305	37.0307	168	12	85	0
50	1070	427734	0.000305762	0.0169237	688	428804	2430	102	79	18.3353	18.4168	0.0291843	18.9288	20	43	59	0
51	7230	15302	0.00979468	0.0417073	340	22532	10	160	517	39.7391	95.5838	0.226941	88.6154	374	17	143	0
52	37257	1043	0.0188249	0.030912	35	38300	42	80	75	19.3662	18.4815	0.219918	24.2421	26	31	49	0
53	114108	2037	0.0296741	0.033495	23	116145	169	45	24	8.1343	5.26558	0.125555	7.63118	10	31	14	0
54	11010	96714	0.0250646	0.00391949	12	107724	42	24	15	5.10821	3.51724	0.601392	10.6747	7	16	8	0
55	334223	383493	0.0181697	0.0219191	508	717716	14	4	10	0.965217	1.66304	0.106218	1.47676	7	1	3	0
56	3835	114111	0.00126826	0.0224573	322	117946	34	70	131	18.885	26.5662	0.259759	30.8763	72	11	59	0
57	21466	21651	0.02101	0.0109222	100	43117	605	542	429	118.257	104.319	0.0833444	121.301	87	200	342	0
58	1566246	19797	0.00220056	0.0126682	1131	1586043	71	12	29	3.62415	5.28736	0.136837	5.18141	19	2	10	0
59	10925	1369	0.0305745	0.0283867	839	12294	486	1939	2132	457.522	464.462	0.0140983	467.606	510	317	1622	0
60	1434079	18555	0.0206822	0.0373374	641	1452634	98	16	23	4.91208	5.86025	0.014924	5.47076	8	1	15	0
61	2014810	323519	0.0293338	0.0079027	115	2338329	174	3	2	0.211594	0.407139	0.075014	0.335832	1	2	1	0
62	218772	1601	0.00352699	0.0170059	901	220373	960	232	232	49.2657	49.3448	0.0263982	50.6424	72	72	160	0
63	3952811	4201	0.00620897	0.046678	1630	3957012	75	10	17	3.75169	3.951	0.0677822	4.13268	7	0	10	0
64	5851	3741	0.0271835	0.0308323	73	9592	51	471	536	116.55	126.185	0.130121	139.629	194	129	342	0
65	15800	4120	0.00878038	0.0433656	10	19920	18	49	24	10.7266	5.48397	0.479154	15.2661	10	35	14	0
66	2094	5850	0.0212155	0.0040041	431	7944	314	1324	1723	314.331	343.079	0.0540232	347.639	712	313	1011	0
67	24110	50996	0.0178134	0.00552258	63	75106	149	102	100	24.1256	23.3388	0.218817	30.3651	32	34	68	0
68	56517	1529	0.0253491	0.0497422	1739	58046	162	670	853	167.5	178.981	0.0196927	176.76	253	70	600	0
69	1928	48758	0.0147207	0.0273167	241	50686	346	374	341	76.6802	72.6455	0.039435	77.7091	84	117	257	0
70	34093	44010	0.0252821	0.0253297	16	78103	1100	119	28	14.3585	5.317	0.129627	11.2031	9	100	19	0
71	37858	499798	0.0359749	0.0480044	1155	537656	60	18	31	4.8	5.55535	0.099029	5.75337	15	2	16	0
72	1808512	275311	0.0362024	0.00646681	119	2083823	100	1	4	0.476329	1.01694	0.146577	0.881559	3	0	1	0
73	6009	37211	0.0458972	0.0498669	85	43220	632	293	234	60.4754	53.7114	0.032417	58.9775	49	108	185	0
74	367046	85111	0.036113	0.0334507	205	452157	28	4	8	0.785507	1.11192	0.149199	1.11919	6	2	2	0
75	4556	1715	0.0282404	0.0232111	12	6271	71	467	231	100.508	57.971	0.264325	106.714	57	293	174	0
76	157611	18520	0.0454322	0.0113466	394	176131	1913	485	456	107.79	105.013	0.0149013	108.002	71	100	385	0
77	10710	255127	0.00752376	0.0254822	662	265837	27	34	94	8.80193	18.899	0.166383	16.7564	61	1	33	0
78	2715907	9485	0.0451605	0.0312701	141	2725392	83	1	2	0.0434783	0.102238	-0.0036575	0.0727136	1	0	1	0
79	245394	7651	0.00220885	0.00207105	185	253045	685	146	88	34.3353	21.288	0.295191	39.1087	24	82	64	0
80	461625	382661	0.00456453	0.0246283	1366	844286	1810	113	105	25.7217	24.7998	0.0144483	25.6282	22	30	83	0
81	2915	466580	0.0376758	0.0107202	36	469495	43	3	2	0.318841	0.198427	0.00399874	0.25937	1	2	1	0
82	901136	195040	0.0339387	0.0146271	442	1096176	10	1	5	0.495652	0.611615	0.363568	0.874063	4	0	1	0
83	98616	9714	0.0335464	0.034042	159	108330	898	241	193	54.3275	48.5499	0.0305935	53.0382	26	74	167	0
84	205460	3951	0.0497805	0.00361218	996	209411	20	5	30	0.97971	2.00423	0.0580474	1.58996	28	3	2	0
85	876396	43003	0.0358099	0.034712	39	919399	90	4	3	0.682126	0.344223	0.107727	0.571964	1	2	2	0
86	25107	14461	0.0106484	0.0428967	247	39568	654	416	339	82.4	78.5433	0.0242779	82.4595	64	141	275	0
87	1216551	32957	0.0345564	0.0111186	11	1249508	473	10	5	2.72077	1.29643	0.131225	2.2961	0	5	5	0
88	2684	14024	0.0165936	0.0485967	1065	16708	91	1052	1463	276.047	299.069	0.040743	299.882	528	117	935	0
