Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	mPmumew4	mw4Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
21	13462	142480	0.0232223	0.0386423	343	155942	10	10	35	2.2744	4.86449	0.0975238	3.97751	28	3	7	0
22	12563	9175	0.0250664	0.0193132	246	21738	74	303	463	75.6077	86.9129	0.078644	88.2789	222	62	241	0
23	4773563	4133	0.00655335	0.0270191	2878	4777696	48	6	9	1.42222	1.42589	0.139999	1.65592	6	3	3	0
24	101251	4135	0.0122933	0.0142641	140	105386	162	110	109	26.628	25.5136	0.0924266	28.7166	37	38	72	0
25	21203	18699	0.0102914	0.0435192	261	39902	35	202	321	52.285	66.7332	0.130118	68.5705	145	26	176	0
26	1967	1560	0.044409	0.0167719	232	3527	10	145	846	33.7671	97.8584	0.209576	84.4078	750	49	96	0
27	1178	2198	0.0438347	0.0353667	308	3376	617	2938	2892	648.056	629.987	0.0152534	648.862	577	623	2315	0
28	18343	32508	0.0249324	0.046016	699	50851	376	743	809	182.96	183.093	0.0145451	185.729	168	102	641	0
29	314245	208031	0.0467198	0.0193804	717	522276	2327	220	211	46.3865	44.677	0.00718948	45.8568	34	43	177	0
30	2827553	4271	0.0454914	0.00645034	2703	2831824	329	9	15	2.59324	3.19903	0.017268	2.94903	7	1	8	0
31	17136	2882	0.0240006	0.0396997	26	20018	1195	322	110	41.7082	25.7562	0.0908876	36.9745	25	237	85	0
32	2923176	14862	0.0364883	0.0105374	388	2938038	76	1	5	0.371981	0.326679	0.0357215	0.362069	4	0	1	0
33	1021040	69833	0.0147038	0.0429129	911	1090873	180	33	44	9.01353	9.27163	0.02186	9.34783	13	2	31	0
34	11703	2173	0.0280721	0.00384103	56	13876	2380	2079	1204	389.113	306.562	0.117271	393.215	150	1025	1054	0
35	310813	284134	0.0295793	0.00470928	538	594947	582	50	57	13.3942	12.9558	0.0198286	13.44	17	10	40	0
36	808232	37916	0.0198503	0.0332973	523	846148	40	13	18	3.01449	4.44283	0.0711569	4.02399	7	2	11	0
37	1103092	59808	0.0133085	0.0320195	1859	1162900	38	12	37	3.08599	4.99153	0.0374639	4.20465	26	1	11	0
38	292441	30543	0.0148731	0.0428788	337	322984	903	82	71	17.857	16.2323	0.00389244	17.1072	17	28	54	0
39	2971844	1160	0.0321053	0.0407821	507	2973004	46	4	6	1.55942	1.06413	0.0734283	1.41229	3	1	3	0
40	1566	104820	0.0386699	0.0407033	119	106386	1974	198	124	36.801	29.4604	0.0295002	34.1079	20	94	104	0
41	94575	5648	0.00840714	0.0044688	1494	100223	100	87	279	20.1498	34.8125	0.13444	31.9168	208	16	71	0
42	1289220	5134	0.0192905	0.021825	295	1294354	10	3	14	0.925604	2.43981	0.0972733	1.87706	11	0	3	0
43	1191	5184	0.0241413	0.03729	26	6375	12	190	277	51.257	65.484	0.308754	84.8486	146	59	131	0
44	275874	314175	0.00678342	0.038876	388	590049	818	52	45	9.98744	9.95765	0.0157405	10.1319	9	16	36	0
45	424859	23408	0.0208432	0.0153815	34	448267	52	11	8	3.10725	2.13793	0.16298	3.11994	1	4	7	0
46	29232	32315	0.0136264	0.0414834	15	61547	1843	99	14	8.09952	2.30732	0.162667	6.13493	10	95	4	0
47	699917	12147	0.00336931	0.0275832	146	712064	277	27	14	5.15266	3.30974	0.0643359	4.51049	3	16	11	0
48	179502	1088	0.0444171	0.0432293	34	180590	1860	58	31	7.27826	5.21174	0.0552194	6.5982	11	38	20	0
49	6298	29625	0.0165877	0.0232885	305	35923	22	103	261	26.8986	41.6019	0.181774	42.0847	173	15	88	0
50	1070	427734	0.000305762	0.0169237	688	428804	2430	96	74	15.9208	15.216	0.0113093	15.7444	24	46	50	0
51	7230	15302	0.00979468	0.0417073	340	22532	10	173	535	46.6213	103.558	0.243034	100.403	375	13	160	0
52	37257	1043	0.0188249	0.030912	35	38300	42	73	68	19.4077	15.7441	0.210638	22.2001	28	33	40	0
53	114108	2037	0.0296741	0.033495	23	116145	169	48	24	9.22705	6.20266	0.117954	8.71589	1	25	23	0
54	11010	96714	0.0250646	0.00391949	12	107724	42	25	18	5.8686	4.64912	0.443939	9.3973	8	15	10	1
55	334223	383493	0.0181697	0.0219191	508	717716	14	5	18	0.9343	3.21718	0.395645	3.52774	13	0	5	0
56	3835	114111	0.00126826	0.0224573	322	117946	34	62	110	16.5671	21.5239	0.252969	25.6049	61	13	49	0
57	21466	21651	0.02101	0.0109222	100	43117	605	523	375	109.178	92.9643	0.0791166	109.636	54	202	321	0
58	1566246	19797	0.00220056	0.0126682	1131	1586043	71	12	28	3.30242	4.75741	0.125194	4.62219	18	2	10	0
59	10925	1369	0.0305745	0.0283867	839	12294	486	1901	2093	435.22	441.992	0.0120931	443.996	488	296	1605	0
60	1434079	18555	0.0206822	0.0373374	641	1452634	98	10	19	0.884058	2.22626	0.0933157	1.72639	12	3	7	0
61	2014810	323519	0.0293338	0.0079027	115	2338329	174	3	3	0.285024	0.799758	0.109451	0.613943	0	0	3	0
62	218772	1601	0.00352699	0.0170059	901	220373	960	220	219	43.6541	45.4646	0.0321196	46.0457	60	61	159	0
63	3952811	4201	0.00620897	0.046678	1630	3957012	75	13	24	3.62222	3.62674	0.10643	4.05622	12	1	12	0
64	5851	3741	0.0271835	0.0308323	73	9592	51	421	493	109.85	118.823	0.116025	129.433	175	103	318	0
65	15800	4120	0.00878038	0.0433656	10	19920	18	55	25	11.7498	4.25771	0.547226	17.1274	18	48	7	0
66	2094	5850	0.0212155	0.0040041	431	7944	314	1282	1711	296.949	332.643	0.049476	331.372	732	303	979	0
67	24110	50996	0.0178134	0.00552258	63	75106	149	97	98	23.3362	22.487	0.196017	28.4835	34	33	64	0
68	56517	1529	0.0253491	0.0497422	1739	58046	162	629	798	160.987	169.105	0.021024	168.619	235	66	563	0
69	1928	48758	0.0147207	0.0273167	241	50686	346	378	367	84.4377	79.6388	0.0391223	85.3561	88	99	279	0
70	34093	44010	0.0252821	0.0253297	16	78103	1100	130	35	16.8203	7.67695	0.180163	14.8013	4	99	31	0
71	37858	499798	0.0359749	0.0480044	1155	537656	60	25	38	5.63575	6.35511	0.0529048	6.33433	14	1	24	0
72	1808512	275311	0.0362024	0.00646681	119	2083823	100	2	3	0.740097	0.69752	0.210152	0.909295	2	1	1	0
73	6009	37211	0.0458972	0.0498669	85	43220	632	287	229	59.5333	55.5777	0.024019	58.9573	51	109	178	0
74	367046	85111	0.036113	0.0334507	205	452157	28	8	14	1.7942	2.2807	0.055374	2.15967	8	2	6	0
75	4556	1715	0.0282404	0.0232111	12	6271	71	464	229	105.726	59.2511	0.267137	111.454	50	285	179	0
76	157611	18520	0.0454322	0.0113466	394	176131	1913	470	471	108.229	104.799	0.0122031	107.819	93	92	378	0
77	10710	255127	0.00752376	0.0254822	662	265837	27	34	87	6.81159	14.8439	0.204803	13.7564	57	4	30	0
78	2715907	9485	0.0451605	0.0312701	141	2725392	83	4	5	1.057	1.26981	-0.00682378	1.15592	1	0	4	0
79	245394	7651	0.00220885	0.00207105	185	253045	685	150	88	34.8966	21.1482	0.334021	41.6402	23	85	65	0
80	461625	382661	0.00456453	0.0246283	1366	844286	1810	75	81	16.0377	16.0629	0.0103903	16.2189	25	19	56	0
81	2915	466580	0.0376758	0.0107202	36	469495	43	4	6	1.46473	1.21113	0.0606567	1.42279	2	0	4	0
82	901136	195040	0.0339387	0.0146271	442	1096176	10	0	6	0	1.02238	0.112873	0.586207	6	0	0	0
83	98616	9714	0.0335464	0.034042	159	108330	898	200	177	43.4522	40.0593	0.0198057	42.5877	42	65	135	0
84	205460	3951	0.0497805	0.00361218	996	209411	20	3	45	0.624155	4.32486	0.160141	2.99625	44	2	1	0
85	876396	43003	0.0358099	0.034712	39	919399	90	4	3	1.04638	1.00242	0.190888	1.26537	0	1	3	0
86	25107	14461	0.0106484	0.0428967	247	39568	654	410	354	83.3034	78.4725	0.0267216	83.09	74	130	280	0
87	1216551	32957	0.0345564	0.0111186	11	1249508	473	18	4	2.36908	0.838475	0.0427564	1.66792	1	15	3	0
88	2684	14024	0.0165936	0.0485967	1065	16708	91	1107	1527	283.276	308.238	0.0402015	308.263	546	126	981	0
89	2684	2043	0.0120384	0.0198525	969	4727	151	1930	2753	479.072	543.877	0.0510336	539.333	1091	268	1662	0
90	1797606	75463	0.0387951	0.0447791	2011	1873069	165	18	23	3.67536	3.94616	0.0213988	3.89505	7	2	16	0
91	4181	4343	0.00787007	0.0228201	29	8524	2801	540	74	50.4261	15.5312	0.13047	37.5397	28	494	46	0
92	307780	2031	0.00170112	0.0349497	149	309811	17	10	29	2.79614	5.79613	0.209985	5.49175	20	1	9	0
93	1062	23822	0.0490182	0.029928	1502	24884	65	218	401	50.4889	59.4307	0.0387962	57.2196	230	47	171	0
94	74504	1859	0.041468	0.0410308	22	76363	711	110	48	18.3285	14.0103	0.0813108	17.5682	5	67	43	0
95	123106	2417	0.0136255	0.0378283	177	125523	264	92	79	18.3082	17.2178	0.0367375	18.4355	17	30	62	0
96	1031	87717	0.0264215	0.0496067	89	88748	1980	141	88	21.2647	18.6981	0.032391	20.6394	21	74	67	0
97	25791	43129	0.0222308	0.0366656	70	68920	161	132	97	26.5662	22.83	0.0666033	26.4363	27	62	70	0
98	3870430	1105	0.0142836	0.0210075	1135	3871535	13	0	3	0	0.136721	0.00383947	0.0689655	3	0	0	0
99	2675635	98009	0.0211618	0.000966829	1630	2773644	75	0	6	0	0.338778	0.0117734	0.172414	6	0	0	0
100	4380332	16188	0.0353972	0.00826339	185	4396520	44	0	2	0	0.319419	0.0628882	0.172414	2	0	0	0
1	64240	71539	0.0017811	0.00475953	68	135779	415	116	36	23.7449	8.30551	0.345644	23.9753	15	95	21	0
2	2353907	7433	0.0353961	0.0209096	13	2361340	448	2	0	0.0869565	0	0.00512107	0.0434783	0	2	0	0
3	71916	1632	0.0363717	0.00819887	201	73548	64	61	118	14.6928	21.5566	0.0672802	19.4768	70	13	48	0
4	1499299	15654	0.0382297	0.0459261	2682	1514953	570	54	64	12.7536	13.4307	0.00668991	13.1822	17	7	47	0
5	21583	10331	0.00262818	0.0110044	2138	31914	35	450	1420	119.671	263.402	0.240476	255.183	1013	43	407	0
6	31496	17954	0.00865947	0.0311833	147	49450	27	101	146	27.3614	34.7635	0.200712	38.9888	65	20	81	0
7	1471769	1066	0.0338278	0.0363622	96	1472835	135	8	5	1.68599	1.06655	0.03869	1.42879	1	4	4	0
8	3253	7118	0.0355873	0.0082004	11	10371	919	1355	452	263.213	114.832	0.250774	249.031	43	946	409	0
9	18788	1975	0.0424254	0.0323551	943	20763	64	271	539	64.1266	77.5366	0.0423588	74.03	312	44	227	0
10	8290	1161	0.0256983	0.0205978	746	9451	24	210	829	48.1614	96.3079	0.160739	86.7211	651	32	178	0
11	995316	270615	0.0323143	0.0490339	534	1265931	305	24	30	6.1256	6.57834	0.0151729	6.45127	9	3	21	0
12	4937	3179	0.018355	0.0281713	92	8116	656	1150	728	189.229	156.445	0.0627664	184.208	170	592	558	0
13	22285	105098	0.0297082	0.00587459	81	127383	412	188	142	41.1411	36.0048	0.0770867	41.7579	22	68	120	0
14	3970229	8101	0.0430918	0.0320304	25	3978330	871	2	0	0.170048	0	0.0299785	0.0869565	0	2	0	0
15	23103	22898	0.0409219	0.00962556	196	46001	1448	1125	1017	256.033	248.569	0.0260809	259.028	155	263	862	0
16	9906	64413	0.0321615	0.00565651	38	74319	441	243	171	56.1266	46.9201	0.113804	58.0495	28	100	143	0
17	38385	11250	0.0360851	0.0297127	78	49635	85	118	116	28.7768	27.0647	0.0514961	29.4273	36	38	80	0
18	20591	1049	0.0123858	0.010395	10	21640	10	41	43	11.2841	9.20569	0.64581	28.6972	28	26	15	1
19	826808	102179	0.0102801	0.0160727	20	928987	1545	13	4	1.62705	0.645493	0.285601	1.56522	2	11	2	0
20	16640	2389	0.0128996	0.0266578	27	19029	12	51	88	13.7758	21.4936	0.374054	28.4618	62	25	26	0
21	13462	142480	0.0232223	0.0386423	343	155942	10	7	49	1.1913	6.69752	0.212393	5.10795	43	1	6	0
22	12563	9175	0.0250664	0.0193132	246	21738	74	312	469	79.2986	93.9056	0.0787654	94.1132	208	51	261	0
23	4773563	4133	0.00655335	0.0270191	2878	4777696	48	8	13	1.54493	1.99819	0.124898	2.02924	6	1	7	0
24	101251	4135	0.0122933	0.0142641	140	105386	162	100	103	22.8696	23.8155	0.104649	26.0795	35	32	68	0
25	21203	18699	0.0102914	0.0435192	261	39902	35	211	320	56.256	66.8742	0.139988	71.7121	142	33	178	0
26	1967	1560	0.044409	0.0167719	232	3527	10	149	871	32.4116	96.8385	0.200425	81.9205	775	53	96	0
27	1178	2198	0.0438347	0.0353667	308	3376	617	3038	3050	680.915	668.546	0.0144328	684.573	603	591	2447	0
28	18343	32508	0.0249324	0.046016	699	50851	376	715	783	171.325	169.622	0.0165716	173.34	181	113	602	0
29	314245	208031	0.0467198	0.0193804	717	522276	2327	246	240	59.1845	58.709	0.0045019	59.2121	36	42	204	0
30	2827553	4271	0.0454914	0.00645034	2703	2831824	329	8	9	1.39807	1.29825	0.00823136	1.35907	3	2	6	0
31	17136	2882	0.0240006	0.0396997	26	20018	1195	317	107	37.2164	22.8385	0.107113	33.4955	32	242	75	0
32	2923176	14862	0.0364883	0.0105374	388	2938038	76	0	3	0	0.262553	0.0396542	0.137931	3	0	0	0
33	1021040	69833	0.0147038	0.0429129	911	1090873	180	35	42	8.13816	8.88627	0.042083	8.88981	12	5	30	0
34	11703	2173	0.0280721	0.00384103	56	13876	2380	2116	1157	378.822	284.337	0.115534	373.952	142	1101	1015	0
35	310813	284134	0.0295793	0.00470928	538	594947	582	41	55	10.9768	10.8578	0.03671	11.3328	20	6	35	0
36	808232	37916	0.0198503	0.0332973	523	846148	40	11	13	2.51111	1.78826	0.117013	2.42729	6	4	7	0
37	1103092	59808	0.0133085	0.0320195	1859	1162900	38	8	28	2.2744	4.7072	0.0399851	3.64768	20	0	8	0
38	292441	30543	0.0148731	0.0428788	337	322984	903	86	70	17.5749	16.5233	0.0107696	17.2316	14	30	56	0
39	2971844	1160	0.0321053	0.0407821	507	2973004	46	3	2	0.285024	0.54265	0.124207	0.475262	1	2	1	0
40	1566	104820	0.0386699	0.0407033	119	106386	1974	194	149	35.5082	32.2305	0.0254717	34.7421	35	80	114	0
41	94575	5648	0.00840714	0.0044688	1494	100223	100	89	272	21.1324	36.654	0.12265	33.0952	208	25	64	0
42	1289220	5134	0.0192905	0.021825	295	1294354	10	0	5	0	0.495463	0.0340641	0.258621	5	0	0	0
43	1191	5184	0.0241413	0.03729	26	6375	12	196	253	50.3082	58.3648	0.291225	76.8756	116	59	137	0
44	275874	314175	0.00678342	0.038876	388	590049	818	47	41	9.98551	8.39988	0.0199228	9.37406	7	13	34	0
45	424859	23408	0.0208432	0.0153815	34	448267	52	12	6	3.33816	1.99577	0.13749	3.07646	0	6	6	0
46	29232	32315	0.0136264	0.0414834	15	61547	1843	100	14	10.1749	3.50635	0.170636	8.15217	3	89	11	0
47	699917	12147	0.00336931	0.0275832	146	712064	277	16	17	3.19034	3.14156	0.0539807	3.34633	7	6	10	0
48	179502	1088	0.0444171	0.0432293	34	180590	1860	67	37	10.7758	10.2861	0.0528113	11.1154	7	37	30	0
49	6298	29625	0.0165877	0.0232885	305	35923	22	89	250	21.3768	39.1869	0.151909	35.934	175	14	75	0
50	1070	427734	0.000305762	0.0169237	688	428804	2430	101	76	17.4628	16.1936	0.0311698	17.3643	21	46	55	0
51	7230	15302	0.00979468	0.0417073	340	22532	10	198	540	51.9556	109.797	0.221529	104.991	356	14	184	0
52	37257	1043	0.0188249	0.030912	35	38300	42	71	71	16.8976	14.8167	0.179785	19.3013	30	30	41	0
53	114108	2037	0.0296741	0.033495	23	116145	169	50	23	8.58261	5.95281	0.11762	8.2099	6	33	17	0
54	11010	96714	0.0250646	0.00391949	12	107724	42	14	14	3.90338	3.80399	0.391209	6.32609	9	9	5	0
55	334223	383493	0.0181697	0.0219191	508	717716	14	4	16	0.743961	1.74834	0.352667	1.95952	13	1	3	0
56	3835	114111	0.00126826	0.0224573	322	117946	34	64	128	18.6763	26.1246	0.20244	28.2144	74	10	54	0
57	21466	21651	0.02101	0.0109222	100	43117	605	550	399	118.688	97.6733	0.0755417	116.872	66	217	333	0
58	1566246	19797	0.00220056	0.0126682	1131	1586043	71	19	44	5.28599	8.43073	0.237491	9.05922	27	2	17	0
59	10925	1369	0.0305745	0.0283867	839	12294	486	1828	2083	422.098	429.639	0.014762	432.273	531	276	1552	0
60	1434079	18555	0.0206822	0.0373374	641	1452634	98	15	19	2.74493	3.25348	0.054412	3.17466	5	1	14	0
61	2014810	323519	0.0293338	0.0079027	115	2338329	174	5	4	0.836715	1.0248	0.0803677	1.01349	0	1	4	0
62	218772	1601	0.00352699	0.0170059	901	220373	960	227	220	46.5903	45.3702	0.0215525	46.9888	51	58	169	0
63	3952811	4201	0.00620897	0.046678	1630	3957012	75	8	13	1.41932	2.4755	0.0506267	2.05697	7	2	6	0
64	5851	3741	0.0271835	0.0308323	73	9592	51	408	503	106.468	114.247	0.124675	126.159	185	90	318	0
65	15800	4120	0.00878038	0.0433656	10	19920	18	55	20	11.7198	5.16213	0.447475	14.9498	12	47	8	1
66	2094	5850	0.0212155	0.0040041	431	7944	314	1265	1650	296.194	331.09	0.0486298	329.858	687	302	963	0
67	24110	50996	0.0178134	0.00552258	63	75106	149	111	97	24.2773	25.1845	0.166389	29.6799	35	49	62	0
68	56517	1529	0.0253491	0.0497422	1739	58046	162	586	781	150.342	163.132	0.0190738	159.828	261	66	520	0
69	1928	48758	0.0147207	0.0273167	241	50686	346	367	348	78.4773	76.4211	0.0426272	80.8876	93	112	255	0
70	34093	44010	0.0252821	0.0253297	16	78103	1100	144	29	16.7488	5.1827	0.161554	12.9213	10	125	19	0
71	37858	499798	0.0359749	0.0480044	1155	537656	60	28	39	6.91691	7.10345	0.0367021	7.27811	18	7	21	0
72	1808512	275311	0.0362024	0.00646681	119	2083823	100	1	3	0.486957	0.447066	0.069262	0.501499	2	0	1	0
73	6009	37211	0.0458972	0.0498669	85	43220	632	314	258	58.8019	54.3666	0.0401886	58.9325	68	124	190	0
74	367046	85111	0.036113	0.0334507	205	452157	28	3	9	1.03382	1.32002	0.089284	1.2946	6	0	3	0
75	4556	1715	0.0282404	0.0232111	12	6271	71	449	205	101.25	48.0399	0.284623	102.978	48	292	157	0
76	157611	18520	0.0454322	0.0113466	394	176131	1913	470	460	103.976	103.148	0.0125694	104.878	84	94	376	0
77	10710	255127	0.00752376	0.0254822	662	265837	27	43	98	10.8647	20.0242	0.171878	18.7826	61	6	37	0
78	2715907	9485	0.0451605	0.0312701	141	2725392	83	1	2	0.476329	0.603146	0.0440124	0.565217	1	0	1	0
79	245394	7651	0.00220885	0.00207105	185	253045	685	150	102	37.8029	23.68	0.25357	40.8703	26	74	76	0
80	461625	382661	0.00456453	0.0246283	1366	844286	1810	120	117	28.4213	28.6866	0.011855	28.8973	20	23	97	0
81	2915	466580	0.0376758	0.0107202	36	469495	43	5	5	1.4744	1.39867	0.361348	2.24663	0	0	5	0
82	901136	195040	0.0339387	0.0146271	442	1096176	10	2	5	0.592271	0.331518	0.0740254	0.497001	4	1	1	0
83	98616	9714	0.0335464	0.034042	159	108330	898	223	179	42.7179	38.8318	0.0262329	41.8583	31	75	148	0
84	205460	3951	0.0497805	0.00361218	996	209411	20	3	30	0.905314	1.98367	0.253967	1.96027	28	1	2	0
85	876396	43003	0.0358099	0.034712	39	919399	90	6	2	0.869565	0.736842	0.381663	1.29385	0	4	2	0
86	25107	14461	0.0106484	0.0428967	247	39568	654	422	385	87.0377	82.784	0.027175	87.2661	90	127	295	0
87	1216551	32957	0.0345564	0.0111186	11	1249508	473	8	2	1.02705	0.347247	0.0415236	0.713643	1	7	1	0
88	2684	14024	0.0165936	0.0485967	1065	16708	91	1112	1564	274.602	308.403	0.0444288	305.225	576	124	988	0
89	2684	2043	0.0120384	0.0198525	969	4727	151	2004	2846	492.383	558.672	0.0475149	552.088	1127	285	1719	0
90	1797606	75463	0.0387951	0.0447791	2011	1873069	165	17	26	5.22899	6.13914	0.0165371	5.78261	11	2	15	0
91	4181	4343	0.00787007	0.0228201	29	8524	2801	537	89	48.6812	18.4265	0.177796	40.3561	32	480	57	0
92	307780	2031	0.00170112	0.0349497	149	309811	17	19	28	3.5913	5.9752	0.320221	7.10795	15	6	13	0
93	1062	23822	0.0490182	0.029928	1502	24884	65	178	401	41.142	51.8022	0.0490951	48.928	259	36	142	0
94	74504	1859	0.041468	0.0410308	22	76363	711	96	36	13.4522	7.9631	0.111053	11.9925	5	65	31	0
95	123106	2417	0.0136255	0.0378283	177	125523	264	105	88	20.7005	17.7018	0.0221844	19.6259	28	45	60	0
96	1031	87717	0.0264215	0.0496067	89	88748	1980	150	108	27.8599	24.8022	0.0439486	27.5262	28	70	80	0
97	25791	43129	0.0222308	0.0366656	70	68920	161	115	93	24.457	21.4604	0.0878262	25.1454	23	45	70	0
98	3870430	1105	0.0142836	0.0210075	1135	3871535	13	2	2	0.556522	0.0689655	0.648222	0.835082	1	1	1	0
99	2675635	98009	0.0211618	0.000966829	1630	2773644	75	2	7	0.437681	0.710224	0.112256	0.649175	5	0	2	0
100	4380332	16188	0.0353972	0.00826339	185	4396520	44	0	0	0	0	0	0	0	0	0	0
1	64240	71539	0.0017811	0.00475953	68	135779	415	122	33	28.5111	9.64005	0.279962	26.018	5	94	28	0
2	2353907	7433	0.0353961	0.0209096	13	2361340	448	7	5	1.2686	1.63702	0.12142	1.65742	0	2	5	0
3	71916	1632	0.0363717	0.00819887	201	73548	64	43	94	10.6242	16.3618	0.0974917	15	64	13	30	0
4	1499299	15654	0.0382297	0.0459261	2682	1514953	570	63	72	16.0667	15.2444	-9.57461e-05	15.6522	19	10	53	0
5	21583	10331	0.00262818	0.0110044	2138	31914	35	417	1362	107.685	244.246	0.232662	232.065	978	33	384	0
6	31496	17954	0.00865947	0.0311833	147	49450	27	91	150	23.5304	34.3926	0.194232	36.1214	75	16	75	0
7	1471769	1066	0.0338278	0.0363622	96	1472835	135	5	6	1.00386	0.859649	0.0233706	0.953523	2	1	4	0
8	3253	7118	0.0355873	0.0082004	11	10371	919	1432	489	278.443	128.912	0.251917	268.964	46	989	443	0
9	18788	1975	0.0424254	0.0323551	943	20763	64	289	510	62.8628	72.0272	0.0453941	70.6987	294	73	216	0
10	8290	1161	0.0256983	0.0205978	746	9451	24	214	785	47.8	93.15	0.148667	83.3508	627	56	158	0
11	995316	270615	0.0323143	0.0490339	534	1265931	305	19	35	5.31884	6.12583	-0.00143656	5.71589	17	1	18	0
12	4937	3179	0.018355	0.0281713	92	8116	656	1070	709	184.206	155.311	0.060027	180.425	189	550	520	0
13	22285	105098	0.0297082	0.00587459	81	127383	412	151	119	30.0763	29.0696	0.0951422	32.6739	29	61	90	0
14	3970229	8101	0.0430918	0.0320304	25	3978330	871	3	1	0.171981	0.0677556	0.0156461	0.121439	1	3	0	0
15	23103	22898	0.0409219	0.00962556	196	46001	1448	1080	1011	241.214	230.917	0.0256106	242.231	176	245	835	0
16	9906	64413	0.0321615	0.00565651	38	74319	441	247	163	56.6406	43.3485	0.137247	57.7931	21	105	142	0
17	38385	11250	0.0360851	0.0297127	78	49635	85	125	130	30.4367	29.0327	0.0750203	32.1364	49	44	81	0
18	20591	1049	0.0123858	0.010395	10	21640	10	31	34	8.08889	8.99395	0.66017	25.2399	26	23	8	5
19	826808	102179	0.0102801	0.0160727	20	928987	1545	11	5	1.0715	1.11736	0.335485	1.64843	2	8	3	0
20	16640	2389	0.0128996	0.0266578	27	19029	12	72	97	18.4512	23.412	0.446341	38.0525	55	30	42	0
21	13462	142480	0.0232223	0.0386423	343	155942	10	8	44	1.9343	5.98004	0.193404	4.97226	37	1	7	0
22	12563	9175	0.0250664	0.0193132	246	21738	74	301	478	73.8135	91.4404	0.0849873	90.4378	245	68	233	0
23	4773563	4133	0.00655335	0.0270191	2878	4777696	48	4	17	0.983575	2.71385	0.127601	2.13793	13	0	4	0
24	101251	4135	0.0122933	0.0142641	140	105386	162	111	115	30.2957	27.6987	0.174407	35.0847	35	31	80	0
25	21203	18699	0.0102914	0.0435192	261	39902	35	193	283	51.2928	59.0708	0.0979325	61.2399	116	26	167	0
26	1967	1560	0.044409	0.0167719	232	3527	10	150	835	34.3604	91.7096	0.169649	76.7331	733	48	102	0
27	1178	2198	0.0438347	0.0353667	308	3376	617	3124	3076	691.969	680.747	0.0152328	696.939	586	634	2490	0
28	18343	32508	0.0249324	0.046016	699	50851	376	733	786	167.848	168.011	0.0145163	170.404	171	118	615	0
29	314245	208031	0.0467198	0.0193804	717	522276	2327	212	227	48.256	47.9667	0.00152968	48.1844	51	36	176	0
30	2827553	4271	0.0454914	0.00645034	2703	2831824	329	9	14	1.93043	2.44223	0.00934282	2.2084	5	0	9	0
31	17136	2882	0.0240006	0.0396997	26	20018	1195	333	109	38.1536	22.7604	0.14695	35.5127	28	252	81	0
32	2923176	14862	0.0364883	0.0105374	388	2938038	76	1	3	0.0434783	0.23291	0.0248433	0.142429	3	1	0	0
33	1021040	69833	0.0147038	0.0429129	911	1090873	180	31	38	6.22609	6.20569	0.035604	6.44528	12	5	26	0
34	11703	2173	0.0280721	0.00384103	56	13876	2380	2109	1228	402.41	308.898	0.118207	402.381	158	1039	1070	0
35	310813	284134	0.0295793	0.00470928	538	594947	582	59	65	13.6184	14.2892	0.0271345	14.3456	18	12	47	0
36	808232	37916	0.0198503	0.0332973	523	846148	40	2	6	0.0869565	0.592257	0.0758443	0.371064	6	2	0	0
37	1103092	59808	0.0133085	0.0320195	1859	1162900	38	17	47	3.83961	7.85541	0.177153	7.16642	31	1	16	0
38	292441	30543	0.0148731	0.0428788	337	322984	903	92	87	19.7295	18.7114	0.0134702	19.4798	22	27	65	0
39	2971844	1160	0.0321053	0.0407821	507	2973004	46	0	4	0	0.297036	0.0347735	0.155172	4	0	0	0
40	1566	104820	0.0386699	0.0407033	119	106386	1974	208	149	34.2976	30.9335	0.0166246	33.1559	29	88	120	0
41	94575	5648	0.00840714	0.0044688	1494	100223	100	82	299	18.1691	36.3479	0.151573	32.3606	237	20	62	0
42	1289220	5134	0.0192905	0.021825	295	1294354	10	3	7	0.450242	1.80399	0.289624	1.62219	4	0	3	0
43	1191	5184	0.0241413	0.03729	26	6375	12	193	263	54.1527	60.4453	0.301417	82.1957	140	70	123	0
44	275874	314175	0.00678342	0.038876	388	590049	818	57	50	11.7604	12.0641	0.0348777	12.3441	9	16	41	0
45	424859	23408	0.0208432	0.0153815	34	448267	52	7	11	1.74203	2.4386	0.185009	2.57571	6	2	5	0
46	29232	32315	0.0136264	0.0414834	15	61547	1843	121	16	9.93816	3.21234	0.217844	8.28111	8	113	8	0
47	699917	12147	0.00336931	0.0275832	146	712064	277	25	13	4.24734	2.90079	0.10933	4	5	17	8	0
48	179502	1088	0.0444171	0.0432293	34	180590	1860	47	22	6.25314	4.80762	0.0322212	5.7084	5	30	17	0
49	6298	29625	0.0165877	0.0232885	305	35923	22	98	258	25.4464	48.8076	0.156978	44.3493	175	15	83	0
50	1070	427734	0.000305762	0.0169237	688	428804	2430	115	64	18.7807	13.9111	0.0350585	16.9183	15	66	49	0
51	7230	15302	0.00979468	0.0417073	340	22532	10	191	548	48.0338	107.357	0.199991	98.1252	377	20	171	0
52	37257	1043	0.0188249	0.030912	35	38300	42	72	74	16.8039	15.2384	0.207881	20.1979	33	31	41	0
