Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
8	976985	35953	204	1012938	25	0	7	0	1.78524	0.997117	345.983	7	0	0	344
9	581285	9038	1753	590323	1661	124	142	28.142	31.3739	0.845902	194.162	142	124	0	133
10	2215187	375451	44	2590638	1883	28	0	7.15362	0	0.997504	1264.83	0	28	0	1258
11	217691	64923	760	282614	36	4	110	1.24348	20.5681	0.993905	1974.75	110	4	0	1955
12	954133	2267	2482	956400	420	24	110	6.06763	22.7169	0.653016	43.3591	110	24	0	16
13	26941	193009	144	219950	1509	200	16	44.7894	5.05626	0.995969	5604.8	16	200	0	5552
14	304127	5117	122	309244	34	4	17	0.592271	2.81428	0.987167	142.789	17	4	0	139
15	42877	126009	59	168886	81	10	10	2.65024	2.74108	0.999484	5230.03	10	10	0	5226
16	216702	173524	18	390226	58	2	1	0.415459	0.353902	0.999891	3491.04	1	2	0	3490
17	36386	1151	196	37537	569	504	173	111.427	36.1549	0.738169	269.173	173	504	0	139
18	1062	38447	16	39509	656	437	13	99.6966	2.28917	0.992072	5714.94	13	437	0	5617
19	13123	139304	319	152427	40	7	66	1.5401	16.3654	0.998344	5932.13	66	7	0	5915
20	1401	194247	2180	195648	66	9	319	2.36232	73.6612	0.992983	6010.82	319	9	0	5936
21	3962672	106096	2906	4068768	192	1	17	0.43285	4.32002	0.98996	259.265	17	1	0	255
22	3128235	1605	14	3129840	172	2	0	0.630918	0	0.958877	6.80435	0	2	0	6
23	2807970	4445	84	2812415	12	0	0	0	0	1	18	0	0	0	18
24	3179133	2916	1155	3182049	26	0	23	0	5.11131	0.824833	16.0172	23	0	0	10
25	23211	2919	342	26130	91	108	506	26.2638	110.105	0.927306	1001.06	506	108	0	866
26	2190	47363	578	49553	148	84	324	18.0763	69.3001	0.991969	5812.47	324	84	0	5724
27	1711613	71963	1557	1783576	1417	36	32	8.51014	7.87417	0.979439	396.654	32	36	0	382
28	14978	4347	24	19325	26	55	53	13.2609	11.1633	0.993667	1908.89	53	55	0	1886
29	1346535	213686	2882	1560221	99	1	78	0.0850242	16.271	0.99258	1229.51	78	1	0	1213
30	1843925	8780	151	1852705	138	4	5	0.257005	1.22747	0.981164	42.3801	5	4	0	39
31	261102	291388	16	552490	12	1	0	0.0850242	0	0.99999	3943.04	0	1	0	3943
32	67826	460337	11	528163	210	13	1	2.01449	0.241984	0.999826	5897.2	1	13	0	5895
33	2534600	4907	77	2539507	118	0	0	0	0	1	17	0	0	0	17
34	91315	111097	27	202412	1406	239	3	54.9923	0.779189	0.993704	3925.59	3	239	0	3872
35	2218291	3375	199	2221666	258	5	3	0.647343	0.323049	0.959475	11.5202	3	5	0	11
36	5187	1167	11	6354	158	839	53	193.13	11.2958	0.926874	1261.78	53	839	0	1062
37	147947	303578	2248	451525	1686	106	140	23.3208	31.095	0.993798	4460.41	140	106	0	4410
38	319664	50980	23	370644	105	19	1	3.80483	0.493648	0.998462	1271.07	1	19	0	1265
39	8567	16943	11	25510	2076	1709	5	381.953	1.29825	0.946119	3162.44	5	1709	0	2784
40	2165	2202	54	4367	36	252	346	55.5227	77.7907	0.980166	3425.59	346	252	0	3298
41	790981	393650	70	1184631	56	3	0	0.249275	0	0.99996	2764.13	0	3	0	2764
42	1444	410300	23	411744	1161	87	1	20.3797	0.353902	0.998545	6314.46	1	87	0	6291
43	10536	31827	132	42363	2215	1202	80	271.957	19.3727	0.966003	3861.92	80	1202	0	3578
44	307180	17073	59	324253	146	19	6	4.96715	1.58439	0.993395	466.052	6	19	0	460
45	278331	33868	10	312199	599	70	0	17.2097	0	0.992341	992.261	0	70	0	976
46	2061026	4201	38	2065227	46	0	1	0	0.160315	0.994434	16.0862	1	0	0	16
47	55926	3783	16	59709	336	208	12	47.5739	2.41803	0.960052	561.777	12	208	0	512
48	440501	31836	597	472337	530	48	60	12.2541	12.127	0.979664	599.109	60	48	0	570
49	2513616	18043	19	2531659	2355	43	0	9.96425	0	0.928522	62.0652	0	43	0	54
50	20107	21382	26	41489	617	447	22	96.8802	5.57048	0.987362	3633.34	22	447	0	3530
51	9062	37147	1661	46209	1419	645	788	140.375	170.52	0.960992	4028.79	788	645	0	3713
52	530793	143919	27	674712	101	5	0	0.745894	0	0.999817	1797.04	0	5	0	1796
53	4322579	1672	1242	4324251	376	2	16	0.909179	4.12583	0.592909	6.46702	16	2	0	3
54	33499	132777	180	166276	94	8	34	1.97198	8.37871	0.998967	5373.21	34	8	0	5363
55	1433	70371	29	71804	1110	392	15	87.4039	3.6225	0.993025	5823.66	15	392	0	5740
56	189553	390551	435	580104	62	3	25	0.737198	4.18633	0.999442	4772.34	25	3	0	4768
57	12654	93645	13	106299	102	23	2	4.25314	0.581972	0.999619	5781.62	2	23	0	5778
58	460249	3528	54	463777	45	5	6	0.731401	1.18512	0.985875	69.7061	6	5	0	68
59	144493	2617	1448	147110	11	3	419	0.171981	91.8379	0.809679	264.871	419	3	0	173
60	1067449	6590	774	1074039	174	2	39	0.0869565	9.16878	0.912668	58.5952	39	2	0	49
61	4321	1225	115	5546	399	1509	476	340.507	100.609	0.824427	1189.41	476	1509	0	763
62	3027239	2649	12	3029888	94	1	0	0.124638	0	0.993176	8.06522	0	1	0	8
63	4163	15545	1766	19708	185	161	1715	37.63	374.577	0.93912	3691.94	1715	161	0	3284
64	722535	74431	114	796966	16	0	7	0	1.79431	0.998844	867.138	7	0	0	865
65	4906261	1131	2939	4907392	37	0	26	0	8.37508	0.619534	11.8276	26	0	0	3
66	4249751	29017	393	4278768	38	1	4	0.476329	1.05929	0.986221	58.1799	4	1	0	57
67	2340208	19118	32	2359326	68	1	0	0.347826	0	0.998199	85.2174	0	1	0	85
68	1341859	1205	77	1343064	11	0	2	0	0.412583	0.945937	4.24138	2	0	0	4
69	81715	3924	1886	85639	206	64	770	11.3652	154.197	0.81162	475.96	770	64	0	316
70	4930	9188	1633	14118	204	225	2015	51.0618	439.753	0.911699	3016.17	2015	225	0	2528
71	513074	5554	104	518628	14	1	6	0.0434783	1.84211	0.990709	112.763	6	1	0	111
72	6624	7792	346	14416	158	294	686	70.7536	143.376	0.967461	3417.55	686	294	0	3208
73	7986	5982	1063	13968	41	61	1688	13.1961	369.577	0.913959	2447.85	1688	61	0	2067
74	49391	11945	22	61336	962	528	18	120.441	3.84574	0.96315	1506.85	18	528	0	1380
75	80830	158162	635	238992	387	51	75	11.4599	16.4852	0.996948	4674.75	75	51	0	4645
76	3854441	30549	174	3884990	104	1	2	0.231884	0.165154	0.997229	70.2166	2	1	0	70
77	418726	2555	17	421281	18	0	2	0	0.680581	0.994823	73.431	2	0	0	73
78	55457	62751	142	118208	51	14	32	3.53816	6.45735	0.998719	4035.07	32	14	0	4026
79	741300	9146	107	750446	721	37	6	8.51498	1.42105	0.960025	114.24	6	37	0	105
80	2045	151170	16	153215	27	3	0	0.925604	0	0.999936	6385.39	0	3	0	6384
81	3529238	29505	321	3558743	46	1	5	0.162319	1.61645	0.987626	78.7076	5	1	0	76
82	1676	9869	190	11545	118	267	446	57.6918	95.4828	0.984209	4988.78	446	267	0	4840
83	77768	100870	116	178638	105	24	25	5.61159	6.26497	0.998571	4181.31	25	24	0	4171
84	1884378	102544	14	1986922	1689	35	1	7.47923	0.435572	0.992563	476.81	1	35	0	469
85	70712	5199	403	75911	2715	1092	172	241.617	38.0968	0.770806	569.489	172	1092	0	305
86	8149	1068	93	9217	12	65	380	13.7246	83.3769	0.950835	1066.9	380	65	0	969
87	16446	40988	383	57434	2591	1051	159	240.944	31.2317	0.967493	3818.81	159	1051	0	3544
88	17860	9335	50	27195	11	13	66	2.93237	14.2886	0.99664	2760.65	66	13	0	2746
89	13271	111453	33	124724	17	2	2	0.457005	0.702359	0.999901	5976.13	2	2	0	5975
90	287773	9100	72	296873	14	2	6	0.0869565	0.760436	0.998275	268.509	6	2	0	268
91	255805	3462	133	259267	629	95	16	21.3459	3.36661	0.915464	134.672	16	95	0	107
92	35674	12388	1656	48062	115	60	1067	12.8995	217.825	0.935285	1957.31	1067	60	0	1724
93	1262	21713	18	22975	967	951	20	214.674	4.56745	0.980307	4950.66	20	951	0	4733
94	54314	4694	1660	59008	14	9	959	1.4744	211.789	0.846854	765.163	959	9	0	552
95	7788	111469	13	119257	1326	290	5	65.7536	0.901996	0.994907	5798.24	5	290	0	5730
96	400538	1591	16	402129	2842	162	1	24.913	0.130672	0.649896	33.0037	1	162	0	18
97	2178	214596	2368	216774	879	101	315	25.314	67.5396	0.991685	5880.1	315	101	0	5792
98	15975	4537	10	20512	134	218	20	48.0077	4.43678	0.987351	1872.9	20	218	0	1817
99	7583	263179	1442	270762	537	52	173	10.7836	38.8554	0.995635	6062.09	173	52	0	6012
100	100774	11312	22	112086	29	6	12	1.11981	2.75378	0.997753	904.822	12	6	0	901
1	9467	3228	1198	12695	34	65	2077	11.8357	438.342	0.851392	1659.35	2077	65	0	1214
2	6959	27949	21	34908	80	69	22	17.3198	5.65941	0.99799	5376.63	22	69	0	5355
3	2885457	1399	873	2886856	49	0	12	0	2.70962	0.8536	10.1897	12	0	0	8
4	27503	156011	524	183514	13	3	88	0.960386	19.7102	0.997971	5635.57	88	3	0	5618
5	2845	72381	603	75226	15	4	239	0.894686	52.4634	0.995098	6057.8	239	4	0	6001
6	107552	82948	387	190500	88	11	92	2.46957	20.3878	0.996372	3440.05	92	11	0	3419
7	1888162	13099	18	1901261	57	3	2	0.586473	0.347247	0.993355	68.1537	2	3	0	67
8	976985	35953	204	1012938	25	0	9	0	1.70236	0.997404	366.379	9	0	0	365
9	581285	9038	1753	590323	1661	118	115	26.6754	23.1815	0.827815	143.781	115	118	0	94
10	2215187	375451	44	2590638	1883	34	0	7.91594	0	0.997211	1252.54	0	34	0	1246
11	217691	64923	760	282614	36	2	96	0.525604	18.5299	0.994614	1964.66	96	2	0	1944
12	954133	2267	2482	956400	420	20	113	4.03092	22.7955	0.689775	45.7339	113	20	0	17
13	26941	193009	144	219950	1509	169	22	38.8048	4.20811	0.996554	5651.77	22	169	0	5604
14	304127	5117	122	309244	34	4	21	1.30145	4.98609	0.979153	160.99	21	4	0	156
15	42877	126009	59	168886	81	18	12	4.15459	2.54083	0.999386	5301.99	12	18	0	5296
16	216702	173524	18	390226	58	3	1	0.716908	0.0998185	0.999896	3582.62	1	3	0	3582
17	36386	1151	196	37537	569	470	160	93.999	35.1174	0.768213	266.91	160	470	0	143
18	1062	38447	16	39509	656	406	12	94.1314	3.22263	0.992458	5750.12	12	406	0	5653
19	13123	139304	319	152427	40	4	68	1.25024	15.118	0.998489	5955.92	68	4	0	5942
20	1401	194247	2180	195648	66	9	333	1.45604	76.5088	0.992814	6035.17	333	9	0	5957
21	3962672	106096	2906	4068768	192	1	32	0.0850242	5.31942	0.987476	240.061	32	1	0	234
22	3128235	1605	14	3129840	172	2	0	0.519807	0	0.95723	5.3913	0	2	0	5
23	2807970	4445	84	2812415	12	1	2	0.231884	0.692075	0.961201	12.5787	2	1	0	11
24	3179133	2916	1155	3182049	26	0	19	0	5.03932	0.67237	8.31034	19	0	0	2
25	23211	2919	342	26130	91	131	449	33.056	93.6007	0.937895	1073.62	449	131	0	960
26	2190	47363	578	49553	148	88	317	21.2425	68.9583	0.991752	5805.72	317	88	0	5719
27	1711613	71963	1557	1783576	1417	25	40	6.62802	7.15547	0.983008	407.381	40	25	0	392
28	14978	4347	24	19325	26	45	42	10.6599	8.16818	0.995318	1979.55	42	45	0	1959
29	1346535	213686	2882	1560221	99	2	69	0.499517	15.5015	0.993118	1289.84	69	2	0	1274
30	1843925	8780	151	1852705	138	2	0	0.170048	0	0.998406	47.087	0	2	0	47
31	261102	291388	16	552490	12	0	1	0	0.0344828	0.999995	4039.02	1	0	0	4039
32	67826	460337	11	528163	210	15	1	4.43092	0.0344828	0.999657	5759.5	1	15	0	5755
33	2534600	4907	77	2539507	118	2	1	0.828986	0.0344828	0.985726	27.0172	1	2	0	26
34	91315	111097	27	202412	1406	194	4	42.0531	0.643073	0.995286	4014.08	4	194	0	3977
35	2218291	3375	199	2221666	258	7	3	1.11691	0.855414	0.928223	13.5397	3	7	0	11
36	5187	1167	11	6354	158	838	66	203.598	12.6207	0.928525	1366.17	66	838	0	1151
37	147947	303578	2248	451525	1686	104	138	24.2473	31.6231	0.99372	4516.61	138	104	0	4461
38	319664	50980	23	370644	105	10	3	2.08599	0.949183	0.998827	1237.01	3	10	0	1234
39	8567	16943	11	25510	2076	1681	10	387.137	2.55898	0.945969	3209.29	10	1681	0	2825
40	2165	2202	54	4367	36	265	383	58.6029	79.7677	0.979127	3373.02	383	265	0	3240
41	790981	393650	70	1184631	56	2	4	0.205797	1.18875	0.999732	2815.26	4	2	0	2814
42	1444	410300	23	411744	1161	92	3	20.0068	0.69994	0.998543	6326.5	3	92	0	6305
43	10536	31827	132	42363	2215	1206	60	279.333	12.5408	0.96625	3874.11	60	1206	0	3596
44	307180	17073	59	324253	146	19	6	3.95749	1.60738	0.994587	488.641	6	19	0	483
45	278331	33868	10	312199	599	71	1	17.8599	0.160315	0.992062	1004.93	1	71	0	988
46	2061026	4201	38	2065227	46	0	1	0	0.0677556	0.997303	14.0345	1	0	0	14
47	55926	3783	16	59709	336	198	12	43.3816	2.64852	0.962536	552.666	12	198	0	509
48	440501	31836	597	472337	530	55	55	12.914	11.8427	0.981266	657.433	55	55	0	635
49	2513616	18043	19	2531659	2355	37	0	9.91498	0	0.932483	65.3478	0	37	0	54
50	20107	21382	26	41489	617	441	19	101.946	3.42287	0.986935	3594.5	19	441	0	3496
51	9062	37147	1661	46209	1419	687	800	148.988	173.677	0.959638	4031.72	800	687	0	3715
52	530793	143919	27	674712	101	5	2	1.63671	0.574108	0.999443	1872.2	2	5	0	1870
53	4322579	1672	1242	4324251	376	4	9	1.13043	1.85118	0.782702	7.01499	9	4	0	4
54	33499	132777	180	166276	94	14	44	2.18744	9.35753	0.998862	5445.02	44	14	0	5435
55	1433	70371	29	71804	1110	432	11	98.171	2.55414	0.992244	5773.38	11	432	0	5673
56	189553	390551	435	580104	62	2	17	0.391304	3.96854	0.999508	4858.51	17	2	0	4853
57	12654	93645	13	106299	102	32	7	6.3256	1.92922	0.999345	5904.13	7	32	0	5896
58	460249	3528	54	463777	45	3	0	0.561353	0	0.996814	77.7609	0	3	0	77
59	144493	2617	1448	147110	11	3	396	1.00966	90.2747	0.793156	240.998	396	3	0	152
60	1067449	6590	774	1074039	174	4	40	0.964251	8.24077	0.924832	66.5127	40	4	0	57
61	4321	1225	115	5546	399	1543	456	349.309	97.3454	0.824565	1202.76	456	1543	0	753
62	3027239	2649	12	3029888	94	3	0	0.211594	0	0.990754	10.1087	0	3	0	10
63	4163	15545	1766	19708	185	174	1716	36.4947	378.163	0.937089	3595.75	1716	174	0	3185
64	722535	74431	114	796966	16	0	3	0	0.533575	0.999646	842.897	3	0	0	842
65	4906261	1131	2939	4907392	37	0	28	0	7.73624	0.597762	10.3103	28	0	0	4
66	4249751	29017	393	4278768	38	0	4	0	0.415608	0.995996	57.9828	4	0	0	57
67	2340208	19118	32	2359326	68	3	0	0.642512	0	0.996791	88.3696	0	3	0	88
68	1341859	1205	77	1343064	11	0	4	0	1.07623	0.946047	11.0862	4	0	0	9
69	81715	3924	1886	85639	206	87	785	24.6116	164.568	0.806448	523.324	785	87	0	344
70	4930	9188	1633	14118	204	248	2093	50.5797	452.849	0.906155	2911.65	2093	248	0	2411
71	513074	5554	104	518628	14	1	6	0.0850242	1.34906	0.99268	108.043	6	1	0	107
72	6624	7792	346	14416	158	291	680	64.3739	147.235	0.968311	3487.93	680	291	0	3283
73	7986	5982	1063	13968	41	64	1732	14.9072	389.08	0.911167	2500.46	1732	64	0	2116
74	49391	11945	22	61336	962	548	12	123.942	2.36358	0.96161	1465.6	12	548	0	1351
75	80830	158162	635	238992	387	49	87	9.6657	19.0901	0.996825	4703.08	87	49	0	4669
76	3854441	30549	174	3884990	104	2	0	0.53913	0	0.996927	77.4348	0	2	0	77
77	418726	2555	17	421281	18	2	1	0.283092	0.290381	0.993372	43.3246	1	2	0	43
78	55457	62751	142	118208	51	11	37	2.37488	9.20811	0.998467	4039.53	37	11	0	4031
79	741300	9146	107	750446	721	43	9	8.18357	1.11736	0.963356	115.965	9	43	0	107
80	2045	151170	16	153215	27	4	2	0.728502	0.134301	0.999937	6331.5	2	4	0	6331
81	3529238	29505	321	3558743	46	1	3	0.476329	0.318209	0.994724	73.542	3	1	0	73
82	1676	9869	190	11545	118	233	434	55.887	91.8772	0.985043	5078.98	434	233	0	4934
83	77768	100870	116	178638	105	20	18	4.68792	4.0859	0.998945	4123.17	18	20	0	4115
84	1884378	102544	14	1986922	1689	35	0	9.03092	0	0.991601	474.891	0	35	0	466
85	70712	5199	403	75911	2715	1013	164	223.244	37.2553	0.759787	507.2	164	1013	0	274
86	8149	1068	93	9217	12	44	383	9.40193	80.6346	0.953254	1048.64	383	44	0	956
87	16446	40988	383	57434	2591	1041	141	237.698	27.458	0.968188	3790.62	141	1041	0	3539
88	17860	9335	50	27195	11	10	82	2.12174	16.4567	0.99637	2790.82	82	10	0	2770
89	13271	111453	33	124724	17	2	11	0.627053	3.0242	0.99967	5961.89	11	2	0	5959
90	287773	9100	72	296873	14	2	14	0.740097	2.98851	0.993368	300.927	14	2	0	295
91	255805	3462	133	259267	629	105	29	23.4116	6.04114	0.893984	130.251	29	105	0	103
92	35674	12388	1656	48062	115	73	1033	16.4454	223.19	0.931203	1906.7	1033	73	0	1672
93	1262	21713	18	22975	967	954	15	220.051	4.3654	0.980195	5037.2	15	954	0	4820
94	54314	4694	1660	59008	14	13	956	3.82415	203.774	0.863975	838.247	956	13	0	622
95	7788	111469	13	119257	1326	303	2	66.8203	0.256503	0.994818	5720.29	2	303	0	5650
96	400538	1591	16	402129	2842	188	3	25.3952	0.872353	0.619012	32.0735	3	188	0	16
97	2178	214596	2368	216774	879	113	305	25.4039	63.6848	0.992153	5961.33	305	113	0	5875
98	15975	4537	10	20512	134	210	23	49.2396	4.91228	0.986619	1831.09	23	210	0	1782
99	7583	263179	1442	270762	537	43	165	9.88213	39.1954	0.995659	6048.73	165	43	0	5999
100	100774	11312	22	112086	29	9	6	1.43961	1.36298	0.99848	918.686	6	9	0	916
1	9467	3228	1198	12695	34	52	2121	12.5053	453.999	0.841554	1611.06	2121	52	0	1173
2	6959	27949	21	34908	80	81	30	19.3304	6.86267	0.997761	5523.24	30	81	0	5496
3	2885457	1399	873	2886856	49	0	13	0	1.3775	0.792839	3.63793	13	0	0	2
4	27503	156011	524	183514	13	2	92	0.322705	19.1361	0.998061	5587.48	92	2	0	5569
5	2845	72381	603	75226	15	4	260	0.582609	57.7895	0.994544	5962.95	260	4	0	5911
6	107552	82948	387	190500	88	13	65	2.98744	13.2371	0.997466	3438.74	65	13	0	3423
7	1888162	13099	18	1901261	57	1	1	0.124638	0.435572	0.995813	71.2451	1	1	0	70
8	976985	35953	204	1012938	25	2	11	0.530435	2.72535	0.994585	324.361	11	2	0	322
9	581285	9038	1753	590323	1661	125	136	29.2889	32.5499	0.813741	166.848	136	125	0	107
10	2215187	375451	44	2590638	1883	29	1	6.65024	0.3902	0.997446	1234.63	1	29	0	1227
11	217691	64923	760	282614	36	6	111	0.649275	25.3835	0.992602	1954.64	111	6	0	1929
12	954133	2267	2482	956400	420	24	109	5.61159	23.2474	0.714157	53.1124	109	24	0	25
13	26941	193009	144	219950	1509	199	26	47.3382	4.61343	0.995799	5587.16	26	199	0	5540
14	304127	5117	122	309244	34	9	19	2.5343	3.21537	0.981048	153.766	19	9	0	148
15	42877	126009	59	168886	81	21	8	4.5343	1.22928	0.99949	5270.04	8	21	0	5265
16	216702	173524	18	390226	58	2	3	0.128502	0.523896	0.999898	3430.34	3	2	0	3429
17	36386	1151	196	37537	569	508	186	112.167	41.2565	0.745112	288.609	186	508	0	149
18	1062	38447	16	39509	656	428	8	96.8357	1.83001	0.99243	5783.7	8	428	0	5689
19	13123	139304	319	152427	40	14	60	3.1971	13.3019	0.998533	6027.01	60	14	0	6011
20	1401	194247	2180	195648	66	15	318	2.24444	72.052	0.993116	5988.61	318	15	0	5914
21	3962672	106096	2906	4068768	192	1	29	0.0434783	4.16394	0.989294	218.901	29	1	0	213
22	3128235	1605	14	3129840	172	3	1	0.624155	0.406534	0.816712	2.75412	1	3	0	2
23	2807970	4445	84	2812415	12	0	0	0	0	1	17	0	0	0	17
24	3179133	2916	1155	3182049	26	1	14	0.124638	4.34059	0.839175	15.1859	14	1	0	12
25	23211	2919	342	26130	91	116	487	24.2502	104.169	0.931703	1004.47	487	116	0	881
26	2190	47363	578	49553	148	69	337	17.1179	67.9389	0.992065	5733.29	337	69	0	5651
27	1711613	71963	1557	1783576	1417	38	35	8.81256	8.53539	0.976891	374.663	35	38	0	358
28	14978	4347	24	19325	26	49	51	9.74203	9.27223	0.994984	1889.73	51	49	0	1868
29	1346535	213686	2882	1560221	99	2	74	0.378744	16.922	0.992029	1206.42	74	2	0	1192
30	1843925	8780	151	1852705	138	2	5	0.530435	0.735632	0.982176	36.1822	5	2	0	35
31	261102	291388	16	552490	12	0	1	0	0.0344828	0.999995	4050.02	1	0	0	4050
32	67826	460337	11	528163	210	6	0	0.629952	0	0.999951	5720.3	0	6	0	5719
33	2534600	4907	77	2539507	118	1	1	0.0434783	0.493648	0.981127	15.6079	1	1	0	15
34	91315	111097	27	202412	1406	242	3	50.8242	0.383545	0.994333	3997.53	3	242	0	3951
35	2218291	3375	199	2221666	258	6	5	1.17198	1.08772	0.948866	22.0037	5	6	0	20
36	5187	1167	11	6354	158	798	55	186.172	10.245	0.933902	1339.19	55	798	0	1144
37	147947	303578	2248	451525	1686	123	154	27.5449	35.7169	0.993073	4635.04	154	123	0	4572
38	319664	50980	23	370644	105	12	4	3.49758	0.822747	0.998367	1226.89	4	12	0	1223
39	8567	16943	11	25510	2076	1688	8	385.515	1.84876	0.945599	3167.11	8	1688	0	2776
40	2165	2202	54	4367	36	262	357	61.1507	72.4253	0.980545	3466.41	357	262	0	3327
41	790981	393650	70	1184631	56	2	2	0.553623	0.986086	0.999715	2789.33	2	2	0	2788
42	1444	410300	23	411744	1161	93	2	21.5082	0.963097	0.998403	6279.99	2	93	0	6256
43	10536	31827	132	42363	2215	1204	60	266.513	14.2408	0.967766	3908.78	60	1204	0	3630
44	307180	17073	59	324253	146	29	3	8.10338	1.09256	0.992134	532.482	3	29	0	523
45	278331	33868	10	312199	599	88	1	20.1507	0.448276	0.990602	973.762	1	88	0	955
46	2061026	4201	38	2065227	46	0	0	0	0	1	12	0	0	0	12
47	55926	3783	16	59709	336	198	17	46.6048	3.50091	0.96138	585.493	17	198	0	531
48	440501	31836	597	472337	530	45	68	9.94203	15.4144	0.977767	584.418	68	45	0	560
49	2513616	18043	19	2531659	2355	42	0	8.91787	0	0.935658	61.6522	0	42	0	54
50	20107	21382	26	41489	617	437	27	91.1749	6.08227	0.987558	3510.89	27	437	0	3411
51	9062	37147	1661	46209	1419	636	805	151.467	172.496	0.959294	4008.54	805	636	0	3694
52	530793	143919	27	674712	101	3	2	0.458937	0.198427	0.999832	1862.39	2	3	0	1862
53	4322579	1672	1242	4324251	376	6	17	1.79614	3.55838	0.658904	8.05322	16	5	1	3
54	33499	132777	180	166276	94	14	33	2.67246	7.07683	0.999067	5504.66	33	14	0	5493
55	1433	70371	29	71804	1110	384	15	90.885	3.5487	0.992762	5818.43	15	384	0	5721
56	189553	390551	435	580104	62	2	22	0.492754	3.64489	0.999538	4878.09	22	2	0	4874
57	12654	93645	13	106299	102	27	3	6.77681	0.490623	0.999441	5842.37	3	27	0	5835
58	460249	3528	54	463777	45	5	5	0.875362	0.583182	0.990905	78.3103	5	5	0	77
59	144493	2617	1448	147110	11	3	410	0.78744	90.5439	0.788164	235.418	410	3	0	147
60	1067449	6590	774	1074039	174	6	44	1.85894	10.8197	0.907716	73.8988	44	6	0	61
61	4321	1225	115	5546	399	1589	492	357.389	107.956	0.812336	1175.76	492	1589	0	733
62	3027239	2649	12	3029888	94	0	1	0	0.0677556	0.995811	9.03448	1	0	0	9
63	4163	15545	1766	19708	185	156	1695	35.6657	365.469	0.940726	3692.37	1695	156	0	3302
64	722535	74431	114	796966	16	1	4	0.162319	0.352692	0.999682	845.277	4	1	0	845
65	4906261	1131	2939	4907392	37	0	27	0	4.52753	0.67879	7.62069	27	0	0	3
66	4249751	29017	393	4278768	38	2	4	0.771014	0.931034	0.987292	67.6994	4	2	0	66
67	2340208	19118	32	2359326	68	0	0	0	0	1	68	0	0	0	68
68	1341859	1205	77	1343064	11	1	4	0.162319	1.56927	0.910054	10.4663	4	1	0	9
69	81715	3924	1886	85639	206	72	772	15.7507	162.785	0.806414	497.49	772	72	0	330
70	4930	9188	1633	14118	204	266	1961	61.5256	419.894	0.910672	2910.4	1961	266	0	2433
71	513074	5554	104	518628	14	1	6	0.0434783	1.41319	0.992522	108.091	6	1	0	107
72	6624	7792	346	14416	158	306	652	64.4589	138.634	0.969462	3463.95	652	306	0	3261
73	7986	5982	1063	13968	41	66	1755	14.1643	369.255	0.915434	2493.91	1755	66	0	2129
74	49391	11945	22	61336	962	541	19	128.922	4.4507	0.961249	1538.99	19	541	0	1413
75	80830	158162	635	238992	387	41	67	8.15169	13.1428	0.99765	4654.79	67	41	0	4638
76	3854441	30549	174	3884990	104	2	4	0.391304	0.886267	0.990455	69.946	4	2	0	69
77	418726	2555	17	421281	18	0	2	0	0.986086	0.991266	63.0345	2	0	0	62
78	55457	62751	142	118208	51	7	50	1.36618	12.3745	0.998114	3984.49	50	7	0	3971
79	741300	9146	107	750446	721	38	5	7.44734	1.64247	0.964197	117.732	5	38	0	110
80	2045	151170	16	153215	27	6	2	0.849275	0.575923	0.999889	6299.02	2	6	0	6298
81	3529238	29505	321	3558743	46	0	5	0	0.68663	0.994517	69.9483	5	0	0	69
82	1676	9869	190	11545	118	238	437	51.1556	88.974	0.98594	5139.52	437	238	0	4994
83	77768	100870	116	178638	105	22	24	4.42222	6.36782	0.998702	4243.92	24	22	0	4233
84	1884378	102544	14	1986922	1689	25	0	7.29469	0	0.993368	485.696	0	25	0	479
85	70712	5199	403	75911	2715	978	185	219.689	41.8754	0.757098	505.411	185	978	0	266
86	8149	1068	93	9217	12	46	392	10.7014	82.9189	0.953383	1091.19	392	46	0	1004
87	16446	40988	383	57434	2591	1003	174	240.471	38.8094	0.967171	3903.62	174	1003	0	3628
88	17860	9335	50	27195	11	14	68	3.70628	14.4888	0.996502	2781.14	68	14	0	2762
89	13271	111453	33	124724	17	5	9	0.988406	2.18814	0.999719	5904.12	9	5	0	5902
90	287773	9100	72	296873	14	1	11	0.263768	1.54688	0.996651	292.825	11	1	0	291
91	255805	3462	133	259267	629	102	23	23.8319	4.44404	0.894337	124.105	23	102	0	97
92	35674	12388	1656	48062	115	79	1012	15.3005	211.547	0.935243	1918.7	1012	79	0	1692
93	1262	21713	18	22975	967	974	15	221.764	3.00726	0.980012	4991.15	15	974	0	4776
94	54314	4694	1660	59008	14	5	951	1.30435	201.236	0.858414	787.013	951	5	0	590
95	7788	111469	13	119257	1326	273	0	56.7971	0	0.995623	5728.02	0	273	0	5674
96	400538	1591	16	402129	2842	160	1	25.7913	0.0998185	0.693047	38.7039	1	160	0	22
97	2178	214596	2368	216774	879	82	257	19.0899	54.0956	0.993429	5880.28	257	82	0	5810
98	15975	4537	10	20512	134	246	14	55.4628	2.12583	0.985451	1766.51	14	246	0	1709
99	7583	263179	1442	270762	537	56	153	13.2715	35.8246	0.995795	6152.68	153	56	0	6104
