Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	mPmumew4	mw4Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
4	24171	8541	0.0269439	0.0444693	318	32712	30	162	273	37.4319	50.977	0.0998658	49.2279	140	29	133	0
5	37600	15309	0.00637334	0.00914211	10	52909	302	165	17	30.6812	3.32002	0.346702	25.1064	6	154	11	0
6	1207	173604	0.00301459	0.0309571	57	174811	2646	57	10	4.80676	1.75681	0.153651	3.83808	5	52	5	0
7	7118	11406	0.0450963	0.0133428	1562	18524	168	406	670	99.1256	111.309	0.0256563	108.034	339	75	331	0
8	40510	7734	0.022419	0.047851	1969	48244	1750	1704	1761	385.799	382.729	0.00269414	385.295	346	289	1415	0
9	328499	435069	0.0326204	0.00841396	853	763568	359	31	47	6.05604	6.24743	0.0111862	6.22189	20	4	27	0
10	901172	238286	0.046203	0.00261936	333	1139458	1587	76	71	17.3314	16.8911	0.0216734	17.4888	7	12	64	0
11	2144	2024	0.0287158	0.0327184	142	4168	251	1933	1755	420.989	398.097	0.0419011	427.343	388	566	1367	0
12	130342	1830	0.0272004	0.0376476	37	132172	20	13	16	3.02222	4.18391	0.320681	5.33883	6	3	10	0
13	79415	11741	0.0346391	0.0185299	70	91156	2656	304	184	54.3478	45.706	0.0443315	52.3043	32	152	152	0
14	903897	29593	0.0257513	0.00375398	47	933490	18	0	2	0	0.165154	0.0340641	0.0862069	2	0	0	0
15	1933475	283393	0.012774	0.0202962	595	2216868	679	13	16	2.88116	3.48518	0.0137411	3.22939	6	3	10	0
16	2612901	2287	0.042386	0.00744872	90	2615188	753	16	13	3.34879	3.20448	0.124225	3.73988	3	6	10	0
17	28159	1268	0.0318221	0.00388908	1951	29427	2223	1628	1711	340.801	337.381	0.00658203	341.328	412	329	1299	0
18	1166311	2316	0.0231296	0.0288664	490	1168627	449	28	29	7.05411	6.68482	0.0315154	7.09145	6	5	23	0
19	1000	252673	0.0312636	0.0259068	131	253673	1472	121	96	23.428	21.2033	0.0440489	23.3328	20	45	76	0
20	236748	381319	0.0132888	0.0212671	445	618067	568	75	76	21.2986	20.435	0.0270957	21.4445	18	17	58	0
21	527396	27544	0.0230414	0.0233113	642	554940	50	17	27	4.75942	5.16273	0.0883827	5.44528	12	2	15	0
22	3575	10501	0.0466897	0.00577276	14	14076	469	1094	561	249.357	150.096	0.206928	250.09	55	588	506	0
23	2600	284018	0.0459928	0.0498446	1889	286618	97	49	79	12.4676	13.7955	0.00600469	13.2144	36	6	43	0
24	2301	327769	0.0321435	0.041507	103	330070	10	3	9	0.628986	1.38717	0.0822927	1.1042	6	0	3	0
25	1205	11300	0.0336186	0.0190746	473	12505	17	110	502	22.5188	55.7695	0.14646	46.2721	425	33	77	0
26	894030	1087	0.00522258	0.0260493	15	895117	41	5	1	0.494686	0.45977	0.192883	0.590705	0	4	1	0
27	113106	304320	0.0107684	0.023285	24	417426	50	4	2	0.492754	0.102238	0.0451672	0.309595	1	3	1	0
28	750786	1525	0.0123658	0.0397566	26	752311	125	3	1	0.130435	0.486993	0.290523	0.444528	0	2	1	0
29	345932	4776	0.0142015	0.0442142	1217	350708	249	149	175	34.9691	38.1397	0.00995464	36.931	40	14	135	0
30	63359	89079	0.0214566	0.0469921	72	152438	154	41	36	9.07729	7.52208	0.0610485	8.82984	12	17	24	0
31	2769	4162	0.00815332	0.0234046	57	6931	887	972	360	125.889	80.4949	0.0946713	113.6	108	720	252	0
32	199205	1316	0.0330842	0.00623627	2221	200521	150	46	99	11.8957	12.8052	0.038847	12.8538	63	10	36	0
33	15504	192256	0.0324011	0.0379292	24	207760	1239	42	15	6.29372	4.13733	0.113605	5.86282	4	31	11	0
34	187312	6429	0.0480546	0.0366264	157	193741	30	15	28	3.38551	5.47731	0.160568	5.30735	16	3	12	0
35	3029	34193	0.0425215	0.0318179	15	37222	52	68	47	16.2783	9.97278	0.232756	16.9805	11	32	36	0
36	281097	23926	0.0129212	0.00453213	263	305023	492	89	82	21.942	20.9958	0.101654	23.8898	18	25	64	0
37	2813	325995	0.0209987	0.0244366	58	328808	63	11	17	2.78841	2.84755	0.158445	3.34933	8	2	9	0
38	3262223	11071	0.0145291	0.0275751	59	3273294	397	2	3	0.457005	0.31095	0.0142067	0.389055	2	1	1	0
39	19667	301786	0.0436003	0.0396387	1015	321453	13	4	22	0.563285	2.32184	0.289246	2.07571	19	1	3	0
40	2886	43935	0.0485548	0.00362119	80	46821	351	316	286	71.1111	69.3787	0.0669823	75.2766	70	100	216	0
41	20410	73019	0.0312136	0.00864766	24	93429	351	164	88	33.5304	23.2982	0.18047	34.5157	10	86	78	0
42	2046783	333695	0.0277818	0.00482607	1033	2380478	182	5	8	0.971981	1.40411	0.0673173	1.27661	4	1	4	0
43	1351651	75411	0.021374	0.00841597	2234	1427062	115	5	14	1.257	1.51301	0.0672356	1.48651	10	1	4	0
44	4169	25542	0.0298641	0.0389003	80	29711	130	238	223	52.4435	48.948	0.05629	53.6994	62	77	161	0
45	16482	419119	0.0443329	0.00427358	153	435601	2245	237	192	49.256	47.2976	0.0316606	49.8471	25	70	167	0
46	38257	3186	0.0187772	0.0161726	48	41443	967	362	158	60.0676	40.6419	0.110165	56.4033	22	226	136	0
47	904913	4853	0.0479728	0.00611309	217	909766	1534	78	75	17.5353	16.5705	0.0205792	17.4078	14	17	61	0
48	1905798	172051	0.0160741	0.00469996	28	2077849	78	1	1	0.511111	0.0677556	0.445486	0.5	0	0	1	0
49	12348	2585	0.0361027	0.0442812	59	14933	107	380	331	91.7652	82.6727	0.0752404	94.2511	75	124	256	0
50	5326	2833	0.0157452	0.015041	931	8159	76	670	1487	170.973	236.163	0.0931976	225.032	919	102	568	0
51	422404	53669	0.048774	0.0216687	368	476073	2019	187	185	41.1797	40.9365	0.0115403	41.5367	28	30	157	0
52	101387	1118	0.0187077	0.016674	1808	102505	286	392	518	101.773	113.255	0.0265175	110.487	171	45	347	0
53	3734	1096	0.0399695	0.0355829	1308	4830	2245	2935	3065	544.343	539.064	0.00282748	543.226	732	602	2333	0
54	608886	2726	0.0328352	0.0292918	2723	611612	20	5	18	0.858937	1.84634	0.175866	1.65592	15	2	3	0
55	2183	133059	0.0105527	0.0471085	132	135242	72	46	44	11.5536	10.049	0.0912281	11.8733	17	19	27	0
56	18119	128383	0.0440037	0.0312988	104	146502	2284	185	138	36.9923	32.1301	0.0252649	35.4385	24	71	114	0
57	5758	225639	0.001448	0.0304912	46	231397	38	14	10	3.61063	3.16576	0.282115	4.7084	4	8	6	0
58	286311	2295	0.0248094	0.00681088	18	288606	29	7	6	0.615459	1.72656	0.52955	2.56522	2	3	4	0
59	9472	12733	0.0478282	0.0186367	118	22205	128	371	415	89.085	91.7713	0.0599588	96.2121	135	91	280	0
60	152745	320864	0.0380418	0.0174752	1589	473609	484	73	85	15.515	15.7798	0.0153434	15.8921	25	13	60	0
61	25983	64447	0.0494557	0.0382165	25	90430	470	103	50	15.7469	11.1821	0.0514191	14.1694	10	63	40	0
62	11329	1139	0.0259298	0.0331587	35	12468	441	579	261	92.7111	62.5445	0.106578	86.6079	57	375	204	0
63	1507970	8445	0.0102436	0.0141985	49	1516415	211	4	2	0.415459	0.0689655	0.0449834	0.251874	2	4	0	0
64	628100	2754	0.00130823	0.0430775	533	630854	819	53	50	12.9449	12.8373	0.00994209	13.0202	11	14	39	0
65	128088	64229	0.0396065	0.00578723	838	192317	668	163	189	38.4502	38.4338	0.0124487	38.9265	58	32	131	0
66	3291847	3147	0.0176691	0.0182893	99	3294994	312	6	5	1.06957	1.45614	0.0133378	1.28111	1	2	4	0
67	16781	7342	0.0464422	0.0106109	66	24123	266	516	480	124.997	117.464	0.0796423	131.666	97	133	383	0
68	361400	1872	0.0191636	0.00475064	122	363272	431	67	53	16.4599	16.0115	0.0878262	17.7954	4	18	49	0
69	2563	305318	0.00682482	0.0322546	299	307881	23	21	42	5.3285	9.87719	0.176807	9.3036	24	3	18	0
70	478042	3420	0.0158487	0.0311663	2205	481462	246	112	148	27.571	29.0085	0.0276195	29.099	53	17	95	0
71	17043	400238	0.00460872	0.0153189	118	417281	400	31	20	5.69372	3.48518	0.0825623	4.98576	8	19	12	0
72	1318786	111343	0.0480046	0.00549294	35	1430129	340	9	6	1.90048	1.00121	0.141075	1.67841	1	4	5	0
73	280890	180218	0.00132945	0.0190537	505	461108	224	46	53	9.81159	8.69631	0.133326	10.6649	20	13	33	0
74	1111	10081	0.0176419	0.00844019	1851	11192	33	114	784	27.8976	66.2317	0.147535	55.6874	699	29	85	0
75	10014	460431	0.00461945	0.00235024	489	470445	748	110	116	26.7894	26.8923	0.102542	29.9085	39	33	77	0
76	511200	35153	0.0180379	0.0409492	22	546353	581	10	6	1.14203	1.13309	0.225854	1.46927	1	5	5	0
77	4926575	203987	0.00371757	0.000109942	199	5130562	1635	15	9	3.16715	2.79068	0.171985	3.5922	2	8	7	0
78	3277	98555	0.0283899	0.0483846	27	101832	88	34	27	6.69082	6.28736	0.180509	7.91229	9	16	18	0
79	11981	97921	0.00527693	0.0134985	2425	109902	29	94	388	24.9275	54.487	0.182175	49.0067	308	14	80	0
80	2413847	112606	0.0301717	0.0136595	155	2526453	611	15	12	4.58164	3.9026	0.0194282	4.32384	1	4	11	0
81	197134	463456	0.034199	0.0478947	864	660590	65	19	34	4.85121	5.81125	0.0422725	5.57121	18	3	16	0
82	31730	310354	0.0134007	0.00294483	2015	342084	57	7	55	1.89082	4.23956	0.149122	3.63193	50	2	5	0
83	2588421	5514	0.0133157	0.00414344	108	2593935	628	11	9	2.43478	1.56322	0.119601	2.26162	1	3	8	0
84	1302900	23849	0.019165	0.04096	503	1326749	2403	46	38	9.38551	9.92982	0.00423885	9.70015	5	13	33	0
85	2186	102160	0.0444426	0.0201432	45	104346	1021	212	131	40.1478	33.3339	0.0944166	40.5142	19	100	112	0
86	63686	1593	0.0293866	0.000772744	1589	65279	34	21	156	5.34976	13.7072	0.155469	11.3921	142	7	14	0
87	49959	215554	0.0236194	0.0242464	279	265513	132	49	61	12.9681	13.8361	0.0340172	13.8778	23	11	38	0
88	19267	128351	0.0177181	0.014317	49	147618	10	8	22	1.22705	5.41682	0.39691	5.67991	16	2	6	0
89	212621	2875	0.0435647	0.0100285	10	215496	457	79	35	16.057	10.9504	0.184753	16.4843	2	46	33	0
90	1309300	29644	0.0200028	0.0334263	89	1338944	248	7	4	1.39807	0.352692	0.143841	1.00975	1	4	3	0
91	1352741	28903	0.022544	0.0391543	84	1381644	151	7	6	2.21643	1.79068	0.0338771	2.07196	1	2	5	0
92	25129	2408	0.0460205	0.0489988	847	27537	107	490	678	110.471	122.838	0.0227615	119.417	264	76	414	0
93	16889	65144	0.0319556	0.00913651	15	82033	10	4	10	0.296618	1.79552	0.148079	1.24663	9	3	1	0
94	3824582	29838	0.0172213	0.0110164	119	3854420	548	5	7	1.62126	1.58621	0.00453252	1.61094	2	0	5	0
95	23808	358371	0.0312057	0.0402323	11	382179	104	12	3	2.58647	1.33636	0.227638	2.51499	0	9	3	0
96	1894	7202	0.0472106	0.0246206	38	9096	25	214	269	50.228	60.0557	0.162884	66.006	131	76	138	0
97	299830	66454	0.00710461	0.00858164	101	366284	45	10	19	2.68696	4.94071	0.392862	6.37256	10	1	9	0
98	394706	1672	0.0412798	0.0325484	1286	396378	56	18	40	5.34686	5.3654	0.0589736	5.6919	24	2	16	0
99	5081	262416	0.0460646	0.0297706	26	267497	2563	60	26	8.25121	5.47066	0.107573	7.66192	5	39	21	0
100	30579	26733	0.029856	0.0479234	117	57312	32	72	105	19.9227	21.0932	0.0931594	22.6244	44	11	61	0
1	424849	453661	0.0335765	0.017596	1401	878510	1080	97	101	21.9604	21.634	0.0153045	22.1349	18	14	83	0
2	73909	19286	0.0460612	0.00794142	14	93195	62	33	27	8.90918	6.78645	0.248101	10.3913	10	16	17	0
3	37798	476897	0.0354986	0.00609761	12	514695	10	2	2	0.881159	0.521476	0.264045	0.944528	0	0	2	0
4	24171	8541	0.0269439	0.0444693	318	32712	30	164	297	45.0203	60.4616	0.104502	59.0367	156	23	141	0
5	37600	15309	0.00637334	0.00914211	10	52909	302	152	15	27.5034	3.49909	0.455581	27.2369	4	141	11	0
6	1207	173604	0.00301459	0.0309571	57	174811	2646	49	16	4.02319	2.87659	0.0814906	3.74738	6	39	10	0
7	7118	11406	0.0450963	0.0133428	1562	18524	168	363	616	81.0725	90.9764	0.0213578	87.937	332	79	284	0
8	40510	7734	0.022419	0.047851	1969	48244	1750	1702	1735	375.494	371.687	0.00304415	374.722	338	305	1397	0
9	328499	435069	0.0326204	0.00841396	853	763568	359	29	32	6.98647	6.79855	0.034189	7.13568	10	7	22	0
10	901172	238286	0.046203	0.00261936	333	1139458	1587	72	70	17.6251	16.7532	0.0157704	17.4618	14	16	56	0
11	2144	2024	0.0287158	0.0327184	142	4168	251	1950	1805	436.193	417.101	0.0396906	444.191	405	550	1400	0
12	130342	1830	0.0272004	0.0376476	37	132172	20	17	22	4.95749	6.33636	0.239911	7.45802	8	3	14	0
13	79415	11741	0.0346391	0.0185299	70	91156	2656	339	201	56.2309	47.4513	0.0563897	54.8883	35	173	166	0
14	903897	29593	0.0257513	0.00375398	47	933490	18	1	4	0.162319	1.62008	0.458776	1.72264	3	0	1	0
15	1933475	283393	0.012774	0.0202962	595	2216868	679	16	18	3.61159	4.18814	0.0110862	3.94528	6	4	12	0
16	2612901	2287	0.042386	0.00744872	90	2615188	753	20	16	3.62705	2.60375	0.00975601	3.14318	2	6	14	0
17	28159	1268	0.0318221	0.00388908	1951	29427	2223	1602	1789	338.884	342.114	0.00750419	343.082	464	277	1325	0
18	1166311	2316	0.0231296	0.0288664	490	1168627	449	40	39	9.98357	9.55172	0.0124817	9.88981	6	7	33	0
19	1000	252673	0.0312636	0.0259068	131	253673	1472	105	82	17.8203	17.069	0.0420194	18.2061	18	41	64	0
20	236748	381319	0.0132888	0.0212671	445	618067	568	83	74	19.9169	17.7574	0.0288993	19.3891	13	22	61	0
21	527396	27544	0.0230414	0.0233113	642	554940	50	9	22	1.59903	2.15003	0.0111581	1.8973	18	5	4	0
22	3575	10501	0.0466897	0.00577276	14	14076	469	1095	517	245.3	129.254	0.224467	239.242	39	617	478	0
23	2600	284018	0.0459928	0.0498446	1889	286618	97	49	85	11.115	12.3339	0.00924774	11.8373	45	9	40	0
24	2301	327769	0.0321435	0.041507	103	330070	10	8	13	2.11594	1.55233	0.212158	2.31784	7	2	6	0
25	1205	11300	0.0336186	0.0190746	473	12505	17	102	496	25.7169	53.3255	0.126768	45.557	422	28	74	0
26	894030	1087	0.00522258	0.0260493	15	895117	41	2	1	0.128502	0.188748	0.0322604	0.164168	0	1	1	0
27	113106	304320	0.0107684	0.023285	24	417426	50	7	6	1.70531	1.74168	0.29229	2.43628	0	1	6	0
28	750786	1525	0.0123658	0.0397566	26	752311	125	1	1	0.0434783	0.0344828	0.000530989	0.0389805	1	1	0	0
29	345932	4776	0.0142015	0.0442142	1217	350708	249	159	187	41.0058	40.608	0.0244197	41.8268	49	21	138	0
30	63359	89079	0.0214566	0.0469921	72	152438	154	50	39	10.5285	8.14882	0.0658092	9.98126	10	21	29	0
31	2769	4162	0.00815332	0.0234046	57	6931	887	928	351	129.038	82.4102	0.104654	117.655	94	671	257	0
32	199205	1316	0.0330842	0.00623627	2221	200521	150	43	96	11.2242	14.0744	0.0299683	13.0517	60	7	36	0
33	15504	192256	0.0324011	0.0379292	24	207760	1239	49	14	5.7343	2.62129	0.136062	4.79985	2	37	12	0
34	187312	6429	0.0480546	0.0366264	157	193741	30	15	29	3.79903	5.11494	0.0365373	4.63193	18	4	11	0
35	3029	34193	0.0425215	0.0318179	15	37222	52	75	41	18.1333	12.4622	0.195791	18.928	9	43	32	0
36	281097	23926	0.0129212	0.00453213	263	305023	492	91	82	18.5884	17.9994	0.0731613	19.7339	27	36	55	0
37	2813	325995	0.0209987	0.0244366	58	328808	63	13	17	4.0744	4.536	0.151321	5.07871	5	1	12	0
38	3262223	11071	0.0145291	0.0275751	59	3273294	397	5	2	0.752657	0.682396	0.0305926	0.73988	1	4	1	0
39	19667	301786	0.0436003	0.0396387	1015	321453	13	2	16	0.128502	1.39443	0.0772577	0.834333	15	1	1	0
40	2886	43935	0.0485548	0.00362119	80	46821	351	295	274	69.9169	67.0369	0.0874158	75.0135	60	81	214	0
41	20410	73019	0.0312136	0.00864766	24	93429	351	155	93	35.7874	25.196	0.16931	36.5555	13	75	80	0
42	2046783	333695	0.0277818	0.00482607	1033	2380478	182	4	7	1.30338	0.958258	0.038633	1.17466	4	1	3	0
43	1351651	75411	0.021374	0.00841597	2234	1427062	115	9	14	2.15749	2.38899	0.0316773	2.34858	8	3	6	0
44	4169	25542	0.0298641	0.0389003	80	29711	130	254	215	58.3836	50.712	0.0564876	57.7691	48	87	167	0
45	16482	419119	0.0443329	0.00427358	153	435601	2245	202	176	45.0696	46.0175	0.0354709	47.2226	25	51	151	0
46	38257	3186	0.0187772	0.0161726	48	41443	967	381	172	59.2831	42.1645	0.125412	57.8141	30	239	142	0
47	904913	4853	0.0479728	0.00611309	217	909766	1534	87	74	20.343	18.3944	0.0238309	19.8343	14	27	60	0
48	1905798	172051	0.0160741	0.00469996	28	2077849	78	0	1	0	0.506352	0.427381	0.465517	1	0	0	0
49	12348	2585	0.0361027	0.0442812	59	14933	107	385	331	83.1275	80.1041	0.073226	88.0435	85	139	246	0
50	5326	2833	0.0157452	0.015041	931	8159	76	620	1480	147.478	223.547	0.0952594	205.689	953	93	527	0
51	422404	53669	0.048774	0.0216687	368	476073	2019	169	162	35.8966	35.4053	0.012245	36.0915	32	39	130	0
52	101387	1118	0.0187077	0.016674	1808	102505	286	359	489	86.258	94.0242	0.0208954	92.0922	184	54	305	0
53	3734	1096	0.0399695	0.0355829	1308	4830	2245	2884	3051	542.257	544.58	0.00385019	545.525	757	590	2294	0
54	608886	2726	0.0328352	0.0292918	2723	611612	20	7	27	2.51208	2.77495	0.154417	3.12969	22	2	5	0
55	2183	133059	0.0105527	0.0471085	132	135242	72	40	54	7.90628	9.62916	0.0808456	9.55172	23	9	31	0
56	18119	128383	0.0440037	0.0312988	104	146502	2284	195	130	33.8986	27.1694	0.0466221	31.9925	25	90	105	0
57	5758	225639	0.001448	0.0304912	46	231397	38	13	7	2.87536	1.98488	0.453386	4.4003	4	10	3	0
58	286311	2295	0.0248094	0.00681088	18	288606	29	1	5	0.0850242	1.28494	0.223794	0.905547	4	0	1	0
59	9472	12733	0.0478282	0.0186367	118	22205	128	345	393	82.8937	85.4513	0.0621639	89.7676	124	76	269	0
60	152745	320864	0.0380418	0.0174752	1589	473609	484	83	86	16.915	15.4822	0.018333	16.4963	22	19	64	0
61	25983	64447	0.0494557	0.0382165	25	90430	470	90	45	15.0609	10.7883	0.0908094	14.1807	11	56	34	0
62	11329	1139	0.0259298	0.0331587	35	12468	441	594	276	94.9604	65.5777	0.0882729	87.8066	55	373	221	0
63	1507970	8445	0.0102436	0.0141985	49	1516415	211	5	1	0.496618	0.421658	0.0643747	0.490255	0	4	1	0
64	628100	2754	0.00130823	0.0430775	533	630854	819	49	42	10.0367	9.39201	0.00928599	9.8036	11	18	31	0
65	128088	64229	0.0396065	0.00578723	838	192317	668	178	196	41.8048	43.1652	0.012657	43.0337	53	35	143	0
66	3291847	3147	0.0176691	0.0182893	99	3294994	312	2	3	0.316908	0.202057	0.0122994	0.262369	1	0	2	0
67	16781	7342	0.0464422	0.0106109	66	24123	266	536	455	126.345	112.405	0.0639357	127.441	68	149	387	0
68	361400	1872	0.0191636	0.00475064	122	363272	431	51	45	12.6473	11.4307	0.130478	13.8321	10	16	35	0
69	2563	305318	0.00682482	0.0322546	299	307881	23	24	50	6.58454	10.7943	0.291055	12.3681	28	2	22	0
70	478042	3420	0.0158487	0.0311663	2205	481462	246	120	155	30.6831	32.1458	0.0132601	31.8411	46	11	109	0
71	17043	400238	0.00460872	0.0153189	118	417281	400	30	13	5.11111	3.11494	0.141879	4.76912	2	19	11	0
72	1318786	111343	0.0480046	0.00549294	35	1430129	340	17	12	5.07536	4.14519	0.124943	5.25862	1	6	11	0
73	280890	180218	0.00132945	0.0190537	505	461108	224	54	62	13.7575	13.827	0.129954	15.8531	25	17	37	0
74	1111	10081	0.0176419	0.00844019	1851	11192	33	138	793	28.7063	79.1815	0.145801	63.7729	685	30	108	0
75	10014	460431	0.00461945	0.00235024	489	470445	748	89	84	22.1188	21.7689	0.0822182	23.907	21	26	63	0
76	511200	35153	0.0180379	0.0409492	22	546353	581	9	3	1.02899	0.60859	0.0878427	0.894303	2	8	1	0
77	4926575	203987	0.00371757	0.000109942	199	5130562	1635	11	6	2.28116	1.71627	0.0336936	2.06597	1	6	5	0
78	3277	98555	0.0283899	0.0483846	27	101832	88	30	21	6.01643	3.82396	0.190499	6.04273	7	16	14	0
79	11981	97921	0.00527693	0.0134985	2425	109902	29	90	386	23.9961	56.0901	0.173904	48.943	303	7	83	0
80	2413847	112606	0.0301717	0.0136595	155	2526453	611	11	9	1.59517	1.43194	0.0173442	1.53973	2	4	7	0
81	197134	463456	0.034199	0.0478947	864	660590	65	17	31	4.35169	5.05566	0.0246786	4.82534	15	1	16	0
82	31730	310354	0.0134007	0.00294483	2015	342084	57	12	67	3.57101	9.12039	0.191414	7.93778	55	0	12	0
83	2588421	5514	0.0133157	0.00414344	108	2593935	628	10	6	1.77198	1.3043	0.056882	1.62819	2	6	4	0
84	1302900	23849	0.019165	0.04096	503	1326749	2403	46	35	7.58937	7.19782	0.0209239	7.55022	5	16	30	0
85	2186	102160	0.0444426	0.0201432	45	104346	1021	181	107	33.7101	29.7889	0.0711561	34.1552	12	86	95	0
86	63686	1593	0.0293866	0.000772744	1589	65279	34	24	137	5.47633	10.4138	0.123246	9.11394	122	9	15	0
87	49959	215554	0.0236194	0.0242464	279	265513	132	46	60	14.5324	15.9456	0.0497427	16.0442	17	3	43	0
88	19267	128351	0.0177181	0.014317	49	147618	10	9	18	2.43092	4.22626	0.43354	5.96102	11	2	7	0
89	212621	2875	0.0435647	0.0100285	10	215496	457	63	27	14.4957	6.12523	0.167819	12.2714	4	40	23	0
90	1309300	29644	0.0200028	0.0334263	89	1338944	248	7	5	1.34396	0.833636	0.0536607	1.14768	0	2	5	0
91	1352741	28903	0.022544	0.0391543	84	1381644	151	8	9	1.95845	2.05566	0.0818285	2.18666	3	2	6	0
92	25129	2408	0.0460205	0.0489988	847	27537	107	456	642	106.817	116.192	0.0266708	114.597	245	59	397	0
93	16889	65144	0.0319556	0.00913651	15	82033	10	9	13	2.67053	3.32486	0.546866	6.66342	6	2	7	0
94	3824582	29838	0.0172213	0.0110164	119	3854420	548	4	3	0.790338	0.577132	0.181498	0.832084	1	2	2	0
95	23808	358371	0.0312057	0.0402323	11	382179	104	8	4	1.85217	0.669691	0.294836	1.75637	1	5	3	0
96	1894	7202	0.0472106	0.0246206	38	9096	25	192	264	47.5469	60.1047	0.163531	64.5217	132	60	132	0
97	299830	66454	0.00710461	0.00858164	101	366284	45	11	16	3.07633	3.68421	0.149001	3.97976	9	4	7	0
98	394706	1672	0.0412798	0.0325484	1286	396378	56	17	40	3.10435	4.67151	0.0374817	4.04648	25	2	15	0
99	5081	262416	0.0460646	0.0297706	26	267497	2563	53	25	9.73237	6.83182	0.069281	8.87931	3	31	22	0
100	30579	26733	0.029856	0.0479234	117	57312	32	89	118	21.1469	24.6352	0.129999	26.3501	47	18	71	0
1	424849	453661	0.0335765	0.017596	1401	878510	1080	81	99	19.6048	21.4918	0.00493959	20.6552	24	6	75	0
2	73909	19286	0.0460612	0.00794142	14	93195	62	34	16	7.55362	4.41924	0.231351	7.72564	3	21	13	0
3	37798	476897	0.0354986	0.00609761	12	514695	10	1	1	0.0850242	0.188748	0.865845	1.05997	1	1	0	0
4	24171	8541	0.0269439	0.0444693	318	32712	30	171	310	42.1198	54.5796	0.0862424	53.0105	171	32	139	0
5	37600	15309	0.00637334	0.00914211	10	52909	302	196	25	33.9807	5.34846	0.391656	31.1754	5	176	20	0
6	1207	173604	0.00301459	0.0309571	57	174811	2646	61	16	7.51208	4.03267	0.138314	6.65817	3	48	13	0
7	7118	11406	0.0450963	0.0133428	1562	18524	168	373	640	83.285	95.1113	0.0235868	91.3966	341	74	299	0
8	40510	7734	0.022419	0.047851	1969	48244	1750	1665	1717	375.937	365.39	0.00323596	371.841	323	271	1394	0
9	328499	435069	0.0326204	0.00841396	853	763568	359	37	49	9.49082	10.1664	0.00900415	9.91979	20	8	29	0
10	901172	238286	0.046203	0.00261936	333	1139458	1587	80	71	18.0754	19.1458	0.0291236	19.1732	9	18	62	0
11	2144	2024	0.0287158	0.0327184	142	4168	251	1941	1773	430.429	401.542	0.0407888	433.537	385	553	1388	0
12	130342	1830	0.0272004	0.0376476	37	132172	20	14	19	3.18261	4.83727	0.31053	5.86357	7	2	12	0
13	79415	11741	0.0346391	0.0185299	70	91156	2656	331	197	62.3275	52.3491	0.059435	60.9018	29	163	168	0
14	903897	29593	0.0257513	0.00375398	47	933490	18	1	2	0.0850242	0.324864	0.11206	0.233133	2	1	0	0
15	1933475	283393	0.012774	0.0202962	595	2216868	679	18	19	3.16329	3.04477	0.00495857	3.11919	8	7	11	0
16	2612901	2287	0.042386	0.00744872	90	2615188	753	17	8	4.01546	2.34301	0.0947097	3.49775	0	9	8	0
17	28159	1268	0.0318221	0.00388908	1951	29427	2223	1671	1787	353.01	352.984	0.00867156	356.085	416	300	1371	0
18	1166311	2316	0.0231296	0.0288664	490	1168627	449	38	38	8.94589	8.78645	0.0240386	9.08396	8	8	30	0
19	1000	252673	0.0312636	0.0259068	131	253673	1472	149	107	29.4734	25.8469	0.0291229	28.4753	21	63	86	0
20	236748	381319	0.0132888	0.0212671	445	618067	568	74	67	15.714	13.9256	0.0224504	15.1537	10	17	57	0
21	527396	27544	0.0230414	0.0233113	642	554940	50	8	28	2.09565	4.69933	0.0667641	3.65742	21	1	7	0
22	3575	10501	0.0466897	0.00577276	14	14076	469	1018	538	239.087	141.078	0.218297	241.332	49	529	489	0
23	2600	284018	0.0459928	0.0498446	1889	286618	97	60	82	13.1208	13.6733	0.0248039	13.7399	35	13	47	0
24	2301	327769	0.0321435	0.041507	103	330070	10	6	20	1.81063	3.97338	0.0924963	3.20465	15	1	5	0
25	1205	11300	0.0336186	0.0190746	473	12505	17	103	474	22.629	50.1434	0.150552	43.1844	400	29	74	0
26	894030	1087	0.00522258	0.0260493	15	895117	41	1	0	0.0434783	0	0.00512107	0.0217391	0	1	0	0
27	113106	304320	0.0107684	0.023285	24	417426	50	8	5	1.53816	0.906836	0.148649	1.42804	2	5	3	0
28	750786	1525	0.0123658	0.0397566	26	752311	125	8	2	1.32464	0.194797	0.119874	0.851574	0	6	2	0
29	345932	4776	0.0142015	0.0442142	1217	350708	249	149	183	37.8068	40.0859	0.0234281	39.8891	48	14	135	0
30	63359	89079	0.0214566	0.0469921	72	152438	154	40	35	10.001	9.10587	0.0480305	10.0307	8	13	27	0
31	2769	4162	0.00815332	0.0234046	57	6931	887	947	332	118.233	74.5433	0.0977601	106.454	108	723	224	0
32	199205	1316	0.0330842	0.00623627	2221	200521	150	42	79	10.1391	12.5269	0.0509985	11.955	43	6	36	0
33	15504	192256	0.0324011	0.0379292	24	207760	1239	37	20	4.95266	2.98306	0.115171	4.46477	4	21	16	0
34	187312	6429	0.0480546	0.0366264	157	193741	30	14	26	3.03188	4.76165	0.0805785	4.25112	14	2	12	0
35	3029	34193	0.0425215	0.0318179	15	37222	52	71	42	16.4367	10.5378	0.177847	16.3163	8	37	34	0
