Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	mPmumew4	mw4Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
23	2600	284018	0.0459928	0.0498446	1889	286618	97	49	79	12.2821	13.2039	0.0283472	13.1184	35	5	44	0
24	2301	327769	0.0321435	0.041507	103	330070	10	5	8	1.04058	1.33696	0.105252	1.33133	4	1	4	0
25	1205	11300	0.0336186	0.0190746	473	12505	17	94	455	20.4522	49.9879	0.171411	42.9325	382	21	73	0
26	894030	1087	0.00522258	0.0260493	15	895117	41	5	1	1.36715	0.266788	0.500996	1.56972	0	4	1	0
27	113106	304320	0.0107684	0.023285	24	417426	50	10	3	3.39807	0.644283	0.305327	2.83208	1	8	2	0
28	750786	1525	0.0123658	0.0397566	26	752311	125	2	0	0.247343	0	0.0629041	0.130435	0	2	0	0
29	345932	4776	0.0142015	0.0442142	1217	350708	249	146	176	36.0928	35.3037	0.0254293	36.6267	45	15	131	0
30	63359	89079	0.0214566	0.0469921	72	152438	154	47	43	8.90048	7.23654	0.0510195	8.49325	16	20	27	0
31	2769	4162	0.00815332	0.0234046	57	6931	887	953	350	124.916	73.1833	0.107502	110.496	114	717	236	0
32	199205	1316	0.0330842	0.00623627	2221	200521	150	42	94	9.97198	11.8875	0.036872	11.3568	60	8	34	0
33	15504	192256	0.0324011	0.0379292	24	207760	1239	56	20	7.09082	4.88082	0.122213	6.7961	3	39	17	0
34	187312	6429	0.0480546	0.0366264	157	193741	30	25	36	4.57005	6.26921	0.102189	6.05172	20	9	16	0
35	3029	34193	0.0425215	0.0318179	15	37222	52	64	44	14.5488	10.9873	0.222786	16.3598	11	31	33	0
36	281097	23926	0.0129212	0.00453213	263	305023	492	86	84	18.9758	19.7877	0.0777235	21.021	30	32	54	0
37	2813	325995	0.0209987	0.0244366	58	328808	63	10	9	1.65217	1.83303	0.160401	2.07796	3	4	6	0
38	3262223	11071	0.0145291	0.0275751	59	3273294	397	4	3	0.682126	0.550514	0.0449703	0.644678	1	2	2	0
39	19667	301786	0.0436003	0.0396387	1015	321453	13	6	33	1.21932	2.66425	0.069928	2.09745	30	3	3	0
40	2886	43935	0.0485548	0.00362119	80	46821	351	345	295	77.8734	69.2747	0.0549106	77.7999	52	102	243	0
41	20410	73019	0.0312136	0.00864766	24	93429	351	141	77	28.7082	21.8058	0.12306	28.7286	12	76	65	0
42	2046783	333695	0.0277818	0.00482607	1033	2380478	182	5	10	0.649275	1.19056	0.0232247	0.943778	7	2	3	0
43	1351651	75411	0.021374	0.00841597	2234	1427062	115	2	20	0.557488	2.12281	0.0694082	1.45052	18	0	2	0
44	4169	25542	0.0298641	0.0389003	80	29711	130	247	238	58.8628	55.1186	0.0729772	61.4513	68	77	170	0
45	16482	419119	0.0443329	0.00427358	153	435601	2245	224	191	47.4734	44.4392	0.0467134	48.1927	26	59	165	0
46	38257	3186	0.0187772	0.0161726	48	41443	967	409	178	64.9855	43.5777	0.119057	61.3988	35	266	143	0
47	904913	4853	0.0479728	0.00611309	217	909766	1534	81	81	18.7855	18.9643	0.015988	19.1822	12	12	69	0
48	1905798	172051	0.0160741	0.00469996	28	2077849	78	3	3	0.899517	0.712644	0.188427	0.990255	1	1	2	0
49	12348	2585	0.0361027	0.0442812	59	14933	107	413	371	95.6657	88.0194	0.0647823	98.1559	75	117	296	0
50	5326	2833	0.0157452	0.015041	931	8159	76	698	1458	179.656	234.694	0.0906848	228.284	884	124	574	0
51	422404	53669	0.048774	0.0216687	368	476073	2019	177	161	41.9623	38.6933	0.0100329	40.7271	23	39	138	0
52	101387	1118	0.0187077	0.016674	1808	102505	286	372	474	89.6271	97.1404	0.0295363	96.2564	164	62	310	0
53	3734	1096	0.0399695	0.0355829	1308	4830	2245	2970	3085	552.329	545.552	0.00478702	551.564	735	620	2350	0
54	608886	2726	0.0328352	0.0292918	2723	611612	20	2	19	0.626087	1.41077	0.0589985	1.08696	17	0	2	0
55	2183	133059	0.0105527	0.0471085	132	135242	72	56	51	12.6599	11.4271	0.0622293	12.8351	12	17	39	0
56	18119	128383	0.0440037	0.0312988	104	146502	2284	175	139	27.115	27.363	0.0349445	28.2264	44	80	95	0
57	5758	225639	0.001448	0.0304912	46	231397	38	13	12	3.34396	2.31276	0.366943	4.43028	7	8	5	0
58	286311	2295	0.0248094	0.00681088	18	288606	29	3	6	0.407729	0.882033	0.485909	1.28186	5	2	1	0
59	9472	12733	0.0478282	0.0186367	118	22205	128	352	367	81.6792	83.0085	0.0566298	87.2946	111	96	256	0
60	152745	320864	0.0380418	0.0174752	1589	473609	484	93	108	22.4821	22.2535	0.0101914	22.5975	29	14	79	0
61	25983	64447	0.0494557	0.0382165	25	90430	470	96	58	18.4676	15.5668	0.0433265	17.7736	11	49	47	0
62	11329	1139	0.0259298	0.0331587	35	12468	441	605	279	90.0493	62.8046	0.119804	86.5495	67	393	212	0
63	1507970	8445	0.0102436	0.0141985	49	1516415	211	6	2	0.953623	0.639443	0.532109	1.68066	0	4	2	0
64	628100	2754	0.00130823	0.0430775	533	630854	819	44	38	9.31401	9.78161	0.0262844	9.80735	9	15	29	0
65	128088	64229	0.0396065	0.00578723	838	192317	668	198	232	47.7266	47.5626	0.0172837	48.482	68	34	164	0
66	3291847	3147	0.0176691	0.0182893	99	3294994	312	3	4	1.13043	1.18028	0.0667992	1.23838	1	0	3	0
67	16781	7342	0.0464422	0.0106109	66	24123	266	508	445	117.489	106.183	0.0602456	118.937	87	150	358	0
68	361400	1872	0.0191636	0.00475064	122	363272	431	72	55	15.3797	13.7302	0.0994836	16.1484	11	28	44	0
69	2563	305318	0.00682482	0.0322546	299	307881	23	19	45	4.58357	7.62855	0.177571	7.47001	28	2	17	0
70	478042	3420	0.0158487	0.0311663	2205	481462	246	129	180	34.6928	36.4815	0.0222663	36.404	63	12	117	0
71	17043	400238	0.00460872	0.0153189	118	417281	400	27	19	5.40097	3.67151	0.0500841	4.76612	5	13	14	0
72	1318786	111343	0.0480046	0.00549294	35	1430129	340	9	9	2.70338	2.38778	0.0246374	2.6087	1	1	8	0
73	280890	180218	0.00132945	0.0190537	505	461108	224	52	51	12.1865	12.2686	0.0717448	13.1732	15	16	36	0
74	1111	10081	0.0176419	0.00844019	1851	11192	33	110	797	23.2203	68.9607	0.129372	53.443	717	30	80	0
75	10014	460431	0.00461945	0.00235024	489	470445	748	104	107	25.7923	23.997	0.120975	28.3021	37	34	70	0
76	511200	35153	0.0180379	0.0409492	22	546353	581	16	6	2.0599	0.84876	0.170631	1.73613	0	10	6	0
77	4926575	203987	0.00371757	0.000109942	199	5130562	1635	15	10	3.79807	2.19903	0.313304	4.32009	3	8	7	0
78	3277	98555	0.0283899	0.0483846	27	101832	88	35	24	7.54106	6.31579	0.121349	7.87256	4	15	20	0
79	11981	97921	0.00527693	0.0134985	2425	109902	29	102	398	24.2357	60.8227	0.229393	55.913	312	16	86	0
80	2413847	112606	0.0301717	0.0136595	155	2526453	611	12	10	2.88502	2.2801	0.0589129	2.74063	1	3	9	0
81	197134	463456	0.034199	0.0478947	864	660590	65	22	26	5.49372	5.96733	0.0612318	6.1072	7	3	19	0
82	31730	310354	0.0134007	0.00294483	2015	342084	57	15	63	4.77198	6.57532	0.152734	6.71964	51	3	12	0
83	2588421	5514	0.0133157	0.00414344	108	2593935	628	20	16	6.3913	3.69389	0.187586	6.16417	1	5	15	0
84	1302900	23849	0.019165	0.04096	503	1326749	2403	42	37	10.6106	10.2571	0.00766455	10.5135	4	9	33	0
85	2186	102160	0.0444426	0.0201432	45	104346	1021	215	133	41.6773	34.0048	0.0795764	41.0562	17	99	116	0
86	63686	1593	0.0293866	0.000772744	1589	65279	34	22	153	4.32657	10.5656	0.116398	8.48951	139	8	14	0
87	49959	215554	0.0236194	0.0242464	279	265513	132	54	63	11.7469	12.3212	0.0549385	12.7369	22	13	41	0
88	19267	128351	0.0177181	0.014317	49	147618	10	3	18	0.743961	4.30188	0.371203	4.14393	16	1	2	0
89	212621	2875	0.0435647	0.0100285	10	215496	457	67	22	11.2029	5.43013	0.197705	10.2691	0	45	22	0
90	1309300	29644	0.0200028	0.0334263	89	1338944	248	12	8	2.75459	1.79371	0.074228	2.44978	2	6	6	0
91	1352741	28903	0.022544	0.0391543	84	1381644	151	2	2	0.128502	0.102238	-0.012162	0.113943	1	1	1	0
92	25129	2408	0.0460205	0.0489988	847	27537	107	438	637	108.479	118.629	0.0246804	116.466	259	60	378	0
93	16889	65144	0.0319556	0.00913651	15	82033	10	11	9	1.80676	2.28736	0.213778	2.61244	5	7	4	0
94	3824582	29838	0.0172213	0.0110164	119	3854420	548	8	4	2.06763	1.03206	0.0670026	1.65442	0	4	4	0
95	23808	358371	0.0312057	0.0402323	11	382179	104	8	2	1.06667	0.513612	0.201875	0.98051	0	6	2	0
96	1894	7202	0.0472106	0.0246206	38	9096	25	177	236	42.7739	53.5626	0.180835	58.9663	108	49	128	0
97	299830	66454	0.00710461	0.00858164	101	366284	45	10	14	2.90338	3.00665	0.198241	3.68741	9	5	5	0
98	394706	1672	0.0412798	0.0325484	1286	396378	56	13	38	2.4686	4.39443	0.0369678	3.57196	27	2	11	0
99	5081	262416	0.0460646	0.0297706	26	267497	2563	55	19	7.11111	4.80278	0.05136	6.26687	3	39	16	0
100	30579	26733	0.029856	0.0479234	117	57312	32	65	102	16.5604	20.2341	0.0936935	20.3298	52	15	50	0
1	424849	453661	0.0335765	0.017596	1401	878510	1080	89	98	22.3981	22.1379	0.00849306	22.458	23	14	75	0
2	73909	19286	0.0460612	0.00794142	14	93195	62	31	16	7.03768	3.72172	0.357151	8.25262	3	18	13	0
3	37798	476897	0.0354986	0.00609761	12	514695	10	1	3	0.507246	0.856624	0.562781	1.58696	2	0	1	0
4	24171	8541	0.0269439	0.0444693	318	32712	30	165	343	43.7749	61.2559	0.0946171	58.1507	196	18	147	0
5	37600	15309	0.00637334	0.00914211	10	52909	302	173	22	31.8686	5.49183	0.358033	28.1732	7	158	15	0
6	1207	173604	0.00301459	0.0309571	57	174811	2646	67	10	6.23575	2.16576	0.0510911	4.4048	2	59	8	0
7	7118	11406	0.0450963	0.0133428	1562	18524	168	429	720	100.198	112.625	0.0258214	109.28	380	89	340	0
8	40510	7734	0.022419	0.047851	1969	48244	1750	1710	1786	400.1	399.796	0.0043667	401.702	331	255	1455	0
9	328499	435069	0.0326204	0.00841396	853	763568	359	40	46	8.69469	8.08167	0.00854511	8.45877	15	9	31	0
10	901172	238286	0.046203	0.00261936	333	1139458	1587	55	59	10.4126	10.6388	0.016649	10.7046	16	12	43	0
11	2144	2024	0.0287158	0.0327184	142	4168	251	1959	1819	438.278	415.011	0.0457556	446.984	395	535	1424	0
12	130342	1830	0.0272004	0.0376476	37	132172	20	8	19	2.11014	3.37387	0.257999	3.72414	12	1	7	0
13	79415	11741	0.0346391	0.0185299	70	91156	2656	308	183	51.2097	45.3944	0.0557679	51.1214	32	157	151	0
14	903897	29593	0.0257513	0.00375398	47	933490	18	1	3	0.507246	1.10163	0.284423	1.13943	2	0	1	0
15	1933475	283393	0.012774	0.0202962	595	2216868	679	19	18	4.35169	4.41621	0.000787441	4.38756	3	4	15	0
16	2612901	2287	0.042386	0.00744872	90	2615188	753	12	12	2.86667	2.47792	0.0957714	2.95202	3	3	9	0
17	28159	1268	0.0318221	0.00388908	1951	29427	2223	1585	1728	316.762	319.544	0.00563728	319.964	465	322	1263	0
18	1166311	2316	0.0231296	0.0288664	490	1168627	449	39	41	8.09855	6.47126	0.031983	7.51874	5	3	36	0
19	1000	252673	0.0312636	0.0259068	131	253673	1472	127	99	25.9092	23.5917	0.0407245	25.7901	20	48	79	0
20	236748	381319	0.0132888	0.0212671	445	618067	568	57	55	11.9246	12.5481	0.0462424	12.8328	9	11	46	0
21	527396	27544	0.0230414	0.0233113	642	554940	50	17	38	4.81256	6.75015	0.0525051	6.11244	21	0	17	0
22	3575	10501	0.0466897	0.00577276	14	14076	469	1081	522	246.657	140.363	0.216423	244.989	48	607	474	0
23	2600	284018	0.0459928	0.0498446	1889	286618	97	49	88	11.0773	13.0756	0.0207655	12.3396	46	7	42	0
24	2301	327769	0.0321435	0.041507	103	330070	10	4	9	1.50435	2.19117	0.327209	2.76762	6	1	3	0
25	1205	11300	0.0336186	0.0190746	473	12505	17	94	477	22.3874	53.6152	0.150003	45.1027	400	17	77	0
26	894030	1087	0.00522258	0.0260493	15	895117	41	6	2	0.76715	0.578947	0.381078	1.08021	1	5	1	0
27	113106	304320	0.0107684	0.023285	24	417426	50	7	8	2.24251	2.00544	0.258314	2.85832	2	1	6	0
28	750786	1525	0.0123658	0.0397566	26	752311	125	7	2	1.22126	0.793708	0.126231	1.14843	0	5	2	0
29	345932	4776	0.0142015	0.0442142	1217	350708	249	154	183	38.4483	39.2462	0.0168703	39.5165	48	19	135	0
30	63359	89079	0.0214566	0.0469921	72	152438	154	46	37	8.69372	8.13551	0.0799476	9.14168	11	20	26	0
31	2769	4162	0.00815332	0.0234046	57	6931	887	947	316	113.463	70.5572	0.0896904	100.729	95	726	221	0
32	199205	1316	0.0330842	0.00623627	2221	200521	150	26	85	4.94396	7.32063	0.0367611	6.37706	68	9	17	0
33	15504	192256	0.0324011	0.0379292	24	207760	1239	49	16	6.55749	4.20629	0.176448	6.5	0	33	16	0
34	187312	6429	0.0480546	0.0366264	157	193741	30	12	25	3.25217	4.49849	0.0363213	4.02699	15	2	10	0
35	3029	34193	0.0425215	0.0318179	15	37222	52	56	37	11.9981	8.85783	0.158338	12.3478	8	27	29	0
36	281097	23926	0.0129212	0.00453213	263	305023	492	98	87	21.8589	21.611	0.0776492	23.563	22	33	65	0
37	2813	325995	0.0209987	0.0244366	58	328808	63	16	14	3.48986	2.66667	0.101801	3.41979	5	7	9	0
38	3262223	11071	0.0145291	0.0275751	59	3273294	397	4	1	0.870531	0.486993	0.0198114	0.691154	0	3	1	0
39	19667	301786	0.0436003	0.0396387	1015	321453	13	3	14	0.582609	1.0726	0.0741468	0.897301	12	1	2	0
40	2886	43935	0.0485548	0.00362119	80	46821	351	291	264	68.9101	61.9909	0.0607688	69.6432	64	91	200	0
41	20410	73019	0.0312136	0.00864766	24	93429	351	155	79	35.2502	18.7731	0.16711	32.1994	14	90	65	0
42	2046783	333695	0.0277818	0.00482607	1033	2380478	182	4	6	0.635749	1.04537	0.0544728	0.891304	3	1	3	0
43	1351651	75411	0.021374	0.00841597	2234	1427062	115	8	12	2.39614	2.01391	0.0263046	2.26312	7	3	5	0
44	4169	25542	0.0298641	0.0389003	80	29711	130	266	242	62.3169	60.7084	0.0614892	65.533	57	81	185	0
45	16482	419119	0.0443329	0.00427358	153	435601	2245	218	185	50.0783	47.2148	0.0340876	50.3508	21	54	164	0
46	38257	3186	0.0187772	0.0161726	48	41443	967	370	164	59.115	39.2571	0.127017	56.1274	27	233	137	0
47	904913	4853	0.0479728	0.00611309	217	909766	1534	61	57	14.7217	14.4483	0.027006	14.9888	11	15	46	0
48	1905798	172051	0.0160741	0.00469996	28	2077849	78	0	2	0	0.388385	0.175835	0.241379	2	0	0	0
49	12348	2585	0.0361027	0.0442812	59	14933	107	395	352	90.1787	80.095	0.0731874	91.7901	95	138	257	0
50	5326	2833	0.0157452	0.015041	931	8159	76	632	1446	154.203	220.389	0.0926073	206.959	935	121	511	0
51	422404	53669	0.048774	0.0216687	368	476073	2019	173	166	39.2087	37.8125	0.00795588	38.8156	26	33	140	0
52	101387	1118	0.0187077	0.016674	1808	102505	286	344	474	89.4203	102.436	0.0257533	98.5135	177	47	297	0
53	3734	1096	0.0399695	0.0355829	1308	4830	2245	3036	3157	574.408	566.251	0.00397047	572.582	775	654	2382	0
54	608886	2726	0.0328352	0.0292918	2723	611612	20	7	21	1.17778	1.54749	0.082987	1.48876	17	3	4	0
55	2183	133059	0.0105527	0.0471085	132	135242	72	40	48	8.21353	10.5578	0.0909091	10.3433	21	13	27	0
56	18119	128383	0.0440037	0.0312988	104	146502	2284	186	141	35.0696	32.706	0.035909	35.1394	30	75	111	0
57	5758	225639	0.001448	0.0304912	46	231397	38	15	15	3.35072	3.91047	0.20576	4.58096	8	8	7	0
58	286311	2295	0.0248094	0.00681088	18	288606	29	3	6	0.573913	1.1458	0.614657	2.28636	4	1	2	0
59	9472	12733	0.0478282	0.0186367	118	22205	128	342	404	80.2899	86.4991	0.0546949	88.2549	141	79	263	0
60	152745	320864	0.0380418	0.0174752	1589	473609	484	74	88	17.344	16.6612	0.0083099	17.1432	29	15	59	0
61	25983	64447	0.0494557	0.0382165	25	90430	470	96	48	17.0744	9.89534	0.113677	15.1439	5	53	43	0
62	11329	1139	0.0259298	0.0331587	35	12468	441	644	308	111.837	75.7574	0.100641	103.974	65	401	243	0
63	1507970	8445	0.0102436	0.0141985	49	1516415	211	4	1	0.362319	0.0344828	0.0783996	0.212894	1	4	0	0
64	628100	2754	0.00130823	0.0430775	533	630854	819	47	42	9.91594	10.8312	0.00350116	10.4123	5	10	37	0
65	128088	64229	0.0396065	0.00578723	838	192317	668	172	211	36.313	40.9462	0.0222523	39.5255	76	37	135	0
66	3291847	3147	0.0176691	0.0182893	99	3294994	312	6	3	1.30531	1.09498	0.205822	1.5075	1	4	2	0
67	16781	7342	0.0464422	0.0106109	66	24123	266	530	465	122.236	116.782	0.0683896	128.246	84	149	381	0
68	361400	1872	0.0191636	0.00475064	122	363272	431	65	52	14.2725	13.9861	0.079477	15.3471	11	24	41	0
69	2563	305318	0.00682482	0.0322546	299	307881	23	24	55	6.85507	12.5656	0.124059	11.1462	33	2	22	0
70	478042	3420	0.0158487	0.0311663	2205	481462	246	118	141	29.7063	31.0581	0.0136912	30.8081	40	17	101	0
71	17043	400238	0.00460872	0.0153189	118	417281	400	34	22	7.05797	4.38234	0.152609	6.71589	9	21	13	0
72	1318786	111343	0.0480046	0.00549294	35	1430129	340	17	12	3.6087	3.6709	0.0880577	3.99175	0	5	12	0
73	280890	180218	0.00132945	0.0190537	505	461108	224	48	47	12.9633	12.9885	0.0783692	14.0795	10	11	37	0
74	1111	10081	0.0176419	0.00844019	1851	11192	33	137	784	30.3179	66.5003	0.122136	55.5225	696	49	88	0
75	10014	460431	0.00461945	0.00235024	489	470445	748	111	104	23.9488	22.9552	0.111343	26.3808	27	34	77	0
76	511200	35153	0.0180379	0.0409492	22	546353	581	9	5	1.18164	1.08288	0.144036	1.32159	2	6	3	0
77	4926575	203987	0.00371757	0.000109942	199	5130562	1635	17	8	3.47536	1.47913	0.469176	4.55847	1	10	7	0
78	3277	98555	0.0283899	0.0483846	27	101832	88	38	25	6.85217	4.88324	0.124131	6.67841	6	19	19	0
79	11981	97921	0.00527693	0.0134985	2425	109902	29	96	383	22.2957	51.9413	0.17098	45.2009	301	14	82	0
80	2413847	112606	0.0301717	0.0136595	155	2526453	611	16	12	4.1314	3.74471	0.0409135	4.1042	1	5	11	0
81	197134	463456	0.034199	0.0478947	864	660590	65	23	33	5.16135	7.0611	0.0525966	6.46102	13	3	20	0
82	31730	310354	0.0134007	0.00294483	2015	342084	57	9	56	2.47729	4.96189	0.153001	4.42354	49	2	7	0
83	2588421	5514	0.0133157	0.00414344	108	2593935	628	13	9	3.22802	1.87054	0.189732	3.12444	0	4	9	0
84	1302900	23849	0.019165	0.04096	503	1326749	2403	40	43	8.20773	8.32849	0.00297805	8.2931	11	8	32	0
85	2186	102160	0.0444426	0.0201432	45	104346	1021	214	136	40.2609	32.1319	0.0701678	38.8733	18	96	118	0
86	63686	1593	0.0293866	0.000772744	1589	65279	34	20	157	4.93333	11.2317	0.105279	9.09145	143	6	14	0
87	49959	215554	0.0236194	0.0242464	279	265513	132	41	57	10.0367	11.6038	0.0509845	11.41	20	4	37	0
88	19267	128351	0.0177181	0.014317	49	147618	10	6	15	1.65121	3.27526	0.249395	3.31709	11	2	4	0
89	212621	2875	0.0435647	0.0100285	10	215496	457	56	16	10.6357	4.59468	0.157216	8.95577	0	40	16	0
90	1309300	29644	0.0200028	0.0334263	89	1338944	248	10	9	2.64638	2.54083	0.00874475	2.61619	1	2	8	0
91	1352741	28903	0.022544	0.0391543	84	1381644	151	11	6	2.46763	2.09377	0.0369719	2.36657	0	5	6	0
92	25129	2408	0.0460205	0.0489988	847	27537	107	456	613	113.284	120.889	0.0259453	120.235	237	80	376	0
93	16889	65144	0.0319556	0.00913651	15	82033	10	7	15	2.35749	2.72172	0.592871	6.26987	10	2	5	1
94	3824582	29838	0.0172213	0.0110164	119	3854420	548	8	4	1.59807	1.3418	0.136918	1.70015	0	4	4	0
95	23808	358371	0.0312057	0.0402323	11	382179	104	9	5	1.28213	1.09861	0.0209104	1.21514	1	5	4	0
96	1894	7202	0.0472106	0.0246206	38	9096	25	182	225	42.6879	56.3019	0.187128	61.1042	105	62	120	0
97	299830	66454	0.00710461	0.00858164	101	366284	45	11	22	2.50821	6.2807	0.372352	7.14168	13	2	9	0
98	394706	1672	0.0412798	0.0325484	1286	396378	56	18	34	4.81353	5.84997	0.0694988	5.73688	17	1	17	0
99	5081	262416	0.0460646	0.0297706	26	267497	2563	57	23	8.16715	5.15547	0.15527	7.84633	6	40	17	0
100	30579	26733	0.029856	0.0479234	117	57312	32	74	112	20.087	24.8851	0.105813	25.1912	49	11	63	0
1	424849	453661	0.0335765	0.017596	1401	878510	1080	98	112	20.2251	21.0212	0.0043083	20.7144	27	13	85	0
2	73909	19286	0.0460612	0.00794142	14	93195	62	28	19	5.30918	4.57834	0.279907	6.84708	8	17	11	0
3	37798	476897	0.0354986	0.00609761	12	514695	10	0	0	0	0	0	0	0	0	0	0
4	24171	8541	0.0269439	0.0444693	318	32712	30	178	338	47.8754	64.6546	0.109587	63.3493	179	19	159	0
5	37600	15309	0.00637334	0.00914211	10	52909	302	164	15	28.3053	3.17786	0.362677	23.8013	4	153	11	0
6	1207	173604	0.00301459	0.0309571	57	174811	2646	57	12	4.62995	2.06776	0.0545994	3.52774	3	48	9	0
7	7118	11406	0.0450963	0.0133428	1562	18524	168	382	651	91.0609	100.627	0.029674	98.8141	329	60	322	0
8	40510	7734	0.022419	0.047851	1969	48244	1750	1698	1738	373.548	366.759	0.00503917	372.01	314	274	1424	0
9	328499	435069	0.0326204	0.00841396	853	763568	359	13	30	2.88696	3.83243	0.0388808	3.5	18	1	12	0
10	901172	238286	0.046203	0.00261936	333	1139458	1587	59	56	14.999	13.5499	0.0297927	14.7069	10	13	46	0
11	2144	2024	0.0287158	0.0327184	142	4168	251	1980	1897	461.149	446.372	0.0414229	473.298	417	500	1480	0
12	130342	1830	0.0272004	0.0376476	37	132172	20	16	22	4.69275	4.87538	0.328389	7.12894	9	3	13	0
13	79415	11741	0.0346391	0.0185299	70	91156	2656	337	194	52.9614	42.1077	0.0626294	50.6432	41	184	153	0
14	903897	29593	0.0257513	0.00375398	47	933490	18	1	1	0.0850242	0.435572	0.248173	0.353823	1	1	0	0
15	1933475	283393	0.012774	0.0202962	595	2216868	679	24	22	5.22319	5.97641	0.0259499	5.75187	3	5	19	0
16	2612901	2287	0.042386	0.00744872	90	2615188	753	5	4	1.12367	0.894132	0.0673047	1.08021	0	1	4	0
17	28159	1268	0.0318221	0.00388908	1951	29427	2223	1568	1745	336.358	337.764	0.00650553	339.272	463	286	1282	0
18	1166311	2316	0.0231296	0.0288664	490	1168627	449	33	34	7.69179	7.22807	0.0271644	7.66642	4	3	30	0
19	1000	252673	0.0312636	0.0259068	131	253673	1472	112	76	19.1237	18.0478	0.0194022	18.9498	15	51	61	0
20	236748	381319	0.0132888	0.0212671	445	618067	568	71	72	17.4097	15.7792	0.0305676	17.1109	14	13	58	0
21	527396	27544	0.0230414	0.0233113	642	554940	50	14	33	2.43188	3.73745	0.0828752	3.37331	23	4	10	0
22	3575	10501	0.0466897	0.00577276	14	14076	469	1054	540	238.142	141.264	0.207164	237.562	57	571	483	0
23	2600	284018	0.0459928	0.0498446	1889	286618	97	63	98	15.3208	16.144	0.0348667	16.3043	45	10	53	0
24	2301	327769	0.0321435	0.041507	103	330070	10	4	8	1.11111	1.88324	0.16459	1.80285	5	1	3	0
25	1205	11300	0.0336186	0.0190746	473	12505	17	117	534	29.685	63.1597	0.176377	56.8613	442	25	92	0
26	894030	1087	0.00522258	0.0260493	15	895117	41	1	1	0.0434783	0.0344828	0.000530989	0.0389805	1	1	0	0
27	113106	304320	0.0107684	0.023285	24	417426	50	7	7	2.03575	0.963702	0.278728	2.05247	4	4	3	0
28	750786	1525	0.0123658	0.0397566	26	752311	125	9	4	1.31208	1.03025	0.137008	1.35382	1	6	3	0
29	345932	4776	0.0142015	0.0442142	1217	350708	249	127	159	33.9507	35.3382	0.0214843	35.41	45	13	114	0
30	63359	89079	0.0214566	0.0469921	72	152438	154	56	45	12.4493	10.2819	0.0897334	12.4685	9	20	36	0
