Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	mPmumew4	mw4Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
2	73909	19286	0.460612	0.0794142	14	93195	62	39	37	8.90918	10.5191	0.0508137	10.2429	10	12	27	0
3	37798	476897	0.354986	0.0609761	12	514695	10	1	2	0.231884	0.22323	0.0775545	0.246627	1	0	1	0
4	24171	8541	0.269439	0.444693	318	32712	30	203	246	46.6966	50.5269	0.0160441	49.4168	75	32	171	0
5	37600	15309	0.0637334	0.0914211	10	52909	302	63	17	8.48889	5.21597	0.134427	7.87931	4	50	13	0
6	1207	173604	0.0301459	0.309571	57	174811	2646	21	12	3.1971	2.27889	0.0431077	2.85682	1	10	11	0
7	7118	11406	0.450963	0.133428	1562	18524	168	413	480	93.1043	93.4676	0.00233552	93.5052	129	62	351	0
8	40510	7734	0.22419	0.47851	1969	48244	1750	1710	1776	384.882	384.492	0.000942994	385.049	329	263	1447	0
9	328499	435069	0.326204	0.0841396	853	763568	359	31	34	7.50145	7.82154	0.00626555	7.71064	7	4	27	0
10	901172	238286	0.46203	0.0261936	333	1139458	1587	69	68	16.3633	16.4555	-0.000796742	16.3966	9	10	59	0
11	2144	2024	0.287158	0.327184	142	4168	251	1991	2049	468.184	458.405	0.00378435	465.03	375	317	1674	0
12	130342	1830	0.272004	0.376476	37	132172	20	18	25	4.7401	5.82396	0.0253518	5.42354	8	1	17	0
13	79415	11741	0.346391	0.185299	70	91156	2656	239	233	51.9053	49.4198	0.00722825	51.0247	45	51	188	0
14	903897	29593	0.257513	0.0375398	47	933490	18	0	2	0	0.0689655	-0.00408034	0.0344828	2	0	0	0
15	1933475	283393	0.12774	0.202962	595	2216868	679	17	15	3.37971	3.11131	-0.00764759	3.22039	3	5	12	0
16	2612901	2287	0.42386	0.0744872	90	2615188	753	18	19	3.97295	3.74531	0.0211057	3.94153	3	2	16	0
17	28159	1268	0.318221	0.0388908	1951	29427	2223	1600	1684	328.37	329.235	0.00126715	329.222	352	268	1332	0
18	1166311	2316	0.231296	0.288664	490	1168627	449	26	29	5.77198	5.85299	0.00740538	5.85607	8	5	21	0
19	1000	252673	0.312636	0.259068	131	253673	1472	99	105	22.3169	21.8893	0.00411716	22.1934	20	14	85	0
20	236748	381319	0.132888	0.212671	445	618067	568	55	58	12.0696	11.9964	-0.00279707	11.9993	12	9	46	0
21	527396	27544	0.230414	0.233113	642	554940	50	16	18	4.26957	4.6582	-0.00469924	4.44378	4	2	14	0
22	3575	10501	0.466897	0.0577276	14	14076	469	1039	861	232.804	214.003	0.0316574	230.628	94	272	767	0
23	2600	284018	0.459928	0.498446	1889	286618	97	66	66	16.1266	15.5433	0.00608262	15.9303	11	11	55	0
24	2301	327769	0.321435	0.41507	103	330070	10	4	9	1.48213	1.55838	0.0413586	1.58621	6	1	3	0
25	1205	11300	0.336186	0.190746	473	12505	17	123	189	29.5237	32.2855	0.0140338	31.3531	92	26	97	0
26	894030	1087	0.0522258	0.260493	15	895117	41	0	0	0	0	0	0	0	0	0	0
27	113106	304320	0.107684	0.23285	24	417426	50	8	9	2.12754	2.02843	0.00118107	2.08021	2	1	7	0
28	750786	1525	0.123658	0.397566	26	752311	125	4	3	1.18164	1.01996	-0.0118026	1.08771	0	1	3	0
29	345932	4776	0.142015	0.442142	1217	350708	249	154	164	31.8415	32.7278	0.00239549	32.3643	39	29	125	0
30	63359	89079	0.214566	0.469921	72	152438	154	39	40	7.89855	7.8663	0.0027453	7.90405	10	9	30	0
31	2769	4162	0.0815332	0.234046	57	6931	887	450	357	86.3884	77.2595	0.0125617	82.8373	64	157	293	0
32	199205	1316	0.330842	0.0623627	2221	200521	150	46	46	9.82415	8.66848	0.012733	9.36207	8	8	38	0
33	15504	192256	0.324011	0.379292	24	207760	1239	22	16	4.45411	4.32244	0.0215068	4.48426	3	9	13	0
34	187312	6429	0.480546	0.366264	157	193741	30	15	18	3.27633	3.66304	0.00177233	3.47676	5	2	13	0
35	3029	34193	0.425215	0.318179	15	37222	52	57	52	12.9082	11.824	0.014409	12.5435	12	17	40	0
36	281097	23926	0.129212	0.0453213	263	305023	492	102	105	22.9971	21.1706	0.00877993	22.2744	17	14	88	0
37	2813	325995	0.209987	0.244366	58	328808	63	14	13	3.34686	3.01391	0.0248324	3.26012	2	3	11	0
38	3262223	11071	0.145291	0.275751	59	3273294	397	3	5	1.0686	1.18754	-0.00411386	1.12369	2	0	3	0
39	19667	301786	0.436003	0.396387	1015	321453	13	8	15	2.15266	2.33757	0.0250926	2.3036	8	1	7	0
40	2886	43935	0.485548	0.0362119	80	46821	351	342	365	74.0145	77.7072	0.00594977	76.3246	60	37	305	0
41	20410	73019	0.312136	0.0864766	24	93429	351	127	112	28.9507	29.1295	0.0265746	29.8336	15	30	97	0
42	2046783	333695	0.277818	0.0482607	1033	2380478	182	4	3	0.837681	1.15245	0.0114267	1.0075	0	1	3	0
43	1351651	75411	0.21374	0.0841597	2234	1427062	115	10	12	2.72657	2.99093	0.0203451	2.91904	2	0	10	0
44	4169	25542	0.298641	0.389003	80	29711	130	250	252	54.7836	56.5221	0.002827	55.8148	38	36	214	0
45	16482	419119	0.443329	0.0427358	153	435601	2245	218	212	49.9285	47.9347	0.00184412	49.0172	31	37	181	0
46	38257	3186	0.187772	0.161726	48	41443	967	251	219	55.2754	52.0393	0.02155	54.8276	41	73	178	0
47	904913	4853	0.479728	0.0611309	217	909766	1534	67	69	15.0106	15.1525	-0.00260004	15.0427	13	11	56	0
48	1905798	172051	0.160741	0.0469996	28	2077849	78	2	1	0.5343	0.0677556	0.229721	0.381559	0	1	1	0
49	12348	2585	0.361027	0.442812	59	14933	107	428	404	102.605	98.6812	0.00819003	101.463	56	80	348	0
50	5326	2833	0.157452	0.15041	931	8159	76	783	960	170.977	177.696	0.0103935	176.187	301	124	659	0
51	422404	53669	0.48774	0.216687	368	476073	2019	178	189	39.0802	38.9159	0.00308782	39.1184	34	23	155	0
52	101387	1118	0.187077	0.16674	1808	102505	286	409	443	105.15	105.646	0.00223235	105.635	80	46	363	0
53	3734	1096	0.399695	0.355829	1308	4830	2245	2930	3085	551.388	539.707	0.000346618	545.71	698	543	2387	0
54	608886	2726	0.328352	0.292918	2723	611612	20	3	7	0.32657	0.506957	-0.00619306	0.414543	5	1	2	0
55	2183	133059	0.105527	0.471085	132	135242	72	61	65	12.4599	13.1192	0.0111383	12.9355	17	13	48	0
56	18119	128383	0.440037	0.312988	104	146502	2284	130	123	28.7391	27.6558	0.000209877	28.2009	18	25	105	0
57	5758	225639	0.01448	0.304912	46	231397	38	7	7	1.06377	1.12825	0.0447484	1.14768	3	3	4	0
58	286311	2295	0.248094	0.0681088	18	288606	29	7	7	1.24155	1.81246	0.0161843	1.55397	2	2	5	0
59	9472	12733	0.478282	0.186367	118	22205	128	345	385	77.1159	79.5578	0.00108042	78.4273	89	49	296	0
60	152745	320864	0.380418	0.174752	1589	473609	484	89	90	16.6048	16.8022	-0.00288176	16.6559	16	15	74	0
61	25983	64447	0.494557	0.382165	25	90430	470	48	43	9.98454	9.26981	0.0146806	9.76837	8	13	35	0
62	11329	1139	0.259298	0.331587	35	12468	441	364	303	72.971	70.1615	0.0170799	72.8006	58	119	245	0
63	1507970	8445	0.102436	0.141985	49	1516415	211	4	4	1.25507	1.13672	0.00253587	1.19865	1	1	3	0
64	628100	2754	0.0130823	0.430775	533	630854	819	33	41	7.7942	8.89837	0.0070539	8.40855	9	1	32	0
65	128088	64229	0.396065	0.0578723	838	192317	668	190	200	44.8763	44.9371	0.000671716	44.937	35	25	165	0
66	3291847	3147	0.176691	0.182893	99	3294994	312	5	5	1.18744	1.06473	-0.00730621	1.11769	0	0	5	0
67	16781	7342	0.464422	0.106109	66	24123	266	504	513	116.095	114.943	0.00968545	116.645	84	75	429	0
68	361400	1872	0.191636	0.0475064	122	363272	431	75	72	14.6164	14.9147	0.0120155	14.946	15	18	57	0
69	2563	305318	0.0682482	0.322546	299	307881	23	26	31	7.44058	7.61887	0.018137	7.66942	7	2	24	0
70	478042	3420	0.158487	0.311663	2205	481462	246	138	144	32.5691	31.735	0.00362219	32.2669	28	22	116	0
71	17043	400238	0.0460872	0.153189	118	417281	400	30	23	6.64831	6.01694	0.0060587	6.36957	2	9	21	0
72	1318786	111343	0.480046	0.0549294	35	1430129	340	14	15	3.18937	2.71143	0.0288022	3.03598	3	2	12	0
73	280890	180218	0.0132945	0.190537	505	461108	224	70	74	17.9372	18.5838	0.00369556	18.3298	12	8	62	0
74	1111	10081	0.176419	0.0844019	1851	11192	33	146	261	31.3961	34.8379	0.0315599	34.2106	140	25	121	0
75	10014	460431	0.0461945	0.0235024	489	470445	748	111	109	26.2242	26.2777	0.00916954	26.494	18	20	91	0
76	511200	35153	0.180379	0.409492	22	546353	581	5	5	0.217391	0.488203	0.0268049	0.363568	2	2	3	0
77	4926575	203987	0.0371757	0.00109942	199	5130562	1635	10	10	2.10435	1.7683	0.0232888	1.98126	1	1	9	0
78	3277	98555	0.283899	0.483846	27	101832	88	31	29	6.63671	6.46945	0.015641	6.65667	4	6	25	0
79	11981	97921	0.0527693	0.134985	2425	109902	29	109	189	29.1024	32.7181	0.0292903	31.8576	97	17	92	0
80	2413847	112606	0.301717	0.136595	155	2526453	611	13	16	3.77971	3.93164	0.00233569	3.86507	5	2	11	0
81	197134	463456	0.34199	0.478947	864	660590	65	14	18	2.61739	2.75136	0.0048866	2.6979	6	2	12	0
82	31730	310354	0.134007	0.0294483	2015	342084	57	8	17	1.82126	2.42408	0.00708279	2.13943	12	3	5	0
83	2588421	5514	0.133157	0.0414344	108	2593935	628	13	14	3.4744	3.18572	0.0090971	3.35982	3	2	11	0
84	1302900	23849	0.19165	0.4096	503	1326749	2403	36	38	8.90338	9.47308	0.000582886	9.1949	6	4	32	0
85	2186	102160	0.444426	0.201432	45	104346	1021	153	149	30.7082	32.3987	0.00639085	31.7609	24	28	125	0
86	63686	1593	0.293866	0.00772744	1589	65279	34	24	31	5.7971	4.61041	0.00822362	5.24363	15	8	16	0
87	49959	215554	0.236194	0.242464	279	265513	132	48	47	10.8502	10.735	0.00387521	10.8343	6	7	41	0
88	19267	128351	0.177181	0.14317	49	147618	10	5	6	0.947826	0.531155	0.0645192	0.787856	4	3	2	0
89	212621	2875	0.435647	0.100285	10	215496	457	45	31	9.63478	7.07623	0.0620028	8.89205	2	16	29	0
90	1309300	29644	0.200028	0.334263	89	1338944	248	10	11	1.91401	1.92377	0.0135484	1.94528	2	1	9	0
91	1352741	28903	0.22544	0.391543	84	1381644	151	5	4	1.28599	1.43618	0.019771	1.38906	0	1	4	0
92	25129	2408	0.460205	0.489988	847	27537	107	494	515	115.435	116.897	-0.000402718	116.122	96	75	419	0
93	16889	65144	0.319556	0.0913651	15	82033	10	9	12	1.37681	2.06957	0.0641001	1.84558	5	2	7	0
94	3824582	29838	0.172213	0.110164	119	3854420	548	6	5	1.10338	1.14761	-0.00369876	1.12144	0	1	5	0
95	23808	358371	0.312057	0.402323	11	382179	104	1	2	0.29372	0.388385	-0.0114855	0.337331	1	0	1	0
96	1894	7202	0.472106	0.246206	38	9096	25	208	259	49.5275	51.1597	0.0343799	52.1432	81	30	178	0
97	299830	66454	0.0710461	0.0858164	101	366284	45	15	14	4.63961	3.46279	0.040854	4.21814	4	5	10	0
98	394706	1672	0.412798	0.325484	1286	396378	56	20	24	4.66473	4.90502	0.00299716	4.79985	8	4	16	0
99	5081	262416	0.460646	0.297706	26	267497	2563	28	25	5.63961	5.10284	0.0217548	5.48876	5	8	20	0
100	30579	26733	0.29856	0.479234	117	57312	32	87	104	21.5536	23.2571	0.0147054	22.7451	27	10	77	0
1	424849	453661	0.335765	0.17596	1401	878510	1080	95	91	22.4019	20.9546	0.00157911	21.7091	11	15	80	0
2	73909	19286	0.460612	0.0794142	14	93195	62	25	23	5.50725	5.99879	0.0322437	5.94678	4	6	19	0
3	37798	476897	0.354986	0.0609761	12	514695	10	2	3	0.53913	0.654567	0.00303798	0.598951	1	0	2	0
4	24171	8541	0.269439	0.444693	318	32712	30	182	232	39.2164	40.8899	0.00939543	40.4378	83	33	149	0
5	37600	15309	0.0637334	0.0914211	10	52909	302	58	21	7.16715	4.41924	0.0487742	6.07571	5	42	16	0
6	1207	173604	0.0301459	0.309571	57	174811	2646	24	22	4.8744	5.66546	0.00120012	5.27811	6	8	16	0
7	7118	11406	0.450963	0.133428	1562	18524	168	420	454	90.6725	88.5789	0.0067851	90.2324	106	72	348	0
8	40510	7734	0.22419	0.47851	1969	48244	1750	1739	1845	375.071	377.531	-0.000111558	376.265	377	271	1468	0
9	328499	435069	0.326204	0.0841396	853	763568	359	35	41	9.22222	9.22263	-0.00144197	9.20915	10	4	31	0
10	901172	238286	0.46203	0.0261936	333	1139458	1587	70	68	14.5662	13.5668	-0.00132383	14.0457	9	11	59	0
11	2144	2024	0.287158	0.327184	142	4168	251	1992	2031	469.839	462.812	0.00454222	468.436	351	312	1680	0
12	130342	1830	0.272004	0.376476	37	132172	20	17	14	3.47053	3.37992	0.0281257	3.52399	2	5	12	0
13	79415	11741	0.346391	0.185299	70	91156	2656	230	220	46.8599	47.4295	0.00542404	47.4033	46	56	174	0
14	903897	29593	0.257513	0.0375398	47	933490	18	1	3	0.198068	0.392619	-0.00141354	0.295352	2	0	1	0
15	1933475	283393	0.12774	0.202962	595	2216868	679	24	28	6.11498	6.97036	0.011408	6.62069	5	1	23	0
16	2612901	2287	0.42386	0.0744872	90	2615188	753	16	16	4.48986	4.29462	0.00618158	4.41904	2	2	14	0
17	28159	1268	0.318221	0.0388908	1951	29427	2223	1648	1754	365.399	363.976	0.00135368	365.178	340	234	1414	0
18	1166311	2316	0.231296	0.288664	490	1168627	449	34	37	7.78454	8.80762	0.00641112	8.35232	6	3	31	0
19	1000	252673	0.312636	0.259068	131	253673	1472	102	85	20.3111	18.4876	0.000729389	19.4093	12	29	73	0
20	236748	381319	0.132888	0.212671	445	618067	568	62	66	15.6174	15.2644	0.0039674	15.5015	13	9	53	0
21	527396	27544	0.230414	0.233113	642	554940	50	11	14	2.56232	2.66183	0.017497	2.65892	5	2	9	0
22	3575	10501	0.466897	0.0577276	14	14076	469	964	779	218.256	200.542	0.0291394	215.612	80	265	699	0
23	2600	284018	0.459928	0.498446	1889	286618	97	60	66	13.4609	13.4858	0.00478948	13.5382	17	11	49	0
24	2301	327769	0.321435	0.41507	103	330070	10	2	2	0.307246	0.574108	0.166173	0.532234	1	1	1	0
25	1205	11300	0.336186	0.190746	473	12505	17	111	186	27.3411	29.614	0.0249355	29.2144	95	20	91	0
26	894030	1087	0.0522258	0.260493	15	895117	41	0	0	0	0	0	0	0	0	0	0
27	113106	304320	0.107684	0.23285	24	417426	50	9	8	1.86957	1.93345	0.00203879	1.90555	1	2	7	0
28	750786	1525	0.123658	0.397566	26	752311	125	3	3	1.35362	1.42105	-0.00373863	1.38231	0	0	3	0
29	345932	4776	0.142015	0.442142	1217	350708	249	197	202	46.4512	47.8209	0.00309159	47.2856	33	28	169	0
30	63359	89079	0.214566	0.469921	72	152438	154	50	50	11.0531	10.0339	0.00731446	10.6184	10	10	40	0
31	2769	4162	0.0815332	0.234046	57	6931	887	419	335	77.9043	71.2444	0.0152642	75.7091	77	161	258	0
32	199205	1316	0.330842	0.0623627	2221	200521	150	37	52	9.06377	9.24924	0.00217519	9.17691	18	3	34	0
33	15504	192256	0.324011	0.379292	24	207760	1239	23	10	2.71401	2.1954	0.0440434	2.56522	2	15	8	0
34	187312	6429	0.480546	0.366264	157	193741	30	19	23	3.5372	3.65457	0.00119223	3.60045	8	4	15	0
35	3029	34193	0.425215	0.318179	15	37222	52	71	73	15.2116	13.7798	0.028161	14.91	16	14	57	0
36	281097	23926	0.129212	0.0453213	263	305023	492	88	89	21.828	20.4198	0.00696751	21.2684	17	16	72	0
37	2813	325995	0.209987	0.244366	58	328808	63	12	11	2.84928	2.80036	0.000488384	2.82609	1	2	10	0
38	3262223	11071	0.145291	0.275751	59	3273294	397	1	1	0.0850242	0.266788	0.0452256	0.185157	0	0	1	0
39	19667	301786	0.436003	0.396387	1015	321453	13	7	11	1.91304	2.11736	0.0492545	2.12069	5	1	6	0
40	2886	43935	0.485548	0.0362119	80	46821	351	332	337	72.0203	75.712	0.00820269	74.4873	54	49	283	0
41	20410	73019	0.312136	0.0864766	24	93429	351	150	119	31.4464	29.1071	0.0265821	31.0945	14	45	105	0
42	2046783	333695	0.277818	0.0482607	1033	2380478	182	3	6	1.15169	1.20085	0.0010849	1.17766	3	0	3	0
43	1351651	75411	0.21374	0.0841597	2234	1427062	115	3	7	0.867633	1.15426	-0.0106693	1.00075	4	0	3	0
44	4169	25542	0.298641	0.389003	80	29711	130	242	244	56.4599	54.0054	0.010703	55.8231	42	40	202	0
45	16482	419119	0.443329	0.0427358	153	435601	2245	217	223	45.8357	45.5971	0.00489685	45.9408	42	36	181	0
46	38257	3186	0.187772	0.161726	48	41443	967	227	185	46.0908	43.6824	0.0162108	45.6184	33	75	152	0
47	904913	4853	0.479728	0.0611309	217	909766	1534	82	84	19.3884	17.9238	0.000291063	18.6582	13	11	71	0
48	1905798	172051	0.160741	0.0469996	28	2077849	78	0	2	0	0.102238	0.00648255	0.0517241	2	0	0	0
49	12348	2585	0.361027	0.442812	59	14933	107	367	368	84.3362	82.9897	0.00348262	83.952	69	68	299	0
50	5326	2833	0.157452	0.15041	931	8159	76	742	940	174.889	180.35	0.010034	179.436	306	108	634	0
51	422404	53669	0.48774	0.216687	368	476073	2019	179	179	41.5517	40.9631	0.000134901	41.2616	29	29	150	0
52	101387	1118	0.187077	0.16674	1808	102505	286	350	384	86.7961	88.3575	0.00136431	87.7001	76	42	308	0
53	3734	1096	0.399695	0.355829	1308	4830	2245	2947	3152	539.014	538.283	-0.000665562	538.289	768	563	2384	0
54	608886	2726	0.328352	0.292918	2723	611612	20	3	3	0.130435	0.136721	0.00439046	0.134183	3	3	0	0
55	2183	133059	0.105527	0.471085	132	135242	72	43	52	9.99903	10.3902	0.0168918	10.3711	17	8	35	0
56	18119	128383	0.440037	0.312988	104	146502	2284	151	146	34.9469	35.4374	-0.000804703	35.1649	23	28	123	0
57	5758	225639	0.01448	0.304912	46	231397	38	8	7	0.864734	1.05324	0.0664702	1.02849	3	4	4	0
58	286311	2295	0.248094	0.0681088	18	288606	29	2	4	0.672464	0.630369	0.00361183	0.653673	2	0	2	0
59	9472	12733	0.478282	0.186367	118	22205	128	372	391	82.0551	83.0714	0.00619957	83.081	87	68	304	0
60	152745	320864	0.380418	0.174752	1589	473609	484	79	88	21.1034	20.8475	-0.00259949	20.9205	22	13	66	0
61	25983	64447	0.494557	0.382165	25	90430	470	57	54	13.8097	13.3273	0.00166469	13.59	8	11	46	0
62	11329	1139	0.259298	0.331587	35	12468	441	317	270	59.0251	57.6915	0.0154009	59.2669	64	111	206	0
63	1507970	8445	0.102436	0.141985	49	1516415	211	4	3	0.721739	0.7683	-0.0152641	0.733883	0	1	3	0
64	628100	2754	0.0130823	0.430775	533	630854	819	48	50	10.9449	10.5566	0.0036677	10.7894	8	6	42	0
65	128088	64229	0.396065	0.0578723	838	192317	668	175	194	38.8454	40.3128	-0.00109635	39.539	45	26	149	0
66	3291847	3147	0.176691	0.182893	99	3294994	312	4	4	1.33527	1.12462	-0.00563857	1.22264	0	0	4	0
67	16781	7342	0.464422	0.106109	66	24123	266	516	511	116.744	113.841	0.00743072	116.148	85	90	426	0
68	361400	1872	0.191636	0.0475064	122	363272	431	68	71	15.485	13.8572	0.00167631	14.6919	12	9	59	0
69	2563	305318	0.0682482	0.322546	299	307881	23	40	48	8.12464	8.3775	0.00856955	8.32309	12	4	36	0
70	478042	3420	0.158487	0.311663	2205	481462	246	153	164	36.7217	36.2571	0.00308492	36.6012	31	20	133	0
71	17043	400238	0.0460872	0.153189	118	417281	400	22	18	4.31787	4.59589	0.0107228	4.506	5	9	13	0
72	1318786	111343	0.480046	0.0549294	35	1430129	340	9	8	1.99034	1.29522	0.0449767	1.71664	1	2	7	0
73	280890	180218	0.0132945	0.190537	505	461108	224	50	52	11.2058	11.7163	0.00353837	11.503	12	10	40	0
74	1111	10081	0.176419	0.0844019	1851	11192	33	127	239	27.5923	33.0599	0.0269292	31.1867	138	26	101	0
75	10014	460431	0.0461945	0.0235024	489	470445	748	115	116	27.4338	27.1537	0.0183448	27.8028	22	21	94	0
76	511200	35153	0.180379	0.409492	22	546353	581	3	2	0.615459	0.659407	-0.0136158	0.628936	0	1	2	0
77	4926575	203987	0.0371757	0.00109942	199	5130562	1635	15	8	3.05894	1.60859	0.0203009	2.37706	1	8	7	0
78	3277	98555	0.283899	0.483846	27	101832	88	25	22	4.28889	3.65941	0.00405679	3.98876	3	6	19	0
79	11981	97921	0.0527693	0.134985	2425	109902	29	95	165	21.6464	25.7943	0.0439755	24.8321	81	11	84	0
80	2413847	112606	0.301717	0.136595	155	2526453	611	14	16	3.39227	3.46098	0.0192178	3.494	4	2	12	0
81	197134	463456	0.34199	0.478947	864	660590	65	16	22	4.04831	3.94192	0.0107524	4.03823	8	2	14	0
82	31730	310354	0.134007	0.0294483	2015	342084	57	9	19	2.51498	2.47308	0.0241039	2.55547	11	1	8	0
83	2588421	5514	0.133157	0.0414344	108	2593935	628	13	15	2.95942	3.1833	0.00678881	3.09295	4	2	11	0
84	1302900	23849	0.19165	0.4096	503	1326749	2403	37	37	8.08889	8.60073	0.00263144	8.36807	5	5	32	0
85	2186	102160	0.444426	0.201432	45	104346	1021	165	150	37.0309	33.4211	0.00556681	35.4138	23	38	127	0
86	63686	1593	0.293866	0.00772744	1589	65279	34	26	41	4.78261	4.93406	0.0036099	4.87631	22	7	19	0
87	49959	215554	0.236194	0.242464	279	265513	132	65	69	16.1643	16.5396	0.00706315	16.4693	12	8	57	0
88	19267	128351	0.177181	0.14317	49	147618	10	8	13	2.14686	3.16334	0.0767377	2.88306	5	0	8	0
89	212621	2875	0.435647	0.100285	10	215496	457	39	29	7.50821	6.95705	0.0171238	7.35682	2	12	27	0
90	1309300	29644	0.200028	0.334263	89	1338944	248	4	5	0.603865	0.452511	0.00123443	0.528486	2	1	3	0
91	1352741	28903	0.22544	0.391543	84	1381644	151	3	3	0.635749	0.576528	0.000734714	0.606447	0	0	3	0
92	25129	2408	0.460205	0.489988	847	27537	107	490	526	110.177	111.965	0.00408317	111.531	100	64	426	0
93	16889	65144	0.319556	0.0913651	15	82033	10	7	3	1.15942	0.860254	0.0595294	1.07196	1	5	2	0
94	3824582	29838	0.172213	0.110164	119	3854420	548	3	4	1.03768	1.11736	-0.012381	1.06447	1	0	3	0
95	23808	358371	0.312057	0.402323	11	382179	104	2	2	0.365217	0.407139	-0.0122781	0.381559	1	1	1	0
96	1894	7202	0.472106	0.246206	38	9096	25	200	232	45.1797	48.1434	0.0270421	47.97	70	38	162	0
97	299830	66454	0.0710461	0.0858164	101	366284	45	11	16	3.04348	3.23896	0.0692718	3.37631	7	2	9	0
98	394706	1672	0.412798	0.325484	1286	396378	56	13	14	2.57585	2.02722	0.0105946	2.32459	1	0	13	0
99	5081	262416	0.460646	0.297706	26	267497	2563	17	15	4.47246	4.11192	0.0145819	4.35457	4	6	11	0
100	30579	26733	0.29856	0.479234	117	57312	32	90	117	21.2155	23.5106	0.0165729	22.7474	35	8	82	0
1	424849	453661	0.335765	0.17596	1401	878510	1080	98	107	21.771	21.3902	0.00248433	21.6334	23	14	84	0
2	73909	19286	0.460612	0.0794142	14	93195	62	31	26	6.99227	7.55354	0.0422789	7.5967	4	9	22	0
3	37798	476897	0.354986	0.0609761	12	514695	10	0	0	0	0	0	0	0	0	0	0
4	24171	8541	0.269439	0.444693	318	32712	30	205	237	45.1845	44.9298	0.0133578	45.6664	68	36	169	0
5	37600	15309	0.0637334	0.0914211	10	52909	302	70	20	7.29469	4.42105	0.0288331	6.02024	6	56	14	0
6	1207	173604	0.0301459	0.309571	57	174811	2646	16	14	3.14493	2.99153	0.0235552	3.14168	6	8	8	0
7	7118	11406	0.450963	0.133428	1562	18524	168	407	470	92.1671	92.9637	0.00594054	93.1207	131	68	339	0
8	40510	7734	0.22419	0.47851	1969	48244	1750	1707	1828	391.924	392.238	-0.000677291	391.816	354	233	1474	0
9	328499	435069	0.326204	0.0841396	853	763568	359	28	31	8.32464	8.36479	-0.00605083	8.2946	5	2	26	0
10	901172	238286	0.46203	0.0261936	333	1139458	1587	55	59	13.7758	13.3981	0.00768538	13.6912	10	6	49	0
11	2144	2024	0.287158	0.327184	142	4168	251	1906	1947	427.006	421.89	0.0037084	426.015	340	299	1607	0
12	130342	1830	0.272004	0.376476	37	132172	20	16	17	3.04638	2.83606	0.00205732	2.94678	4	3	13	0
13	79415	11741	0.346391	0.185299	70	91156	2656	211	215	46.0464	44.0853	0.00661187	45.3606	48	44	167	0
14	903897	29593	0.257513	0.0375398	47	933490	18	1	3	0.486957	0.824561	0.0229762	0.672414	2	0	1	0
15	1933475	283393	0.12774	0.202962	595	2216868	679	20	21	4.1314	3.68603	0.000217326	3.90855	5	4	16	0
16	2612901	2287	0.42386	0.0744872	90	2615188	753	13	14	3.88309	3.49546	-0.00129415	3.68366	1	0	13	0
17	28159	1268	0.318221	0.0388908	1951	29427	2223	1603	1710	339.953	343.195	0.00094976	341.906	367	260	1343	0
18	1166311	2316	0.231296	0.288664	490	1168627	449	35	37	8.61063	8.12765	-0.000446528	8.36432	4	2	33	0
19	1000	252673	0.312636	0.259068	131	253673	1472	99	89	21.3092	20.3085	0.000361845	20.8141	13	23	76	0
20	236748	381319	0.132888	0.212671	445	618067	568	59	68	11.1304	11.1162	-0.00144645	11.1072	18	9	50	0
21	527396	27544	0.230414	0.233113	642	554940	50	15	18	3.56232	4.73321	0.0479549	4.36282	3	0	15	0
22	3575	10501	0.466897	0.0577276	14	14076	469	991	831	217.159	204.63	0.0316784	217.741	117	277	714	0
23	2600	284018	0.459928	0.498446	1889	286618	97	50	64	11.4377	11.853	5.53138e-05	11.6469	17	3	47	0
24	2301	327769	0.321435	0.41507	103	330070	10	8	9	1.7942	2.43194	0.0182161	2.15442	2	1	7	0
25	1205	11300	0.336186	0.190746	473	12505	17	91	174	21.6106	23.2886	0.0447209	23.509	101	18	73	0
26	894030	1087	0.0522258	0.260493	15	895117	41	1	0	0.0434783	0	0.00512107	0.0217391	0	1	0	0
27	113106	304320	0.107684	0.23285	24	417426	50	5	4	1.5372	0.6219	0.0926124	1.18216	0	1	4	0
28	750786	1525	0.123658	0.397566	26	752311	125	2	1	0.128502	0.0344828	0.0152926	0.0824588	1	2	0	0
29	345932	4776	0.142015	0.442142	1217	350708	249	163	184	40.1942	40.9601	-0.00542178	40.3598	33	12	151	0
30	63359	89079	0.214566	0.469921	72	152438	154	42	39	9.38937	9.78887	0.0101051	9.68816	6	9	33	0
31	2769	4162	0.0815332	0.234046	57	6931	887	426	352	79.9304	73.9304	0.0182878	78.3433	89	163	263	0
32	199205	1316	0.330842	0.0623627	2221	200521	150	44	52	9.75266	10.4985	0.0170439	10.3036	15	7	37	0
33	15504	192256	0.324011	0.379292	24	207760	1239	14	12	2.81353	2.29704	0.0205929	2.6072	4	6	8	0
34	187312	6429	0.480546	0.366264	157	193741	30	14	17	3.09952	3.32486	0.0165155	3.26687	6	3	11	0
35	3029	34193	0.425215	0.318179	15	37222	52	74	65	14.686	14.7586	0.0169744	14.9768	14	23	51	0
36	281097	23926	0.129212	0.0453213	263	305023	492	106	104	24.5295	24.4882	0.00114082	24.5367	16	18	88	0
