Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	mPmumew4	mw4Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
32	199205	1316	0.330842	0.0623627	2221	200521	150	36	38	7.88792	7.76407	-0.00293287	7.80285	10	8	28	0
33	15504	192256	0.324011	0.379292	24	207760	1239	18	19	3.81449	3.3654	-0.0084057	3.55922	4	3	15	0
34	187312	6429	0.480546	0.366264	157	193741	30	19	21	3.95072	4.07623	0.0120904	4.06297	5	3	16	0
35	3029	34193	0.425215	0.318179	15	37222	52	62	66	12.9575	13.8941	0.0289493	13.8298	17	13	49	0
36	281097	23926	0.129212	0.0453213	263	305023	492	94	100	22.1729	22.1379	0.00554392	22.2789	21	15	79	0
37	2813	325995	0.209987	0.244366	58	328808	63	12	12	2.76232	2.90865	-0.00636071	2.81784	3	3	9	0
38	3262223	11071	0.145291	0.275751	59	3273294	397	2	1	0.0869565	0.0344828	0.00206337	0.0607196	1	2	0	0
39	19667	301786	0.436003	0.396387	1015	321453	13	5	6	1.11594	0.801573	0.0456293	1.003	2	1	4	0
40	2886	43935	0.485548	0.0362119	80	46821	351	352	357	82.0029	78.516	0.00973125	81.0382	68	63	289	0
41	20410	73019	0.312136	0.0864766	24	93429	351	135	116	30.9932	29.5771	0.0280295	31.1529	17	36	99	0
42	2046783	333695	0.277818	0.0482607	1033	2380478	182	4	6	0.975845	0.954628	0.00957991	0.974513	2	0	4	0
43	1351651	75411	0.21374	0.0841597	2234	1427062	115	5	6	1.55652	1.52269	-0.0127029	1.52024	2	1	4	0
44	4169	25542	0.298641	0.389003	80	29711	130	251	246	56.3662	57.0895	0.0103995	57.3261	45	50	201	0
45	16482	419119	0.443329	0.0427358	153	435601	2245	222	239	55.0106	53	0.00119495	54.0652	40	23	199	0
46	38257	3186	0.187772	0.161726	48	41443	967	232	184	38.7353	36.2777	0.0187392	38.2144	45	93	139	0
47	904913	4853	0.479728	0.0611309	217	909766	1534	83	85	17.0464	17.8796	0.00607733	17.572	14	12	71	0
48	1905798	172051	0.160741	0.0469996	28	2077849	78	1	1	0.371981	0.290381	-0.00588693	0.329085	0	0	1	0
49	12348	2585	0.361027	0.442812	59	14933	107	393	398	86.1556	80.8088	0.00334135	83.7489	74	69	324	0
50	5326	2833	0.157452	0.15041	931	8159	76	739	948	177.234	181.468	0.011021	181.362	313	104	635	0
51	422404	53669	0.48774	0.216687	368	476073	2019	166	175	37.6367	35.0411	0.000905195	36.3658	37	28	138	0
52	101387	1118	0.187077	0.16674	1808	102505	286	375	398	94.5527	95.0321	0.00492101	95.2624	63	40	335	0
53	3734	1096	0.399695	0.355829	1308	4830	2245	2897	3062	535.899	533.135	0.000821481	534.95	715	550	2347	0
54	608886	2726	0.328352	0.292918	2723	611612	20	7	15	2.77681	2.96189	0.0245565	2.94228	8	0	7	0
55	2183	133059	0.105527	0.471085	132	135242	72	47	59	11.3159	11.1839	0.00259377	11.2789	16	4	43	0
56	18119	128383	0.440037	0.312988	104	146502	2284	175	166	34.8821	33.8941	-0.00187639	34.3216	32	41	134	0
57	5758	225639	0.01448	0.304912	46	231397	38	14	15	4.89758	5.00363	0.00579895	4.97976	3	2	12	0
58	286311	2295	0.248094	0.0681088	18	288606	29	7	8	1.50242	1.43013	0.0337932	1.51724	2	1	6	0
59	9472	12733	0.478282	0.186367	118	22205	128	376	395	89.2058	86.7713	0.00584211	88.4993	72	53	323	0
60	152745	320864	0.380418	0.174752	1589	473609	484	80	86	18.3614	18.6733	0.000522541	18.5277	17	11	69	0
61	25983	64447	0.494557	0.382165	25	90430	470	60	56	12.0135	11.6975	0.00982554	11.9723	12	16	44	0
62	11329	1139	0.259298	0.331587	35	12468	441	336	298	70.6193	67.8409	0.0137282	70.1852	63	101	235	0
63	1507970	8445	0.102436	0.141985	49	1516415	211	6	6	1.14976	1.14943	0.00353836	1.15367	1	1	5	0
64	628100	2754	0.0130823	0.430775	533	630854	819	31	41	8.19614	8.9389	-0.00757106	8.5045	14	4	27	0
65	128088	64229	0.396065	0.0578723	838	192317	668	177	194	39.9758	41.7659	0.00262464	40.9828	42	25	152	0
66	3291847	3147	0.176691	0.182893	99	3294994	312	3	3	0.368116	0.509377	-0.0113891	0.434033	0	0	3	0
67	16781	7342	0.464422	0.106109	66	24123	266	507	514	114.15	112.001	0.00440603	113.57	94	87	420	0
68	361400	1872	0.191636	0.0475064	122	363272	431	62	54	14.3111	14.124	0.0195726	14.5007	5	13	49	0
69	2563	305318	0.0682482	0.322546	299	307881	23	32	39	7.82705	8.03267	0.00571941	7.97601	13	6	26	0
70	478042	3420	0.158487	0.311663	2205	481462	246	133	153	32.1517	33.1452	-0.00107906	32.6154	28	8	125	0
71	17043	400238	0.0460872	0.153189	118	417281	400	23	20	5.02899	4.24501	0.0178998	4.71889	4	7	16	0
72	1318786	111343	0.480046	0.0549294	35	1430129	340	19	18	4.52947	4.33212	0.00605552	4.45727	2	3	16	0
73	280890	180218	0.0132945	0.190537	505	461108	224	51	52	13.2899	12.5923	0.0114741	13.0892	10	9	42	0
74	1111	10081	0.176419	0.0844019	1851	11192	33	157	253	38.3585	40.4991	0.0295646	40.6387	125	29	128	0
75	10014	460431	0.0461945	0.0235024	489	470445	748	96	100	18.7179	17.5191	0.0111551	18.3193	28	24	72	0
76	511200	35153	0.180379	0.409492	22	546353	581	2	2	0.0869565	0.102238	0.00593606	0.0952024	2	2	0	0
77	4926575	203987	0.0371757	0.00109942	199	5130562	1635	14	12	2.70821	2.62976	0.0547348	2.82309	0	2	12	0
78	3277	98555	0.283899	0.483846	27	101832	88	26	25	5.42029	4.37205	0.003197	4.9093	5	6	20	0
79	11981	97921	0.0527693	0.134985	2425	109902	29	109	164	24.0386	27.5493	0.0530008	27.2571	72	17	92	0
80	2413847	112606	0.301717	0.136595	155	2526453	611	10	11	2.40966	2.66122	-0.00444101	2.52474	3	2	8	0
81	197134	463456	0.34199	0.478947	864	660590	65	22	25	6.01256	5.98367	0.00294217	6.01574	6	3	19	0
82	31730	310354	0.134007	0.0294483	2015	342084	57	13	15	2.63092	2.55838	0.0513267	2.73463	5	3	10	0
83	2588421	5514	0.133157	0.0414344	108	2593935	628	11	10	3.30531	3.64489	0.0241096	3.56222	1	2	9	0
84	1302900	23849	0.19165	0.4096	503	1326749	2403	32	30	7.58937	7.54628	0.011717	7.65742	5	7	25	0
85	2186	102160	0.444426	0.201432	45	104346	1021	136	128	29.8454	30.634	0.000812301	30.2661	22	30	106	0
86	63686	1593	0.293866	0.00772744	1589	65279	34	19	44	3.98841	5.0006	0.0249205	4.61319	29	4	15	0
87	49959	215554	0.236194	0.242464	279	265513	132	55	59	12.9372	13.4404	0.00348179	13.2361	13	9	46	0
88	19267	128351	0.177181	0.14317	49	147618	10	9	11	1.6657	1.76346	0.069139	1.84258	5	3	6	0
89	212621	2875	0.435647	0.100285	10	215496	457	42	25	9.1913	7.58923	0.0646743	8.96027	1	18	24	0
90	1309300	29644	0.200028	0.334263	89	1338944	248	9	6	2.44541	1.93769	0.0123337	2.21739	0	3	6	0
91	1352741	28903	0.22544	0.391543	84	1381644	151	5	4	0.718841	0.637629	-0.0129882	0.669415	0	1	4	0
92	25129	2408	0.460205	0.489988	847	27537	107	460	501	103.864	106.505	0.000592722	105.253	112	71	389	0
93	16889	65144	0.319556	0.0913651	15	82033	10	10	10	1.81353	1.66485	0.126523	1.98951	3	3	7	0
94	3824582	29838	0.172213	0.110164	119	3854420	548	6	8	1.86184	2.03267	0.0407249	2.03073	2	0	6	0
95	23808	358371	0.312057	0.402323	11	382179	104	5	6	0.77971	1.27526	0.0542381	1.08921	3	2	3	0
96	1894	7202	0.472106	0.246206	38	9096	25	202	219	48.3507	49.8028	0.0275101	50.4708	54	37	165	0
97	299830	66454	0.0710461	0.0858164	101	366284	45	14	19	3.39903	4.20992	0.037348	3.95577	6	1	13	0
98	394706	1672	0.412798	0.325484	1286	396378	56	25	24	6.0029	5.84574	0.00346515	5.94453	4	5	20	0
99	5081	262416	0.460646	0.297706	26	267497	2563	40	34	8.77391	9.03872	0.0139332	9.03298	2	8	32	0
100	30579	26733	0.29856	0.479234	117	57312	32	90	107	21.1082	22.51	0.0163502	22.1762	27	10	80	0
1	424849	453661	0.335765	0.17596	1401	878510	1080	107	115	22.6039	23.2989	0.00631053	23.099	21	13	94	0
2	73909	19286	0.460612	0.0794142	14	93195	62	48	44	10.9517	10.8899	0.040445	11.3808	5	9	39	0
3	37798	476897	0.354986	0.0609761	12	514695	10	2	1	0.0869565	0.0344828	-0.0110602	0.05997	0	1	1	0
4	24171	8541	0.269439	0.444693	318	32712	30	178	227	39.0628	40.3612	0.0213203	40.5817	74	25	153	0
5	37600	15309	0.0637334	0.0914211	10	52909	302	59	22	7.64251	4.68542	0.110853	6.90405	6	43	16	0
6	1207	173604	0.0301459	0.309571	57	174811	2646	14	9	2.76715	2.49123	-0.00129328	2.62519	1	6	8	0
7	7118	11406	0.450963	0.133428	1562	18524	168	384	429	83.8541	83.957	0.000238007	83.9258	111	66	318	0
8	40510	7734	0.22419	0.47851	1969	48244	1750	1692	1752	376.062	375.614	-0.00127313	375.359	307	247	1445	0
9	328499	435069	0.326204	0.0841396	853	763568	359	28	32	6.84058	6.64912	0.00464825	6.77586	8	4	24	0
10	901172	238286	0.46203	0.0261936	333	1139458	1587	49	52	10.458	10.7671	0.00574535	10.6747	10	7	42	0
11	2144	2024	0.287158	0.327184	142	4168	251	2025	2056	454.151	452.512	0.00401064	455.153	356	325	1700	0
12	130342	1830	0.272004	0.376476	37	132172	20	14	15	3.13043	3.03932	0.000984393	3.08771	2	1	13	0
13	79415	11741	0.346391	0.185299	70	91156	2656	229	224	48.2957	48.2123	0.00792896	48.6394	46	51	178	0
14	903897	29593	0.257513	0.0375398	47	933490	18	0	1	0	0.130672	0.0436514	0.0689655	1	0	0	0
15	1933475	283393	0.12774	0.202962	595	2216868	679	36	30	8.54686	7.79371	0.00779141	8.23238	2	8	28	0
16	2612901	2287	0.42386	0.0744872	90	2615188	753	14	22	4.46087	4.97943	0.00498473	4.74513	8	0	14	0
17	28159	1268	0.318221	0.0388908	1951	29427	2223	1661	1759	348.855	347.413	0.00155014	348.671	352	254	1407	0
18	1166311	2316	0.231296	0.288664	490	1168627	449	31	34	5.67536	6.32789	0.000354185	6.00525	8	5	26	0
19	1000	252673	0.312636	0.259068	131	253673	1472	84	79	16.2686	15.288	-1.21585e-05	15.7759	12	17	67	0
20	236748	381319	0.132888	0.212671	445	618067	568	69	66	15.1111	15.0611	-0.00202757	15.0555	9	12	57	0
21	527396	27544	0.230414	0.233113	642	554940	50	16	23	3.85797	4.19177	0.0280679	4.14243	10	3	13	0
22	3575	10501	0.466897	0.0577276	14	14076	469	950	757	203.478	187.217	0.0308761	201.504	79	272	678	0
23	2600	284018	0.459928	0.498446	1889	286618	97	46	51	11.5961	11.1615	0.00531699	11.4385	14	9	37	0
24	2301	327769	0.321435	0.41507	103	330070	10	6	11	0.6657	1.53539	0.0255218	1.13268	6	1	5	0
25	1205	11300	0.336186	0.190746	473	12505	17	98	179	21.3092	23.9425	0.0482054	23.7856	96	15	83	0
26	894030	1087	0.0522258	0.260493	15	895117	41	1	0	0.0850242	0	0.0299785	0.0434783	0	1	0	0
27	113106	304320	0.107684	0.23285	24	417426	50	5	5	1.04251	1.00302	-0.0135914	1.009	1	1	4	0
28	750786	1525	0.123658	0.397566	26	752311	125	4	4	1.01836	1.27586	0.00319878	1.15142	1	1	3	0
29	345932	4776	0.142015	0.442142	1217	350708	249	150	164	33.2522	34.9522	0.000143037	34.1109	30	16	134	0
30	63359	89079	0.214566	0.469921	72	152438	154	29	34	7.2	7.68905	-0.00296563	7.42354	8	3	26	0
31	2769	4162	0.0815332	0.234046	57	6931	887	452	383	81.1256	75.5711	0.0108262	79.1897	105	174	278	0
32	199205	1316	0.330842	0.0623627	2221	200521	150	47	46	11.2783	11.1391	0.00512797	11.2661	8	9	38	0
33	15504	192256	0.324011	0.379292	24	207760	1239	17	13	3.39903	3.00605	0.022584	3.27511	2	6	11	0
34	187312	6429	0.480546	0.366264	157	193741	30	16	21	3.89179	4.41682	0.0070376	4.18516	9	4	12	0
35	3029	34193	0.425215	0.318179	15	37222	52	62	56	11.7884	12.1458	0.0153802	12.1552	11	17	45	0
36	281097	23926	0.129212	0.0453213	263	305023	492	92	101	19.9198	19.8699	0.00155751	19.9258	22	13	79	0
37	2813	325995	0.209987	0.244366	58	328808	63	18	17	4.02029	3.93466	0.00699049	4.00525	3	4	14	0
38	3262223	11071	0.145291	0.275751	59	3273294	397	1	1	0.486957	0.486993	-0.0198189	0.477511	0	0	1	0
39	19667	301786	0.436003	0.396387	1015	321453	13	4	7	1.17778	1.37689	0.00430398	1.28336	3	0	4	0
40	2886	43935	0.485548	0.0362119	80	46821	351	327	333	77.6609	78.6812	0.0134871	79.2429	52	46	281	0
41	20410	73019	0.312136	0.0864766	24	93429	351	133	116	33.0203	30.5535	0.0419821	33.1679	19	36	97	0
42	2046783	333695	0.277818	0.0482607	1033	2380478	182	1	4	0.124638	0.426497	0.0138077	0.28036	3	0	1	0
43	1351651	75411	0.21374	0.0841597	2234	1427062	115	5	10	1.61739	1.69873	0.0154899	1.68441	5	0	5	0
44	4169	25542	0.298641	0.389003	80	29711	130	240	241	49.0657	49.2626	0.00878577	49.6004	51	50	190	0
45	16482	419119	0.443329	0.0427358	153	435601	2245	204	214	44.4251	45.2601	0.000374008	44.8613	47	37	167	0
46	38257	3186	0.187772	0.161726	48	41443	967	227	177	42.4213	38.6467	0.0134854	41.0765	25	75	152	0
47	904913	4853	0.479728	0.0611309	217	909766	1534	79	85	17.0425	17.3273	0.00102233	17.2031	21	15	64	0
48	1905798	172051	0.160741	0.0469996	28	2077849	78	3	3	0.672464	0.692075	0.166252	0.818591	1	1	2	0
49	12348	2585	0.361027	0.442812	59	14933	107	353	376	78.9188	80.8191	0.00921218	80.6169	77	54	299	0
50	5326	2833	0.157452	0.15041	931	8159	76	793	980	183.563	189.724	0.0151114	189.527	315	128	665	0
51	422404	53669	0.48774	0.216687	368	476073	2019	146	154	32.1411	32.343	-0.00122143	32.2031	27	19	127	0
52	101387	1118	0.187077	0.16674	1808	102505	286	355	402	91.6406	92.7502	0.00301359	92.4768	85	38	317	0
53	3734	1096	0.399695	0.355829	1308	4830	2245	2987	3131	538.292	526.089	-0.000789032	531.744	734	590	2397	0
54	608886	2726	0.328352	0.292918	2723	611612	20	5	6	1.53333	1.88506	0.0203214	1.74588	1	0	5	0
55	2183	133059	0.105527	0.471085	132	135242	72	62	61	14.1053	13.4217	0.00432825	13.8216	12	13	49	0
56	18119	128383	0.440037	0.312988	104	146502	2284	143	144	32.2068	32.6546	0.00638281	32.6402	29	28	115	0
57	5758	225639	0.01448	0.304912	46	231397	38	5	7	0.757488	0.908046	0.0102549	0.841829	6	4	1	0
58	286311	2295	0.248094	0.0681088	18	288606	29	2	1	0.0869565	0.160315	0.0439576	0.129685	1	2	0	0
59	9472	12733	0.478282	0.186367	118	22205	128	360	397	80.886	80.7816	0.00859723	81.5345	87	50	310	0
60	152745	320864	0.380418	0.174752	1589	473609	484	83	83	17.1556	17.8137	-0.00233554	17.4453	15	15	68	0
61	25983	64447	0.494557	0.382165	25	90430	470	60	51	13.2058	12.5384	0.0207436	13.1424	8	17	43	0
62	11329	1139	0.259298	0.331587	35	12468	441	355	313	74.7488	71.0436	0.00917448	73.5607	62	104	251	0
63	1507970	8445	0.102436	0.141985	49	1516415	211	10	7	1.68889	1.60859	0.0129727	1.67016	2	5	5	0
64	628100	2754	0.0130823	0.430775	533	630854	819	37	44	6.857	6.53358	0.00128542	6.70315	14	7	30	0
65	128088	64229	0.396065	0.0578723	838	192317	668	170	178	41.3179	40.7568	0.00433014	41.2144	28	20	150	0
66	3291847	3147	0.176691	0.182893	99	3294994	312	6	5	1.50242	1.43436	-0.0101477	1.45352	0	1	5	0
67	16781	7342	0.464422	0.106109	66	24123	266	496	522	115.21	115.16	0.0123312	116.623	100	74	422	0
68	361400	1872	0.191636	0.0475064	122	363272	431	62	58	10.2087	10.2039	0.0024057	10.2309	12	16	46	0
69	2563	305318	0.0682482	0.322546	299	307881	23	29	39	8.78357	9.05626	0.0360652	9.25487	12	2	27	0
70	478042	3420	0.158487	0.311663	2205	481462	246	133	141	31.5488	29.9667	0.00199912	30.8156	29	21	112	0
71	17043	400238	0.0460872	0.153189	118	417281	400	21	14	4.09275	3.47126	0.0197529	3.85607	2	9	12	0
72	1318786	111343	0.480046	0.0549294	35	1430129	340	10	8	2.29758	2.14338	0.0115089	2.24588	1	3	7	0
73	280890	180218	0.0132945	0.190537	505	461108	224	48	52	11.2628	10.8923	0.0101784	11.1904	14	10	38	0
74	1111	10081	0.176419	0.0844019	1851	11192	33	132	238	28.5507	35.1283	0.0276219	32.7699	136	30	102	0
75	10014	460431	0.0461945	0.0235024	489	470445	748	90	101	21.3865	22.4035	0.0086316	22.0885	22	11	79	0
76	511200	35153	0.180379	0.409492	22	546353	581	3	3	0.441546	0.136721	0.067575	0.308096	3	3	0	0
77	4926575	203987	0.0371757	0.00109942	199	5130562	1635	15	13	3.09082	2.77798	0.0679201	3.14618	2	4	11	0
78	3277	98555	0.283899	0.483846	27	101832	88	34	20	4.95266	3.47913	0.0449844	4.40705	2	16	18	0
79	11981	97921	0.0527693	0.134985	2425	109902	29	99	165	23.8184	25.8554	0.0646845	26.5675	78	12	87	0
80	2413847	112606	0.301717	0.136595	155	2526453	611	14	13	3.73623	3.63037	0.0136332	3.73388	1	2	12	0
81	197134	463456	0.34199	0.478947	864	660590	65	17	24	3.70145	4.11313	-0.000299434	3.90705	10	3	14	0
82	31730	310354	0.134007	0.0294483	2015	342084	57	10	22	2.41836	3.219	0.023365	2.88906	13	1	9	0
83	2588421	5514	0.133157	0.0414344	108	2593935	628	14	13	3.25507	3.32244	0.0138283	3.33508	2	3	11	0
84	1302900	23849	0.19165	0.4096	503	1326749	2403	28	35	6.22319	7.17604	0.00318837	6.72339	9	2	26	0
85	2186	102160	0.444426	0.201432	45	104346	1021	151	133	28.2097	25.7532	0.0162733	27.4198	28	46	105	0
86	63686	1593	0.293866	0.00772744	1589	65279	34	17	32	3.77778	4.0127	0.00268457	3.9063	20	5	12	0
87	49959	215554	0.236194	0.242464	279	265513	132	46	50	11.6821	11.2892	0.000479493	11.4903	13	9	37	0
88	19267	128351	0.177181	0.14317	49	147618	10	6	12	1.4029	1.83364	0.083947	1.76987	7	1	5	0
89	212621	2875	0.435647	0.100285	10	215496	457	53	40	10.8	8.67211	0.0361274	10.0915	5	18	35	0
90	1309300	29644	0.200028	0.334263	89	1338944	248	9	9	1.57778	1.29522	-0.0103666	1.42129	2	2	7	0
91	1352741	28903	0.22544	0.391543	84	1381644	151	4	7	1.54493	1.62311	-0.0149996	1.56072	3	0	4	0
92	25129	2408	0.460205	0.489988	847	27537	107	531	571	119.613	117.351	0.00702691	119.314	112	72	459	0
93	16889	65144	0.319556	0.0913651	15	82033	10	8	13	1.70048	2.48034	0.0528541	2.21139	6	1	7	0
94	3824582	29838	0.172213	0.110164	119	3854420	548	4	4	0.409662	0.410768	0.00322309	0.411544	1	1	3	0
95	23808	358371	0.312057	0.402323	11	382179	104	6	3	0.904348	0.869933	0.0632009	0.946777	0	3	3	0
96	1894	7202	0.472106	0.246206	38	9096	25	202	256	48.999	51.4065	0.0200085	51.2361	83	29	173	0
97	299830	66454	0.0710461	0.0858164	101	366284	45	11	11	3.11014	3.01089	0.0663467	3.27736	1	1	10	0
98	394706	1672	0.412798	0.325484	1286	396378	56	25	27	5.08696	5.44465	0.00806436	5.3096	6	4	21	0
99	5081	262416	0.460646	0.297706	26	267497	2563	29	28	5.46763	5.30551	0.0105946	5.44378	6	7	22	0
100	30579	26733	0.29856	0.479234	117	57312	32	98	118	22.8715	24.5269	0.015758	24.084	32	12	86	0
1	424849	453661	0.335765	0.17596	1401	878510	1080	98	99	21.4425	20.0012	0.00352564	20.7916	17	16	82	0
2	73909	19286	0.460612	0.0794142	14	93195	62	39	37	10.8744	9.62492	0.0431879	10.7061	5	7	32	0
3	37798	476897	0.354986	0.0609761	12	514695	10	1	2	0.124638	0.276467	0.0760552	0.218141	1	0	1	0
4	24171	8541	0.269439	0.444693	318	32712	30	209	255	47.57	50.8838	0.0143258	49.9528	71	25	184	0
5	37600	15309	0.0637334	0.0914211	10	52909	302	67	25	7.31111	4.99637	0.100805	6.82309	8	50	17	0
6	1207	173604	0.0301459	0.309571	57	174811	2646	19	10	3.55362	3.23351	-1.13981e-05	3.3928	0	9	10	0
7	7118	11406	0.450963	0.133428	1562	18524	168	432	480	98.0522	98.781	0.000236438	98.4415	108	60	372	0
8	40510	7734	0.22419	0.47851	1969	48244	1750	1741	1814	387.299	388.688	-0.000959272	387.624	333	260	1481	0
9	328499	435069	0.326204	0.0841396	853	763568	359	37	37	7.257	7.79371	-0.000938454	7.51949	7	7	30	0
10	901172	238286	0.46203	0.0261936	333	1139458	1587	69	73	16.9459	16.8288	-0.00304512	16.8358	14	10	59	0
11	2144	2024	0.287158	0.327184	142	4168	251	1879	1942	425.528	423.606	0.00530817	426.828	370	307	1572	0
12	130342	1830	0.272004	0.376476	37	132172	20	9	12	1.71401	1.79794	0.0189085	1.7901	6	3	6	0
13	79415	11741	0.346391	0.185299	70	91156	2656	237	205	51.1401	47.7998	0.00468256	49.6942	32	64	173	0
14	903897	29593	0.257513	0.0375398	47	933490	18	1	4	0.502415	0.644888	-0.0126287	0.566717	3	0	1	0
15	1933475	283393	0.12774	0.202962	595	2216868	679	20	22	5.25024	5.72414	-0.00181743	5.47826	3	1	19	0
16	2612901	2287	0.42386	0.0744872	90	2615188	753	8	9	1.66667	1.46521	0.00319519	1.57046	4	3	5	0
17	28159	1268	0.318221	0.0388908	1951	29427	2223	1621	1733	343.139	344.133	-0.000239066	343.556	380	268	1353	0
18	1166311	2316	0.231296	0.288664	490	1168627	449	24	26	6.18647	5.77798	-0.00430273	5.95577	6	4	20	0
19	1000	252673	0.312636	0.259068	131	253673	1472	89	97	21.3362	21.8506	0.0112036	21.8396	20	12	77	0
20	236748	381319	0.132888	0.212671	445	618067	568	53	60	12.0048	12.3116	0.0156975	12.3531	14	7	46	0
21	527396	27544	0.230414	0.233113	642	554940	50	14	12	3.26667	2.67998	0.00415745	2.98426	2	4	10	0
22	3575	10501	0.466897	0.0577276	14	14076	469	932	762	204.975	189.898	0.0328125	204.07	96	266	666	0
23	2600	284018	0.459928	0.498446	1889	286618	97	55	53	13.172	12.9347	0.00841329	13.1634	9	11	44	0
24	2301	327769	0.321435	0.41507	103	330070	10	6	4	1.23865	1.16213	0.023214	1.22864	1	3	3	0
25	1205	11300	0.336186	0.190746	473	12505	17	100	165	23.9536	26.5396	0.0264401	25.9423	84	19	81	0
26	894030	1087	0.0522258	0.260493	15	895117	41	1	1	0.124638	0.266788	0.019763	0.20015	0	0	1	0
27	113106	304320	0.107684	0.23285	24	417426	50	6	8	1.49952	1.1343	0.0475901	1.38081	4	2	4	0
28	750786	1525	0.123658	0.397566	26	752311	125	2	1	0.209662	0.160315	-0.00673406	0.183658	0	1	1	0
29	345932	4776	0.142015	0.442142	1217	350708	249	158	164	36.1604	36.2831	0.00489647	36.4003	27	21	137	0
30	63359	89079	0.214566	0.469921	72	152438	154	30	28	7.20386	6.66243	0.00784774	6.98651	5	7	23	0
31	2769	4162	0.0815332	0.234046	57	6931	887	473	362	92.3324	84.8711	0.0071324	89.2181	66	177	296	0
32	199205	1316	0.330842	0.0623627	2221	200521	150	32	44	6.73237	6.92619	0.0252255	7.00675	20	8	24	0
