Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
93	1262	21713	18	22975	967	970	18	216.121	2.56866	0.980479	4970.03	18	970	0	4749
94	54314	4694	1660	59008	14	5	1005	1.3913	215.485	0.842379	755.761	1005	5	0	535
95	7788	111469	13	119257	1326	292	3	71.4	0.136721	0.994398	5640.87	3	292	0	5569
96	400538	1591	16	402129	2842	169	0	27.0647	0	0.601872	31.5217	0	169	0	14
97	2178	214596	2368	216774	879	95	267	22.1063	54.5898	0.993151	5875.99	267	95	0	5801
98	15975	4537	10	20512	134	233	15	52.8754	4.21355	0.986397	1890.7	15	233	0	1832
99	7583	263179	1442	270762	537	55	158	11.5749	34.1881	0.996024	6088.56	158	55	0	6042
100	100774	11312	22	112086	29	7	8	1.68213	1.35572	0.998385	928.652	8	7	0	925
1	9467	3228	1198	12695	34	72	2076	18.4415	440.635	0.854182	1720.58	2076	72	0	1263
2	6959	27949	21	34908	80	52	19	13.2155	3.15547	0.998613	5474.85	19	52	0	5459
3	2885457	1399	873	2886856	49	0	13	0	3.82456	0.800881	10.5172	13	0	0	5
4	27503	156011	524	183514	13	3	82	0.952657	16.0218	0.99834	5645.32	82	3	0	5629
5	2845	72381	603	75226	15	5	220	0.864734	45.7199	0.995728	6067.45	220	5	0	6019
6	107552	82948	387	190500	88	11	70	2.03768	15.686	0.997137	3375.42	70	11	0	3358
7	1888162	13099	18	1901261	57	1	0	0.263768	0	0.998127	62.1522	0	1	0	62
8	976985	35953	204	1012938	25	2	7	0.661836	1.32244	0.99693	335.795	7	2	0	334
9	581285	9038	1753	590323	1661	119	135	25.7681	25.3551	0.829691	149.97	135	119	0	99
10	2215187	375451	44	2590638	1883	27	2	5.65411	0.324864	0.997983	1326.89	2	27	0	1318
11	217691	64923	760	282614	36	4	110	1.04444	24.3672	0.992829	1961.76	110	4	0	1937
12	954133	2267	2482	956400	420	16	98	4.35362	24.9964	0.629955	41.7714	98	16	0	15
13	26941	193009	144	219950	1509	194	23	46.3246	5.22142	0.995772	5526.51	23	194	0	5475
14	304127	5117	122	309244	34	7	14	1.30048	2.3533	0.988541	164.778	14	7	0	162
15	42877	126009	59	168886	81	16	14	4.57198	2.6582	0.999315	5114.03	14	16	0	5107
16	216702	173524	18	390226	58	3	0	1.31401	0	0.999837	3561.22	0	3	0	3560
17	36386	1151	196	37537	569	484	176	105.033	40.5892	0.752546	282.566	176	484	0	149
18	1062	38447	16	39509	656	469	16	108.128	2.93285	0.991414	5752.5	16	469	0	5645
19	13123	139304	319	152427	40	10	59	2.1256	11.5487	0.998778	6048.3	59	10	0	6034
20	1401	194247	2180	195648	66	9	295	2.35942	65.0998	0.993778	6010.42	295	9	0	5947
21	3962672	106096	2906	4068768	192	1	25	0.0434783	4.40653	0.989388	233.608	25	1	0	229
22	3128235	1605	14	3129840	172	2	0	0.128502	0	0.986029	4.06522	0	2	0	4
23	2807970	4445	84	2812415	12	0	2	0	0.610405	0.976363	14.3966	2	0	0	14
24	3179133	2916	1155	3182049	26	0	19	0	3.44949	0.853144	12.931	19	0	0	10
25	23211	2919	342	26130	91	108	477	21.63	101.21	0.931972	967.173	477	108	0	841
26	2190	47363	578	49553	148	90	336	19.3749	70.9752	0.991609	5742.36	336	90	0	5652
27	1711613	71963	1557	1783576	1417	29	35	6.06087	7.20871	0.98257	384.454	35	29	0	371
28	14978	4347	24	19325	26	47	44	12.0406	8.51543	0.995011	2018.64	44	47	0	1999
29	1346535	213686	2882	1560221	99	3	70	1.35072	16.5172	0.991927	1216.32	70	3	0	1196
30	1843925	8780	151	1852705	138	5	2	1.01932	0.537205	0.982518	42.9243	2	5	0	41
31	261102	291388	16	552490	12	2	2	0.627053	0.561404	0.99985	3937.08	2	2	0	3936
32	67826	460337	11	528163	210	6	2	1.05121	0.688445	0.999853	5779.51	2	6	0	5778
33	2534600	4907	77	2539507	118	4	0	0.654106	0	0.983351	17.3696	0	4	0	17
34	91315	111097	27	202412	1406	206	4	45.6541	0.422868	0.994886	3987.44	4	206	0	3943
35	2218291	3375	199	2221666	258	5	2	0.764251	0.366606	0.969349	17.7069	2	5	0	16
36	5187	1167	11	6354	158	808	52	184.671	10.2807	0.93542	1360.39	52	808	0	1177
37	147947	303578	2248	451525	1686	130	160	32.9556	38.1464	0.992273	4639.92	160	130	0	4571
38	319664	50980	23	370644	105	15	2	3.26377	0.808227	0.998466	1233.6	2	15	0	1230
39	8567	16943	11	25510	2076	1599	7	360.717	2.14761	0.948597	3139.55	7	1599	0	2786
40	2165	2202	54	4367	36	233	401	53.1671	88.686	0.978539	3400.31	401	233	0	3265
41	790981	393650	70	1184631	56	4	3	0.950725	0.833636	0.999665	2643.39	3	4	0	2642
42	1444	410300	23	411744	1161	81	3	16.2976	0.203267	0.99884	6296.58	3	81	0	6282
43	10536	31827	132	42363	2215	1242	57	278.373	12.098	0.966813	3919.39	57	1242	0	3636
44	307180	17073	59	324253	146	16	7	3.99614	1.05505	0.995367	507.934	7	16	0	503
45	278331	33868	10	312199	599	92	2	23.5768	0.575923	0.989291	1002.68	2	92	0	979
46	2061026	4201	38	2065227	46	1	0	0.0434783	0	0.999263	26.0217	0	1	0	26
47	55926	3783	16	59709	336	217	11	56.5005	1.10042	0.955163	572.786	11	217	0	514
48	440501	31836	597	472337	530	42	49	9.36618	13.144	0.981581	622.918	49	42	0	602
49	2513616	18043	19	2531659	2355	44	0	9.62995	0	0.936174	67.1087	0	44	0	58
50	20107	21382	26	41489	617	469	20	107.335	5.24319	0.986036	3606.85	20	469	0	3501
51	9062	37147	1661	46209	1419	621	820	141.532	171.995	0.960929	4056.42	820	621	0	3746
52	530793	143919	27	674712	101	6	0	1.13527	0	0.999722	1800.76	0	6	0	1800
53	4322579	1672	1242	4324251	376	1	7	0.263768	1.5366	0.77647	4.2901	7	1	0	2
54	33499	132777	180	166276	94	16	33	4.49275	6.19298	0.998997	5425.74	33	16	0	5415
55	1433	70371	29	71804	1110	381	9	86.7246	1.61827	0.993325	5872.33	9	381	0	5784
56	189553	390551	435	580104	62	4	26	0.922705	5.89111	0.999221	4745.93	26	4	0	4739
57	12654	93645	13	106299	102	21	3	4.98647	0.996975	0.999532	5893.47	3	21	0	5886
58	460249	3528	54	463777	45	10	10	2.51594	1.35995	0.97084	64.1934	10	10	0	60
59	144493	2617	1448	147110	11	3	389	0.422222	81.7586	0.806374	232.325	389	3	0	153
60	1067449	6590	774	1074039	174	5	30	0.899517	6.50756	0.932042	59.0345	30	5	0	52
61	4321	1225	115	5546	399	1570	485	347.244	109.557	0.823972	1231.54	485	1570	0	778
62	3027239	2649	12	3029888	94	1	0	0.507246	0	0.973718	8.54348	0	1	0	8
63	4163	15545	1766	19708	185	174	1708	39.2976	368.981	0.939615	3683.13	1708	174	0	3294
64	722535	74431	114	796966	16	0	10	0	2.31942	0.998463	843.345	10	0	0	840
65	4906261	1131	2939	4907392	37	0	25	0	5.46763	0.660463	8.68966	25	0	0	2
66	4249751	29017	393	4278768	38	0	5	0	1.63218	0.984205	57.6552	5	0	0	56
67	2340208	19118	32	2359326	68	1	1	0.371981	0.0344828	0.996956	60.2564	1	1	0	60
68	1341859	1205	77	1343064	11	0	3	0	1.03509	0.949199	11.3276	3	0	0	10
69	81715	3924	1886	85639	206	69	828	17.0077	187.503	0.793709	534.66	828	69	0	335
70	4930	9188	1633	14118	204	237	1992	57.3565	435.523	0.908681	2920.87	1992	237	0	2433
71	513074	5554	104	518628	14	1	9	0.0434783	1.08227	0.994302	109.453	9	1	0	108
72	6624	7792	346	14416	158	326	679	72.8203	150.043	0.966761	3484.71	679	326	0	3266
73	7986	5982	1063	13968	41	64	1791	15.5401	387.161	0.909694	2450.71	1791	64	0	2071
74	49391	11945	22	61336	962	523	10	115.195	2.40956	0.963488	1435.15	10	523	0	1317
75	80830	158162	635	238992	387	46	70	11.201	13.5408	0.997294	4621.85	70	46	0	4598
76	3854441	30549	174	3884990	104	0	7	0	2.30369	0.985312	87.5172	7	0	0	85
77	418726	2555	17	421281	18	2	2	0.956522	0.165154	0.989881	50.8688	2	2	0	50
78	55457	62751	142	118208	51	18	41	3.60966	7.56564	0.998557	4034.53	41	18	0	4024
79	741300	9146	107	750446	721	32	9	9.03575	1.8167	0.95858	121.16	9	32	0	109
80	2045	151170	16	153215	27	6	3	2.12947	0.329099	0.999821	6269.13	3	6	0	6267
81	3529238	29505	321	3558743	46	0	6	0	1.7199	0.986892	73.2241	6	0	0	72
82	1676	9869	190	11545	118	242	438	54.5729	100.506	0.983918	4987.02	438	242	0	4839
83	77768	100870	116	178638	105	19	21	5.18744	6.268	0.998633	4235.46	21	19	0	4224
84	1884378	102544	14	1986922	1689	37	0	7.69275	0	0.992862	475.913	0	37	0	467
85	70712	5199	403	75911	2715	974	156	212.187	32.15	0.777072	510.694	156	974	0	283
86	8149	1068	93	9217	12	51	398	12.1739	87.8373	0.949608	1076.38	398	51	0	978
87	16446	40988	383	57434	2591	1062	180	235.2	40.8191	0.966907	3835.82	180	1062	0	3559
88	17860	9335	50	27195	11	9	65	1.7942	14.4694	0.996856	2822.76	65	9	0	2807
89	13271	111453	33	124724	17	6	9	1.21739	1.27344	0.999788	5880.32	9	6	0	5878
90	287773	9100	72	296873	14	1	7	0.162319	1.46945	0.996895	287.449	7	1	0	286
91	255805	3462	133	259267	629	100	17	22.9768	3.82638	0.89594	119.045	17	100	0	91
92	35674	12388	1656	48062	115	76	1029	15.5749	228.12	0.932571	1980.44	1029	76	0	1750
93	1262	21713	18	22975	967	986	21	220.457	4.40835	0.979551	4888.97	21	986	0	4673
94	54314	4694	1660	59008	14	11	1007	3.03478	226.011	0.845928	815.828	1007	11	0	586
95	7788	111469	13	119257	1326	288	3	60.2329	0.325469	0.995421	5846.59	3	288	0	5784
96	400538	1591	16	402129	2842	180	2	29.3932	0.0689655	0.621173	35.991	2	180	0	17
97	2178	214596	2368	216774	879	100	289	23.5082	60.2214	0.992467	5842.16	289	100	0	5758
98	15975	4537	10	20512	134	248	20	52.0087	3.55656	0.986323	1825.64	20	248	0	1773
99	7583	263179	1442	270762	537	56	159	13.5884	31.6388	0.996118	6098.17	159	56	0	6054
100	100774	11312	22	112086	29	6	9	2.13237	1.97096	0.997723	896.78	9	6	0	893
1	9467	3228	1198	12695	34	62	2020	16.6647	439.266	0.852456	1689.65	2020	62	0	1232
2	6959	27949	21	34908	80	61	22	13.0792	5.76891	0.998323	5362.05	22	61	0	5344
3	2885457	1399	873	2886856	49	0	13	0	3.20811	0.784952	8.15517	13	0	0	4
4	27503	156011	524	183514	13	1	92	0.0850242	19.006	0.998126	5685.78	92	1	0	5665
5	2845	72381	603	75226	15	7	228	1.2599	48.7677	0.995353	5981.79	228	7	0	5935
6	107552	82948	387	190500	88	14	64	4.02415	14.6267	0.996996	3311.05	64	14	0	3291
7	1888162	13099	18	1901261	57	2	1	0.499517	0.0344828	0.99585	57.7781	1	2	0	57
8	976985	35953	204	1012938	25	0	10	0	1.61162	0.99733	337.276	10	0	0	335
9	581285	9038	1753	590323	1661	113	123	26.7324	26.1857	0.842868	168.214	123	113	0	114
10	2215187	375451	44	2590638	1883	29	1	6.81353	0.435572	0.99754	1321.44	1	29	0	1314
11	217691	64923	760	282614	36	6	110	2.11981	26.9328	0.991994	1995.3	110	6	0	1964
12	954133	2267	2482	956400	420	17	93	4.24058	20.7181	0.752805	53.473	92	16	1	26
13	26941	193009	144	219950	1509	164	25	38.4029	5.37629	0.996494	5690.82	25	164	0	5645
14	304127	5117	122	309244	34	8	20	1.89758	4.34483	0.97871	153.226	20	8	0	148
15	42877	126009	59	168886	81	19	17	4.05507	4.57532	0.99917	5236.26	17	19	0	5229
16	216702	173524	18	390226	58	2	1	0.925604	0.0677556	0.999874	3536.82	1	2	0	3536
17	36386	1151	196	37537	569	522	179	109.672	36.435	0.747467	276.366	179	522	0	140
18	1062	38447	16	39509	656	444	11	100.687	2.8052	0.991905	5686.6	11	444	0	5584
19	13123	139304	319	152427	40	7	57	1.18841	13.3799	0.998653	5937.29	57	7	0	5921
20	1401	194247	2180	195648	66	6	330	1.11401	69.3339	0.993446	5982.86	330	6	0	5910
21	3962672	106096	2906	4068768	192	1	26	0.0850242	6.04598	0.986298	248.975	26	1	0	244
22	3128235	1605	14	3129840	172	5	0	0.571981	0	0.952135	5.30435	0	5	0	5
23	2807970	4445	84	2812415	12	1	0	0.0434783	0	0.999042	20.0217	0	1	0	20
24	3179133	2916	1155	3182049	26	0	19	0	5.12341	0.812956	15.0172	19	0	0	10
25	23211	2919	342	26130	91	114	502	27.4242	109.879	0.926124	990.267	502	114	0	857
26	2190	47363	578	49553	148	89	312	19.7923	66.4223	0.992014	5738.59	312	89	0	5654
27	1711613	71963	1557	1783576	1417	22	36	3.95362	7.66062	0.984967	400.594	36	22	0	390
28	14978	4347	24	19325	26	56	56	12.8039	12.5632	0.993355	1906.67	56	56	0	1881
29	1346535	213686	2882	1560221	99	2	61	0.708213	12.6564	0.994075	1245.79	61	2	0	1230
30	1843925	8780	151	1852705	138	2	6	0.643478	0.722928	0.986352	50.3966	6	2	0	49
31	261102	291388	16	552490	12	0	0	0	0	1	3950	0	0	0	3950
32	67826	460337	11	528163	210	7	0	1.03478	0	0.999921	5807.72	0	7	0	5807
33	2534600	4907	77	2539507	118	1	0	0.162319	0	0.996433	20.087	0	1	0	20
34	91315	111097	27	202412	1406	238	6	52.1623	1.09135	0.9941	4006.45	6	238	0	3954
35	2218291	3375	199	2221666	258	4	5	0.985507	1.50212	0.928873	17.8853	5	4	0	15
36	5187	1167	11	6354	158	785	55	173.607	12.1246	0.936503	1322.06	55	785	0	1141
37	147947	303578	2248	451525	1686	127	165	27.0696	34.7731	0.993214	4622.87	165	127	0	4566
38	319664	50980	23	370644	105	10	0	2.25024	0	0.999166	1191.15	0	10	0	1189
39	8567	16943	11	25510	2076	1721	10	389.14	2.09135	0.94461	3142.46	10	1721	0	2751
40	2165	2202	54	4367	36	216	394	42.43	83.0139	0.981105	3443.53	394	216	0	3314
41	790981	393650	70	1184631	56	0	2	0	0.346642	0.99993	2758.19	2	0	0	2758
42	1444	410300	23	411744	1161	81	0	19.9024	0	0.998615	6340.5	0	81	0	6321
43	10536	31827	132	42363	2215	1159	71	262.089	15.9135	0.968983	4028.47	71	1159	0	3758
44	307180	17073	59	324253	146	17	7	2.47343	0.754991	0.997002	504.805	7	17	0	500
45	278331	33868	10	312199	599	84	1	18.6242	0.0344828	0.99138	956.452	1	84	0	936
46	2061026	4201	38	2065227	46	0	1	0	0.215971	0.993611	18.8793	1	0	0	18
47	55926	3783	16	59709	336	221	10	52.3913	2.29825	0.957698	579.588	10	221	0	526
48	440501	31836	597	472337	530	36	59	10.2145	15.2952	0.97903	622.199	59	36	0	593
49	2513616	18043	19	2531659	2355	42	0	9.1285	0	0.956759	93.6522	0	42	0	80
50	20107	21382	26	41489	617	444	19	94.4947	2.56322	0.987717	3515.94	19	444	0	3426
51	9062	37147	1661	46209	1419	618	791	130.015	168.212	0.962007	3981.77	791	618	0	3695
52	530793	143919	27	674712	101	8	2	1.54783	0.852995	0.999373	1849.9	2	8	0	1847
53	4322579	1672	1242	4324251	376	5	14	0.850242	2.36479	0.756879	6.8928	14	5	0	4
54	33499	132777	180	166276	94	15	30	2.52174	6.64973	0.999093	5323.35	30	15	0	5313
55	1433	70371	29	71804	1110	432	17	99.9343	3.4761	0.992015	5770.45	17	432	0	5667
56	189553	390551	435	580104	62	2	27	0.561353	5.04053	0.999366	4835.88	27	2	0	4830
57	12654	93645	13	106299	102	31	3	6.54106	0.644283	0.999449	5891.73	3	31	0	5886
58	460249	3528	54	463777	45	4	8	1.09179	1.51603	0.980829	69.2909	8	4	0	66
59	144493	2617	1448	147110	11	2	411	0.0869565	83.7175	0.828317	267.992	411	2	0	185
60	1067449	6590	774	1074039	174	6	35	1.31884	7.44465	0.941657	80.9333	35	6	0	72
61	4321	1225	115	5546	399	1541	500	343.871	103.432	0.823742	1202.24	500	1541	0	760
62	3027239	2649	12	3029888	94	2	0	0.843478	0	0.952819	7.93478	0	2	0	7
63	4163	15545	1766	19708	185	177	1727	39.5604	380.199	0.937852	3680.25	1727	177	0	3283
64	722535	74431	114	796966	16	0	8	0	1.8052	0.998888	906.724	8	0	0	904
65	4906261	1131	2939	4907392	37	0	36	0	7.04779	0.636902	10.4483	36	0	0	3
66	4249751	29017	393	4278768	38	1	2	0.124638	0.134301	0.99794	63.1342	2	1	0	63
67	2340208	19118	32	2359326	68	1	0	0.0850242	0	0.999507	76.0435	0	1	0	76
68	1341859	1205	77	1343064	11	0	2	0	0.958258	0.931459	7.75862	2	0	0	7
69	81715	3924	1886	85639	206	87	762	21.1304	165.781	0.803256	510.081	762	87	0	325
70	4930	9188	1633	14118	204	243	2041	54.1449	436.035	0.911182	2990.79	2041	243	0	2516
71	513074	5554	104	518628	14	0	3	0	0.966122	0.995089	109.879	3	0	0	109
72	6624	7792	346	14416	158	284	685	68.9121	151.981	0.966131	3400.52	685	284	0	3184
73	7986	5982	1063	13968	41	47	1715	9.93237	378.951	0.915065	2524.01	1715	47	0	2154
74	49391	11945	22	61336	962	519	14	117.966	2.69873	0.964831	1529.2	14	519	0	1409
75	80830	158162	635	238992	387	58	82	12.2329	17.7096	0.99675	4705.01	82	58	0	4676
76	3854441	30549	174	3884990	104	2	1	0.570048	0.0677556	0.995737	67.904	1	2	0	67
77	418726	2555	17	421281	18	2	1	0.241546	0.486993	0.994647	70.7339	1	2	0	70
78	55457	62751	142	118208	51	15	47	3.63478	10.9504	0.998064	3987.99	47	15	0	3972
79	741300	9146	107	750446	721	48	3	10.3285	0.706594	0.956594	114.621	3	48	0	103
80	2045	151170	16	153215	27	7	2	2.07053	0.283727	0.999831	6347.74	2	7	0	6345
81	3529238	29505	321	3558743	46	2	6	0.0869565	1.23412	0.990646	77.7676	6	2	0	76
82	1676	9869	190	11545	118	252	428	53.7614	92.608	0.985029	5038.98	428	252	0	4886
83	77768	100870	116	178638	105	22	24	4.52271	5.11555	0.998839	4179.07	24	22	0	4171
84	1884378	102544	14	1986922	1689	36	0	8.12947	0	0.992736	494.174	0	36	0	485
85	70712	5199	403	75911	2715	966	157	213.77	35.1549	0.784148	538.035	157	966	0	299
86	8149	1068	93	9217	12	52	394	9.39227	82.8306	0.95107	1026.54	394	52	0	937
87	16446	40988	383	57434	2591	1072	186	230.511	44.4053	0.967122	3858.41	186	1072	0	3591
88	17860	9335	50	27195	11	17	70	3.3256	16.6521	0.996022	2707.33	70	17	0	2689
89	13271	111453	33	124724	17	3	4	0.89372	0.962492	0.999843	5934.31	4	3	0	5933
90	287773	9100	72	296873	14	0	10	0	1.78584	0.996375	275.172	10	0	0	273
91	255805	3462	133	259267	629	102	13	25.4406	2.89171	0.893878	122.266	13	102	0	94
92	35674	12388	1656	48062	115	69	1050	17.0599	232.883	0.927996	1899.72	1050	69	0	1652
93	1262	21713	18	22975	967	980	25	232.698	4.20448	0.978508	4899.03	25	980	0	4672
94	54314	4694	1660	59008	14	5	1001	0.37971	222.949	0.851475	827.385	1001	5	0	610
95	7788	111469	13	119257	1326	285	5	65.8802	1.37568	0.994846	5791.94	5	285	0	5729
96	400538	1591	16	402129	2842	182	3	26.7836	0.434362	0.704436	42.2901	3	182	0	24
97	2178	214596	2368	216774	879	106	298	24.1816	65.075	0.992104	5954.66	298	106	0	5867
98	15975	4537	10	20512	134	206	24	49.1836	5.68482	0.985618	1732.09	24	206	0	1674
99	7583	263179	1442	270762	537	41	157	9.43671	31.6201	0.996388	6043.74	157	41	0	6004
100	100774	11312	22	112086	29	7	9	2.09469	2.18996	0.997674	923.589	9	7	0	919
1	9467	3228	1198	12695	34	57	2075	12.7449	445.89	0.843157	1600.04	2075	57	0	1145
2	6959	27949	21	34908	80	60	27	12.9961	5.32426	0.998408	5472.39	27	60	0	5455
3	2885457	1399	873	2886856	49	1	10	0.29372	1.53721	0.847973	6.43253	10	1	0	4
4	27503	156011	524	183514	13	1	90	0.0434783	20.5535	0.997955	5624.94	90	1	0	5606
5	2845	72381	603	75226	15	7	209	1.47053	39.1452	0.996221	5958.34	209	7	0	5917
6	107552	82948	387	190500	88	16	71	2.94493	14.9214	0.997125	3351.2	71	16	0	3332
7	1888162	13099	18	1901261	57	1	1	0.162319	0.0344828	0.998851	79.1042	1	1	0	79
8	976985	35953	204	1012938	25	0	15	0	4.23412	0.993008	338.155	15	0	0	335
9	581285	9038	1753	590323	1661	127	118	28.829	23.6897	0.8454	168.188	118	127	0	116
10	2215187	375451	44	2590638	1883	26	2	5.94976	0.167574	0.997869	1275.74	2	26	0	1271
11	217691	64923	760	282614	36	4	105	0.532367	20.8113	0.994146	2025.78	105	4	0	2001
12	954133	2267	2482	956400	420	8	132	1.36812	26.5917	0.708534	51.6282	132	8	0	27
13	26941	193009	144	219950	1509	193	18	43.6638	5.63581	0.99603	5648.38	18	193	0	5602
14	304127	5117	122	309244	34	8	18	2.50435	4.98669	0.976959	168.759	18	8	0	163
15	42877	126009	59	168886	81	23	13	5.67053	3.66788	0.999107	5099	13	23	0	5090
16	216702	173524	18	390226	58	6	1	0.945894	0.0677556	0.999871	3534.58	1	6	0	3534
17	36386	1151	196	37537	569	504	180	108.704	42.5856	0.737596	277.194	180	504	0	135
18	1062	38447	16	39509	656	413	10	96.0676	1.78947	0.992405	5717.65	10	413	0	5616
19	13123	139304	319	152427	40	5	49	0.822222	10.5675	0.998959	6020.79	49	5	0	6007
20	1401	194247	2180	195648	66	6	296	1.89082	68.6298	0.993442	5971.23	296	6	0	5904
21	3962672	106096	2906	4068768	192	4	39	0.997101	7.89958	0.981357	259.997	39	4	0	252
22	3128235	1605	14	3129840	172	2	0	0.638647	0	0.950406	5.71739	0	2	0	5
23	2807970	4445	84	2812415	12	0	0	0	0	1	16	0	0	0	16
24	3179133	2916	1155	3182049	26	0	13	0	3.1833	0.89235	16.3448	13	0	0	14
25	23211	2919	342	26130	91	118	482	28.142	104.057	0.930813	1015.63	482	118	0	879
26	2190	47363	578	49553	148	61	330	15.0676	72.2626	0.991812	5740.38	330	61	0	5656
27	1711613	71963	1557	1783576	1417	39	28	10.0116	4.26981	0.983401	410.154	28	39	0	398
28	14978	4347	24	19325	26	60	60	14.1304	12.6806	0.99313	1939.07	60	60	0	1910
29	1346535	213686	2882	1560221	99	1	69	0.510145	15.9147	0.992596	1230.7	69	1	0	1215
30	1843925	8780	151	1852705	138	2	3	0.595169	0.257713	0.990006	40.7031	3	2	0	40
31	261102	291388	16	552490	12	2	0	0.275362	0	0.999969	3908.15	0	2	0	3908
32	67826	460337	11	528163	210	13	0	3.60773	0	0.999726	5816.04	0	13	0	5812
33	2534600	4907	77	2539507	118	0	2	0	0.489413	0.982189	15.3276	2	0	0	15
34	91315	111097	27	202412	1406	221	5	50.286	1.23412	0.994179	3932.16	5	221	0	3885
35	2218291	3375	199	2221666	258	3	4	0.409662	1.51845	0.93434	15.6132	4	3	0	13
36	5187	1167	11	6354	158	766	44	167.817	10.3406	0.940767	1356.4	44	766	0	1177
37	147947	303578	2248	451525	1686	95	170	19.5382	35.7913	0.99378	4600.72	170	95	0	4548
38	319664	50980	23	370644	105	9	3	1.48502	0.887477	0.999089	1263.61	3	9	0	1262
39	8567	16943	11	25510	2076	1719	8	392.643	3.00605	0.943277	3105.53	8	1719	0	2723
40	2165	2202	54	4367	36	217	356	49.2802	74.2795	0.981748	3463.93	356	217	0	3341
41	790981	393650	70	1184631	56	2	1	0.956522	0.160315	0.999811	2701.96	1	2	0	2701
42	1444	410300	23	411744	1161	69	2	15.2667	0.630369	0.998877	6310.31	2	69	0	6294
43	10536	31827	132	42363	2215	1152	60	264.643	11.6751	0.968912	3979.71	60	1152	0	3709
44	307180	17073	59	324253	146	23	8	4.92657	1.951	0.993715	519.454	8	23	0	515
45	278331	33868	10	312199	599	85	4	19.1729	0.640048	0.991276	1011.58	4	85	0	992
46	2061026	4201	38	2065227	46	0	1	0	0.0677556	0.998357	23.0345	1	0	0	23
47	55926	3783	16	59709	336	201	10	44.2435	3.37024	0.962684	575.86	10	201	0	529
48	440501	31836	597	472337	530	57	53	11.6647	10.9244	0.982294	635.485	53	57	0	615
49	2513616	18043	19	2531659	2355	38	1	9.79517	0.130672	0.941204	75.2864	1	38	0	65
50	20107	21382	26	41489	617	449	15	96.8155	2.54991	0.987645	3577.73	15	449	0	3471
51	9062	37147	1661	46209	1419	666	774	148.609	167.326	0.960244	4000.11	774	666	0	3696
52	530793	143919	27	674712	101	8	0	1.7913	0	0.999575	1859.3	0	8	0	1858
53	4322579	1672	1242	4324251	376	3	10	0.249275	2.12765	0.805187	6.56147	10	3	0	4
54	33499	132777	180	166276	94	17	43	4.6744	10.2027	0.998589	5503.19	43	17	0	5486
55	1433	70371	29	71804	1110	388	9	86.7865	2.05203	0.99316	5770.19	9	388	0	5686
56	189553	390551	435	580104	62	6	25	1.00483	5.34483	0.999305	4934.79	25	6	0	4928
57	12654	93645	13	106299	102	24	4	6.95169	0.877193	0.999393	5859.47	4	24	0	5853
58	460249	3528	54	463777	45	4	6	0.737198	1.16878	0.987407	77.6694	6	4	0	75
59	144493	2617	1448	147110	11	5	411	0.929469	83.3043	0.805037	236.22	411	5	0	157
60	1067449	6590	774	1074039	174	6	36	1.34686	5.99335	0.94332	69.3111	36	6	0	63
61	4321	1225	115	5546	399	1610	496	350.616	110.071	0.821944	1227.8	496	1610	0	758
62	3027239	2649	12	3029888	94	0	0	0	0	1	10	0	0	0	10
63	4163	15545	1766	19708	185	178	1622	38.4396	341.484	0.94294	3624.46	1622	178	0	3258
64	722535	74431	114	796966	16	0	5	0	0.621295	0.999601	870.362	5	0	0	870
65	4906261	1131	2939	4907392	37	0	30	0	7.38415	0.424984	6.75862	30	0	0	0
66	4249751	29017	393	4278768	38	0	1	0	0.508167	0.995307	60.4828	1	0	0	60
67	2340208	19118	32	2359326	68	1	1	0.162319	0.45977	0.996169	85.7421	1	1	0	85
