Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	mPmumew4	mw4Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
65	1618279	1065	0.447713	0.184087	48	1619344	1822	8	6	0.851208	0.811252	0.00113843	0.832084	2	4	4	0
66	1067	2952	0.400642	0.282679	362	4019	482	2930	3082	667.806	669.502	0.00197507	669.981	560	408	2522	0
67	176447	275298	0.0782275	0.421148	536	451745	10	17	24	4.28019	5.10103	0.063027	5.01124	9	2	15	0
68	35590	2143	0.408086	0.106961	650	37733	27	39	72	7.94589	9.6467	0.00482885	8.84333	40	7	32	0
69	54175	21308	0.241442	0.33927	12	75483	579	28	11	3.6058	2.23533	0.0368924	3.02624	4	21	7	0
70	259069	2122	0.364197	0.14387	545	261191	64	20	25	5.65024	5.99456	0.0193606	5.93853	9	4	16	0
71	5214	1318	0.427474	0.044452	135	6532	383	1714	1799	379.543	374.195	0.00501862	378.756	371	286	1428	0
72	8444	301501	0.357813	0.201872	278	309945	27	2	2	0.128502	0.135511	0.00496647	0.132684	1	1	1	0
73	25715	24103	0.00970876	0.398554	23	49818	355	39	19	4.99614	3.19177	0.0496852	4.29835	6	26	13	0
74	9169	103388	0.140924	0.303843	13	112557	2231	13	7	1.61932	1.09679	0.0204321	1.38456	1	7	6	0
75	62647	397834	0.159653	0.35619	1804	460481	2834	303	315	73.0242	73.9159	-0.00101782	73.3973	55	43	260	0
76	629623	72262	0.0941786	0.376355	2702	701885	194	146	143	32.172	30.6715	0.00193267	31.479	24	27	119	0
77	870989	281063	0.0516468	0.00953265	523	1152052	18	0	5	0	0.268603	0.0197216	0.137931	5	0	0	0
78	46814	89032	0.105218	0.437599	25	135846	17	11	15	3.35072	3.48578	0.0292342	3.52174	5	1	10	0
79	1290952	72478	0.400925	0.00800672	796	1363430	576	24	23	6.18841	6.00181	-0.0102455	6.03298	4	5	19	0
80	1838111	23083	0.428057	0.0511185	57	1861194	2089	47	42	8.8029	10.1718	0.00481262	9.53673	2	7	40	0
81	26081	8437	0.407659	0.34828	95	34518	152	275	283	64.9623	65.2299	0.00551847	65.458	46	38	237	0
82	4422	60026	0.150837	0.0721097	39	64448	13	16	20	2.61353	2.22323	0.0931064	2.66342	12	8	8	0
83	2490	34743	0.472277	0.132917	11	37233	69	85	66	21.2	18.9147	0.0428018	20.943	5	24	61	0
84	2499	443367	0.0535543	0.108534	55	445866	2589	20	10	2.36329	2.24622	0.0539526	2.43553	2	12	8	0
85	3229	13060	0.436728	0.245898	61	16289	177	494	502	116.199	115.365	0.00834659	116.754	92	84	410	0
86	2787024	2326	0.302822	0.479537	186	2789350	391	6	8	1.41643	1.43497	-0.0105843	1.41079	3	1	5	0
87	4589286	238158	0.388899	0.472301	2826	4827444	1101	33	28	7.50918	7.29522	-0.00457424	7.36807	1	6	27	0
88	170424	209936	0.291073	0.292391	263	380360	923	87	90	19.1111	19.0242	0.00664123	19.1949	15	12	75	0
89	902526	18438	0.31585	0.182159	537	920964	968	67	74	13.913	14.6364	-0.00318735	14.2309	13	6	61	0
90	104826	4640	0.368789	0.428122	288	109466	728	274	291	58.0271	58.1531	-0.00254204	57.943	56	39	235	0
91	1683	6211	0.440563	0.178536	563	7894	107	703	810	156.174	158.921	0.0032621	158.07	211	104	599	0
92	527863	4634	0.4944	0.179886	259	532497	38	6	11	1.11014	1.33394	-0.00358215	1.21814	6	1	5	0
93	4446	52901	0.174479	0.371395	254	57347	173	287	291	66.1498	65.3521	0.00456197	66.0502	53	49	238	0
94	3492382	253381	0.337968	0.00860557	358	3745763	251	5	6	1.2	1.43134	0.0406813	1.37256	1	0	5	0
95	141860	52531	0.127391	0.124286	879	194391	17	10	24	1.71981	2.7078	0.0113489	2.24213	17	3	7	0
96	2120	101313	0.445933	0.209013	91	103433	735	236	223	53.7671	52.0175	0.00502861	53.1552	39	52	184	0
97	193401	401539	0.255707	0.419677	85	594940	15	3	5	0.805797	0.995765	0.0223272	0.922039	3	1	2	0
98	1323965	282910	0.396534	0.307245	2351	1606875	21	3	3	1.08502	1.16697	-0.00354433	1.12219	0	0	3	0
99	4256	283646	0.496122	0.244503	272	287902	166	45	47	8.97971	8.95342	-0.000947173	8.95802	10	8	37	0
100	16259	7215	0.201027	0.23155	144	23474	2300	542	558	119.944	120.321	0.00446185	120.672	109	93	449	0
1	31147	4182	0.39469	0.223893	48	35329	15	28	45	6.88502	7.54144	0.0475123	7.57646	23	6	22	0
2	3042	281953	0.248464	0.26279	1191	284995	241	113	134	27.6957	27.9909	0.00391716	27.9535	28	7	106	0
3	1733135	232373	0.121868	0.192013	336	1965508	19	1	1	0.29372	0.506352	0.228189	0.522489	0	0	1	0
4	6037	205972	0.120715	0.0147264	18	212009	13	1	4	0.0850242	0.23775	0.0140866	0.164168	4	1	0	0
5	2047599	3574	0.028582	0.45259	531	2051173	85	6	9	1.75749	1.98488	0.0141773	1.8988	3	0	6	0
6	1957	35936	0.222414	0.329736	34	37893	732	124	102	27.3295	26.7562	0.0261791	27.7676	21	43	81	0
7	760553	37572	0.320474	0.34134	975	798125	13	0	2	0	0.0689655	-0.00408034	0.0344828	2	0	0	0
8	55759	9878	0.0586441	0.0682288	851	65637	491	692	731	154.903	155.249	0.00577871	155.978	148	109	583	0
9	196166	11636	0.353372	0.269816	1419	207802	70	50	58	10.4145	11.441	0.00591815	10.9955	19	11	39	0
10	1023	171037	0.392724	0.0649543	966	172060	200	68	74	14.6203	14.4803	0.00524601	14.6267	16	10	58	0
11	765233	29964	0.133439	0.407124	395	795197	873	37	34	6.47053	6.49546	-4.551e-05	6.48276	6	9	28	0
12	239302	23353	0.37971	0.0536393	705	262655	2054	378	398	82.2802	82.8699	0.000436092	82.6124	65	45	333	0
13	38346	159519	0.0752807	0.350899	188	197865	789	67	63	14.9304	14.049	0.00121275	14.5052	8	12	55	0
14	23913	1523	0.209783	0.463628	36	25436	26	91	95	21.5295	21.1875	0.0306415	22.0322	23	19	72	0
15	3984028	27234	0.154748	0.31529	44	4011262	119	2	1	0.592271	0.479129	-0.00467019	0.532984	0	1	1	0
16	33216	5416	0.41206	0.266835	1827	38632	1424	1768	1863	387.863	388.734	0.000121614	388.348	342	247	1521	0
17	8756	58929	0.109012	0.207745	25	67685	10	19	21	5.94879	5.97762	0.0913534	6.56297	6	4	15	0
18	3884149	30891	0.487691	0.389744	1778	3915040	534	9	14	1.66184	1.97943	0.00378111	1.82834	6	1	8	0
19	110261	18662	0.258952	0.0774335	49	128923	80	37	41	9.69372	9.97096	0.0405186	10.2489	10	6	31	0
20	23832	23458	0.361508	0.366604	34	47290	832	107	96	20.8966	20.1839	0.0168426	20.8898	16	27	80	0
21	324311	461773	0.144501	0.171965	399	786084	654	45	49	9.73237	8.92982	-0.00464416	9.28636	13	9	36	0
22	876889	231564	0.4204	0.185537	31	1108453	1059	12	10	2.73816	2.37629	0.00697398	2.57421	2	4	8	0
23	194746	271585	0.274941	0.132349	111	466331	1365	73	66	13.3826	12.1131	-0.00117317	12.7301	12	19	54	0
24	1711	18050	0.404374	0.288144	575	19761	159	657	711	151.418	152.181	0.00140992	152.016	156	102	555	0
25	5066	13950	0.491443	0.240095	2734	19016	27	75	99	17.1333	17.6528	0.0236128	17.8156	39	15	60	0
26	6383	10515	0.407578	0.423475	67	16898	73	325	341	75.542	78.0678	0.0102834	77.6102	64	48	277	0
27	1954	1530	0.00107692	0.355342	2879	3484	13	3151	4315	828.411	916.905	0.0508509	919.891	1461	297	2854	0
28	13187	1712	0.3311	0.470808	14	14899	926	134	99	27.7314	26.5941	0.0202042	27.7189	15	50	84	0
29	145541	362419	0.262429	0.121413	26	507960	12	4	3	0.889855	0.23533	0.13753	0.644678	1	2	2	0
30	80555	6458	0.0860236	0.221025	97	87013	54	65	73	13.1546	13.3587	0.0126065	13.4265	20	12	53	0
31	540573	91682	0.436997	0.065058	74	632255	23	2	3	0.713043	0.698125	-0.0175391	0.693403	1	0	2	0
32	117082	27337	0.119799	0.304134	56	144419	360	44	38	8.74879	8.14217	0.0102837	8.53148	6	12	32	0
33	2139076	2041	0.470364	0.282961	17	2141117	467	1	2	0.371981	0.590442	0.0125884	0.488006	1	0	1	0
34	287806	252936	0.126037	0.270418	27	540742	503	4	3	0.824155	0.828796	0.058452	0.877811	1	2	2	0
35	182151	21087	0.252322	0.34252	20	203238	28	11	9	2.34203	2.35693	0.0917555	2.58696	1	3	8	0
36	63319	29814	0.414477	0.196943	223	93133	79	81	92	18.543	19.3436	0.0100895	19.1387	19	8	73	0
37	2023284	3215	0.0729356	0.0481389	337	2026499	95	6	9	1.35556	1.36419	0.0103106	1.37406	4	1	5	0
38	23713	74846	0.348073	0.492011	779	98559	158	220	250	50.4213	51.2583	0.00358414	51.0247	65	35	185	0
39	343793	1166	0.397782	0.243504	19	344959	34	5	6	1.15072	1.60375	0.0138968	1.39805	2	1	4	0
40	289489	3307	0.449058	0.240054	1668	292796	2779	446	461	95.0928	94.7018	-0.000836274	94.8171	87	72	374	0
41	521953	10042	0.19325	0.0716605	186	531995	1765	107	111	25.4773	25.9492	0.00940757	25.9588	19	15	92	0
42	13109	3594	0.209362	0.478353	1235	16703	323	1919	2064	445.765	443.013	0.00118163	444.909	400	255	1664	0
43	1011	53398	0.0473938	0.382534	131	54409	2410	109	94	24.0986	21.3031	0.016217	23.066	13	28	81	0
44	81500	13481	0.296244	0.0122677	392	94981	22	4	21	0.328502	1.28312	0.0214081	0.826837	19	2	2	0
45	213339	2053	0.0799146	0.342817	26	215392	380	7	6	1.2686	0.575923	0.0987186	1.01724	2	3	4	0
46	2205	71867	0.384636	0.0945831	229	74072	10	5	12	1.1343	1.21295	0.0462087	1.23088	8	1	4	0
47	61034	94334	0.299819	0.46554	393	155368	969	270	273	60.2715	60.2952	0.000123424	60.2909	47	44	226	0
48	386704	5256	0.21612	0.385515	69	391960	2544	16	18	3.42512	3.3291	-0.00195454	3.37031	4	2	14	0
49	20907	30442	0.0163361	0.106241	60	51349	43	72	69	17.6444	15.9032	0.0905755	18.4303	20	23	49	0
50	1027039	1337	0.300983	0.0986667	2020	1028376	178	19	16	4.11014	3.37205	-0.00374184	3.72564	1	4	15	0
51	2944	34650	0.303127	0.243822	172	37594	12	43	71	9.77971	10.9558	0.047468	10.8906	37	9	34	0
52	9323	95852	0.10393	0.161879	336	105175	155	190	193	42.9729	42.6007	0.0119417	43.3028	38	35	155	0
53	804608	407334	0.192973	0.190003	130	1211942	89	7	8	2.6715	2.46279	0.00758801	2.58621	1	0	7	0
54	1113017	37412	0.256931	0.481248	17	1150429	447	3	1	0.540097	0.406534	-0.00648009	0.470015	0	2	1	0
55	1808575	25688	0.0408189	0.140814	28	1834263	180	1	1	0.0850242	0.0998185	-0.0191201	0.0907046	0	0	1	0
56	99321	104759	0.2619	0.13794	262	204080	25	12	15	3.58744	3.57169	-0.00740487	3.55322	6	3	9	0
57	4859	94819	0.440564	0.0261164	155	99678	2335	831	853	185.157	185.433	0.00294133	185.842	156	134	697	0
58	40909	122824	0.0179096	0.0350882	475	163733	404	183	185	38.7411	38.9577	0.020709	39.6717	49	47	136	0
59	205033	6130	0.482593	0.16017	11	211163	112	20	20	4.58744	4.83364	0.0379141	4.8973	3	3	17	0
60	72230	10493	0.0233566	0.165187	352	82723	68	175	201	39.9787	41.8034	0.0200637	41.7346	52	26	149	0
61	12375	26883	0.426549	0.0778131	10	39258	431	310	236	70.23	60.9873	0.0420192	68.4415	27	101	209	0
62	3223252	1073	0.4656	0.157885	399	3224325	965	21	18	4.09275	3.83243	-0.00196106	3.95427	2	5	16	0
63	1421	27240	0.308833	0.0967614	75	28661	456	631	615	138.225	137.739	0.0106746	139.469	101	117	514	0
64	1038	22677	0.237823	0.375632	68	23715	1275	302	274	60.601	58.6552	0.00148474	59.7121	46	74	228	0
65	1618279	1065	0.447713	0.184087	48	1619344	1822	12	11	2.43092	2.01149	0.0151853	2.25412	1	2	10	0
66	1067	2952	0.400642	0.282679	362	4019	482	2883	3081	668.867	666.298	0.00154328	668.608	601	403	2480	0
67	176447	275298	0.0782275	0.421148	536	451745	10	22	34	5.41159	6.19359	0.0098953	5.86282	14	2	20	0
68	35590	2143	0.408086	0.106961	650	37733	27	34	68	5.9343	5.8167	0.011795	5.94528	45	11	23	0
69	54175	21308	0.241442	0.33927	12	75483	579	28	15	5.02705	3.68845	0.0480015	4.57046	2	15	13	0
70	259069	2122	0.364197	0.14387	545	261191	64	28	40	7.20386	6.60073	0.00034541	6.9033	13	1	27	0
71	5214	1318	0.427474	0.044452	135	6532	383	1659	1722	371.431	367.018	0.00640779	371.594	333	270	1389	0
72	8444	301501	0.357813	0.201872	278	309945	27	11	14	2.57778	2.67756	0.0258948	2.6979	5	2	9	0
73	25715	24103	0.00970876	0.398554	23	49818	355	25	16	3.85314	3.70175	0.0303485	3.89505	2	11	14	0
74	9169	103388	0.140924	0.303843	13	112557	2231	11	4	0.971014	0.445251	0.0310442	0.728636	2	9	2	0
75	62647	397834	0.159653	0.35619	1804	460481	2834	293	303	61.6976	63.2008	-0.000333437	62.4318	52	42	251	0
76	629623	72262	0.0941786	0.376355	2702	701885	194	130	143	28.2164	29.4132	-0.00196523	28.7609	38	25	105	0
77	870989	281063	0.0516468	0.00953265	523	1152052	18	0	2	0	0.347247	0.143397	0.206897	2	0	0	0
78	46814	89032	0.105218	0.437599	25	135846	17	5	5	0.911111	1.08409	0.0244383	1.02324	2	2	3	0
79	1290952	72478	0.400925	0.00800672	796	1363430	576	14	19	4.06377	4.64549	-0.00288452	4.34333	5	0	14	0
80	1838111	23083	0.428057	0.0511185	57	1861194	2089	41	38	8.49855	8.06715	0.00289515	8.30585	4	7	34	0
81	26081	8437	0.407659	0.34828	95	34518	152	299	301	63.9111	64.0248	0.00744803	64.4483	58	56	243	0
82	4422	60026	0.150837	0.0721097	39	64448	13	13	28	3.21932	5.44404	0.0732889	4.68966	17	2	11	0
83	2490	34743	0.472277	0.132917	11	37233	69	88	74	20.4155	18.2027	0.0387156	20.0765	12	26	62	0
84	2499	443367	0.0535543	0.108534	55	445866	2589	17	11	2.32077	2.58076	0.00720917	2.46927	3	9	8	0
85	3229	13060	0.436728	0.245898	61	16289	177	502	505	118.686	117.437	0.00930233	119.166	100	97	405	0
86	2787024	2326	0.302822	0.479537	186	2789350	391	6	6	1.38068	1.64186	0.0342271	1.56597	0	0	6	0
87	4589286	238158	0.388899	0.472301	2826	4827444	1101	34	34	7.56812	6.96431	0.00399639	7.29385	5	5	29	0
88	170424	209936	0.291073	0.292391	263	380360	923	86	95	22.028	21.3472	0.00789344	21.8583	19	10	76	0
89	902526	18438	0.31585	0.182159	537	920964	968	66	62	14.2493	14.1645	-0.00380237	14.1529	9	13	53	0
90	104826	4640	0.368789	0.428122	288	109466	728	282	284	60.1324	62.0926	0.000722269	61.1612	52	50	232	0
91	1683	6211	0.440563	0.178536	563	7894	107	678	768	152.501	153.54	0.00416478	153.663	193	103	575	0
92	527863	4634	0.4944	0.179886	259	532497	38	5	7	1.41836	1.63279	-0.000372577	1.52549	2	0	5	0
93	4446	52901	0.174479	0.371395	254	57347	173	283	305	63.257	64.023	0.00688439	64.0832	58	36	247	0
94	3492382	253381	0.337968	0.00860557	358	3745763	251	5	6	1.77681	1.59407	-0.00126628	1.68291	2	1	4	0
95	141860	52531	0.127391	0.124286	879	194391	17	15	30	2.63285	3.86872	0.0555375	3.44903	18	3	12	0
96	2120	101313	0.445933	0.209013	91	103433	735	225	225	48.6773	47.3176	0.00661287	48.3133	45	45	180	0
97	193401	401539	0.255707	0.419677	85	594940	15	4	3	1.27343	0.782214	0.0392039	1.06747	0	1	3	0
98	1323965	282910	0.396534	0.307245	2351	1606875	21	0	0	0	0	0	0	0	0	0	0
99	4256	283646	0.496122	0.244503	272	287902	166	49	46	11.7198	11.2505	0.000997289	11.4955	4	7	42	0
100	16259	7215	0.201027	0.23155	144	23474	2300	553	533	118.672	116.858	0.00278782	118.09	99	119	434	0
1	31147	4182	0.39469	0.223893	48	35329	15	31	47	7.78647	8.84271	0.062906	8.87931	22	6	25	0
2	3042	281953	0.248464	0.26279	1191	284995	241	114	129	26.5556	27.7072	0.00893871	27.3793	30	15	99	0
3	1733135	232373	0.121868	0.192013	336	1965508	19	3	3	0.318841	0.323049	-0.0145698	0.316342	0	0	3	0
4	6037	205972	0.120715	0.0147264	18	212009	13	1	3	0.263768	0.22928	0.0975138	0.272864	3	1	0	0
5	2047599	3574	0.028582	0.45259	531	2051173	85	10	10	2.32657	2.55293	0.014956	2.47751	3	3	7	0
6	1957	35936	0.222414	0.329736	34	37893	732	121	100	25.7208	22.9728	0.0162738	24.7406	20	41	80	0
7	760553	37572	0.320474	0.34134	975	798125	13	3	4	0.635749	0.736237	0.097382	0.76087	2	1	2	0
8	55759	9878	0.0586441	0.0682288	851	65637	491	666	749	148.993	153.304	0.0075354	152.308	176	93	573	0
9	196166	11636	0.353372	0.269816	1419	207802	70	40	49	9.7913	9.22565	0.00538268	9.55847	16	7	33	0
10	1023	171037	0.392724	0.0649543	966	172060	200	74	82	16.9256	16.2698	0.006952	16.7121	21	13	61	0
11	765233	29964	0.133439	0.407124	395	795197	873	29	28	6.89565	6.57895	0.000379377	6.73913	4	5	24	0
12	239302	23353	0.37971	0.0536393	705	262655	2054	354	389	79.9865	78.0242	0.00409594	79.3253	82	47	307	0
13	38346	159519	0.0752807	0.350899	188	197865	789	53	55	11.6754	12.0932	7.09544e-05	11.8861	13	11	42	0
14	23913	1523	0.209783	0.463628	36	25436	26	83	87	18.5729	18.0587	0.0213151	18.7129	20	16	67	0
15	3984028	27234	0.154748	0.31529	44	4011262	119	2	2	0.757488	0.559589	0.00359031	0.66042	0	0	2	0
16	33216	5416	0.41206	0.266835	1827	38632	1424	1759	1847	399.061	402.266	0.00129718	401.191	350	262	1497	0
17	8756	58929	0.109012	0.207745	25	67685	10	17	29	4.96908	5.99698	0.095692	6.07196	13	1	16	0
18	3884149	30891	0.487691	0.389744	1778	3915040	534	21	22	4.83961	3.99456	-0.00151801	4.40855	3	2	19	0
19	110261	18662	0.258952	0.0774335	49	128923	80	33	33	7.65507	7.44162	0.0274891	7.76087	7	7	26	0
20	23832	23458	0.361508	0.366604	34	47290	832	129	126	26.3246	26.6171	0.0085022	26.6987	25	28	101	0
21	324311	461773	0.144501	0.171965	399	786084	654	41	48	8.87923	9.35027	0.016491	9.26912	12	5	36	0
22	876889	231564	0.4204	0.185537	31	1108453	1059	11	10	1.81546	1.54991	-0.00265835	1.67766	1	2	9	0
23	194746	271585	0.274941	0.132349	111	466331	1365	92	94	20.9894	20.4211	0.00494237	20.8066	18	16	76	0
24	1711	18050	0.404374	0.288144	575	19761	159	655	740	155.633	155.736	0.00318166	156.181	161	76	579	0
25	5066	13950	0.491443	0.240095	2734	19016	27	69	96	15.9826	16.5856	0.018935	16.6004	48	21	48	0
26	6383	10515	0.407578	0.423475	67	16898	73	304	318	72.1333	70.542	0.00512246	71.7009	63	49	255	0
27	1954	1530	0.00107692	0.355342	2879	3484	13	3202	4333	835.849	912.165	0.0468824	917.392	1407	276	2926	0
28	13187	1712	0.3311	0.470808	14	14899	926	120	89	23.7681	20.853	0.0270967	22.9205	19	50	70	0
29	145541	362419	0.262429	0.121413	26	507960	12	1	2	0.414493	0.421658	-0.00855219	0.414543	1	0	1	0
30	80555	6458	0.0860236	0.221025	97	87013	54	78	87	20.601	20.1863	0.0335446	21.0997	20	11	67	0
31	540573	91682	0.436997	0.065058	74	632255	23	1	0	0.0434783	0	0.00512107	0.0217391	0	1	0	0
32	117082	27337	0.119799	0.304134	56	144419	360	44	31	8.72947	7.59044	0.00461646	8.1949	5	18	26	0
33	2139076	2041	0.470364	0.282961	17	2141117	467	1	1	0.43285	0.499093	0.0144552	0.473013	0	0	1	0
34	287806	252936	0.126037	0.270418	27	540742	503	7	5	0.96715	0.796733	0.0658609	0.943028	3	5	2	0
35	182151	21087	0.252322	0.34252	20	203238	28	13	11	2.55749	2.99698	0.0548112	2.94078	2	4	9	0
36	63319	29814	0.414477	0.196943	223	93133	79	58	73	13.1362	14.17	0.0056319	13.7331	27	12	46	0
37	2023284	3215	0.0729356	0.0481389	337	2026499	95	6	9	2.11014	2.44949	0.00798626	2.2991	3	0	6	0
38	23713	74846	0.348073	0.492011	779	98559	158	261	283	59.3816	61.0526	0.000711357	60.2639	58	36	225	0
39	343793	1166	0.397782	0.243504	19	344959	34	4	5	1.72657	1.35935	0.0290897	1.58771	1	0	4	0
40	289489	3307	0.449058	0.240054	1668	292796	2779	440	500	93.8889	95.3981	0.000711912	94.7144	118	58	382	0
41	521953	10042	0.19325	0.0716605	186	531995	1765	104	109	25.3179	24.3987	0.00336891	24.94	20	15	89	0
42	13109	3594	0.209362	0.478353	1235	16703	323	1983	2085	451.268	450.662	0.00112995	451.474	378	276	1707	0
43	1011	53398	0.0473938	0.382534	131	54409	2410	105	109	23.1865	24.3539	0.00767724	23.9573	27	23	82	0
44	81500	13481	0.296244	0.0122677	392	94981	22	3	12	0.937198	1.1585	-0.0154272	1.03223	9	0	3	0
45	213339	2053	0.0799146	0.342817	26	215392	380	9	4	1.03961	0.939504	-0.00441508	0.985007	1	6	3	0
46	2205	71867	0.384636	0.0945831	229	74072	10	6	15	1.71884	2.2196	0.107022	2.2099	12	3	3	0
47	61034	94334	0.299819	0.46554	393	155368	969	222	227	55.4802	53.7145	0.00128478	54.6634	36	31	191	0
48	386704	5256	0.21612	0.385515	69	391960	2544	13	8	2.15459	1.45796	0.00234835	1.80885	1	6	7	0
49	20907	30442	0.0163361	0.106241	60	51349	43	70	67	16.714	16.5517	0.0516298	17.5375	17	20	50	0
50	1027039	1337	0.300983	0.0986667	2020	1028376	178	23	25	4.57488	3.94495	0.000742029	4.26162	4	2	21	0
51	2944	34650	0.303127	0.243822	172	37594	12	32	75	9.57391	12.1022	0.0402932	11.3051	44	1	31	0
52	9323	95852	0.10393	0.161879	336	105175	155	183	205	45.7275	48.1349	0.00696535	47.2669	50	28	155	0
53	804608	407334	0.192973	0.190003	130	1211942	89	10	9	2.56039	2.5971	0.0522598	2.72114	1	2	8	0
54	1113017	37412	0.256931	0.481248	17	1150429	447	1	1	0.0850242	0.0677556	0.020918	0.077961	1	1	0	0
55	1808575	25688	0.0408189	0.140814	28	1834263	180	2	1	0.519807	0.45977	-0.017563	0.481259	0	1	1	0
56	99321	104759	0.2619	0.13794	262	204080	25	11	16	3.09082	3.09558	0.0284067	3.18366	6	1	10	0
57	4859	94819	0.440564	0.0261164	155	99678	2335	831	824	189.847	189.433	0.00301587	190.213	134	141	690	0
58	40909	122824	0.0179096	0.0350882	475	163733	404	211	217	45.6155	43.5554	0.02475	45.7091	46	40	171	0
59	205033	6130	0.482593	0.16017	11	211163	112	19	15	3.78841	3.26013	0.0108731	3.56147	2	6	13	0
60	72230	10493	0.0233566	0.165187	352	82723	68	193	214	51.0618	50.4797	0.0250995	52.0757	50	29	164	0
61	12375	26883	0.426549	0.0778131	10	39258	431	268	210	57.5353	52.1748	0.059424	58.2886	29	87	181	0
62	3223252	1073	0.4656	0.157885	399	3224325	965	11	14	1.59227	1.73261	0.000395273	1.66342	7	4	7	0
63	1421	27240	0.308833	0.0967614	75	28661	456	616	618	142.992	142.997	0.0114332	144.648	100	98	518	0
64	1038	22677	0.237823	0.375632	68	23715	1275	277	245	60.1159	58.6134	0.00700794	59.7796	37	69	208	0
65	1618279	1065	0.447713	0.184087	48	1619344	1822	8	12	2.02415	2.21295	0.0288119	2.18216	4	0	8	0
66	1067	2952	0.400642	0.282679	362	4019	482	2883	3075	659.553	660.995	0.00152408	661.285	590	398	2485	0
67	176447	275298	0.0782275	0.421148	536	451745	10	27	33	6.70242	7.32849	0.0301526	7.23613	9	3	24	0
68	35590	2143	0.408086	0.106961	650	37733	27	48	69	9.3401	10.833	0.0246486	10.3471	36	15	33	0
69	54175	21308	0.241442	0.33927	12	75483	579	32	19	4.9942	4.41016	0.0461182	4.92654	5	18	14	0
70	259069	2122	0.364197	0.14387	545	261191	64	13	20	3.51981	3.32002	0.00686729	3.44303	7	0	13	0
71	5214	1318	0.427474	0.044452	135	6532	383	1694	1753	377.417	372.283	0.00534451	376.851	343	284	1410	0
72	8444	301501	0.357813	0.201872	278	309945	27	10	12	1.67826	1.67514	0.00102453	1.67841	5	3	7	0
73	25715	24103	0.00970876	0.398554	23	49818	355	36	18	5.22609	5.03993	0.043016	5.36282	5	23	13	0
74	9169	103388	0.140924	0.303843	13	112557	2231	17	13	4.54686	3.66727	0.0554921	4.34333	3	7	10	0
75	62647	397834	0.159653	0.35619	1804	460481	2834	277	293	64.4184	63.3025	0.00168432	63.9655	53	37	240	0
76	629623	72262	0.0941786	0.376355	2702	701885	194	141	144	33.6087	33.6038	-0.000751994	33.581	22	19	122	0
77	870989	281063	0.0516468	0.00953265	523	1152052	18	2	7	0.0869565	0.753781	0.185042	0.526237	7	2	0	0
78	46814	89032	0.105218	0.437599	25	135846	17	12	14	3.78744	3.66243	0.0686092	3.9985	3	1	11	0
79	1290952	72478	0.400925	0.00800672	796	1363430	576	18	17	3.75459	3.6092	0.00584212	3.70315	4	5	13	0
80	1838111	23083	0.428057	0.0511185	57	1861194	2089	33	28	7.7372	8.35814	-0.00255367	8.02849	1	6	27	0
81	26081	8437	0.407659	0.34828	95	34518	152	242	259	51.8773	52.9976	0.00803134	52.8651	49	32	210	0
82	4422	60026	0.150837	0.0721097	39	64448	13	17	20	3.12754	3.97338	0.0338225	3.67841	7	4	13	0
83	2490	34743	0.472277	0.132917	11	37233	69	71	69	17.5865	16.3902	0.0390527	17.6732	14	16	55	0
84	2499	443367	0.0535543	0.108534	55	445866	2589	19	13	2.21353	2.49365	0.0539973	2.48951	3	9	10	0
85	3229	13060	0.436728	0.245898	61	16289	177	534	524	117.954	118.852	0.0110007	119.723	92	102	432	0
86	2787024	2326	0.302822	0.479537	186	2789350	391	5	2	0.342029	0.341803	0.0316039	0.353073	0	3	2	0
87	4589286	238158	0.388899	0.472301	2826	4827444	1101	24	26	4.65797	4.7199	-0.00873873	4.64843	5	3	21	0
88	170424	209936	0.291073	0.292391	263	380360	923	89	90	18.8126	17.6975	-0.00667301	18.1319	19	18	71	0
89	902526	18438	0.31585	0.182159	537	920964	968	70	79	14.9111	13.9516	0.00644935	14.5225	14	5	65	0
90	104826	4640	0.368789	0.428122	288	109466	728	289	311	69.5362	68.7998	-0.00159532	69.0562	50	28	261	0
91	1683	6211	0.440563	0.178536	563	7894	107	756	858	175.272	175.526	0.00511232	176.301	212	110	646	0
92	527863	4634	0.4944	0.179886	259	532497	38	5	9	1.88599	1.87538	-0.00352137	1.87406	5	1	4	0
93	4446	52901	0.174479	0.371395	254	57347	173	308	328	74.0792	75.6485	0.00167573	74.9933	59	39	269	0
94	3492382	253381	0.337968	0.00860557	358	3745763	251	3	2	0.855072	0.891712	-0.0123216	0.862819	0	1	2	0
95	141860	52531	0.127391	0.124286	879	194391	17	16	30	3.44348	4.08106	0.0416325	3.92879	17	3	13	0
96	2120	101313	0.445933	0.209013	91	103433	735	199	213	47.0261	48.3364	0.00933418	48.1342	43	29	170	0
97	193401	401539	0.255707	0.419677	85	594940	15	4	4	1.19903	0.604356	0.0562718	0.952024	2	2	2	0
98	1323965	282910	0.396534	0.307245	2351	1606875	21	5	8	1.72754	1.98911	-0.00595473	1.84783	3	0	5	0
99	4256	283646	0.496122	0.244503	272	287902	166	39	46	10.3227	11.2686	0.0148184	10.961	12	5	34	0
100	16259	7215	0.201027	0.23155	144	23474	2300	548	546	121.184	120.191	0.00143629	120.858	106	108	440	0
