Sim	T_Pmume_brPLUSDIV	T_w4_Pmume	mPmumew4	mw4Pmume	Pmume	T_Pmume_br	w4	S_1	S_2	Pi_1	Pi_2	FST_2_1	PI_2_1	Sx1_1_0	Sx0_1_0	Ss_1_0	Sf_1_0
41	521953	10042	0.19325	0.0716605	186	531995	1765	106	112	23.372	22.9468	0.00283324	23.2241	24	18	88	0
42	13109	3594	0.209362	0.478353	1235	16703	323	2011	2152	467.802	465.773	0.00204801	467.741	404	263	1748	0
43	1011	53398	0.0473938	0.382534	131	54409	2410	149	140	32.7343	31.559	0.00379335	32.2661	27	36	113	0
44	81500	13481	0.296244	0.0122677	392	94981	22	10	20	2.8628	2.98004	0.0354265	3.02924	14	4	6	0
45	213339	2053	0.0799146	0.342817	26	215392	380	16	13	2.31691	2.41803	0.0253927	2.42954	3	6	10	0
46	2205	71867	0.384636	0.0945831	229	74072	10	11	22	2.53527	2.51301	0.0775342	2.73613	15	4	7	0
47	61034	94334	0.299819	0.46554	393	155368	969	269	285	64.1227	62.1022	-0.00139325	63.0202	41	25	244	0
48	386704	5256	0.21612	0.385515	69	391960	2544	19	17	3.20386	3.13672	0.0169965	3.22489	3	5	14	0
49	20907	30442	0.0163361	0.106241	60	51349	43	66	73	16.5188	15.8221	0.0939333	17.8411	28	21	45	0
50	1027039	1337	0.300983	0.0986667	2020	1028376	178	17	19	3.16232	3.2317	-0.00684252	3.17541	4	2	15	0
51	2944	34650	0.303127	0.243822	172	37594	12	39	64	9.84444	10.0877	0.0252234	10.2249	29	4	35	0
52	9323	95852	0.10393	0.161879	336	105175	155	193	206	44.2995	44.735	0.00817294	44.8853	45	32	161	0
53	804608	407334	0.192973	0.190003	130	1211942	89	8	8	1.23188	0.859044	0.0061726	1.05097	2	2	6	0
54	1113017	37412	0.256931	0.481248	17	1150429	447	3	2	0.445411	0.283727	0.00452983	0.365817	0	1	2	0
55	1808575	25688	0.0408189	0.140814	28	1834263	180	0	1	0	0.0344828	-0.00408034	0.0172414	1	0	0	0
56	99321	104759	0.2619	0.13794	262	204080	25	10	18	1.96135	1.68361	0.00686478	1.83433	10	2	8	0
57	4859	94819	0.440564	0.0261164	155	99678	2335	836	856	180.885	181.927	0.00341431	182.03	144	124	712	0
58	40909	122824	0.0179096	0.0350882	475	163733	404	165	186	43.2261	44.8052	0.0196328	44.9025	47	26	139	0
59	205033	6130	0.482593	0.16017	11	211163	112	11	6	1.743	1.25106	0.0148179	1.51799	2	7	4	0
60	72230	10493	0.0233566	0.165187	352	82723	68	219	247	54.315	54.9734	0.0186679	55.6859	64	36	183	0
61	12375	26883	0.426549	0.0778131	10	39258	431	265	206	54.2705	48.5983	0.0386098	53.4738	32	91	174	0
62	3223252	1073	0.4656	0.157885	399	3224325	965	13	14	2.73527	2.59165	-0.011024	2.63418	3	2	11	0
63	1421	27240	0.308833	0.0967614	75	28661	456	620	594	134.34	130.828	0.00888899	133.763	99	125	495	0
64	1038	22677	0.237823	0.375632	68	23715	1275	288	277	62.086	60.6624	0.00465179	61.6574	49	60	228	0
65	1618279	1065	0.447713	0.184087	48	1619344	1822	16	16	3.02029	3.01391	0.0223988	3.08621	2	2	14	0
66	1067	2952	0.400642	0.282679	362	4019	482	2910	3073	662.49	661.326	0.00219171	663.359	580	417	2493	0
67	176447	275298	0.0782275	0.421148	536	451745	10	20	26	5.9285	6.34846	0.0381385	6.38381	7	1	19	0
68	35590	2143	0.408086	0.106961	650	37733	27	44	53	11.628	11.735	0.0140089	11.8478	15	6	38	0
69	54175	21308	0.241442	0.33927	12	75483	579	22	18	3.61353	3.72595	0.0455829	3.84558	6	10	12	0
70	259069	2122	0.364197	0.14387	545	261191	64	22	29	4.31691	4.27949	0.0083601	4.33433	11	4	18	0
71	5214	1318	0.427474	0.044452	135	6532	383	1683	1747	380.959	381.381	0.00492451	383.058	345	281	1402	0
72	8444	301501	0.357813	0.201872	278	309945	27	5	13	1.21643	1.52027	0.00789005	1.38006	9	1	4	0
73	25715	24103	0.00970876	0.398554	23	49818	355	26	15	3.39034	3.13249	-0.00743108	3.23688	4	15	11	0
74	9169	103388	0.140924	0.303843	13	112557	2231	16	5	1.96908	1.32184	0.0554656	1.73838	0	11	5	0
75	62647	397834	0.159653	0.35619	1804	460481	2834	286	285	69.2077	68.3763	0.0022737	68.9468	37	38	248	0
76	629623	72262	0.0941786	0.376355	2702	701885	194	120	124	24.6454	26.2801	0.00274163	25.5367	22	18	102	0
77	870989	281063	0.0516468	0.00953265	523	1152052	18	0	5	0	0.401694	0.0223741	0.206897	5	0	0	0
78	46814	89032	0.105218	0.437599	25	135846	17	10	11	2.02126	2.54507	0.0447697	2.3928	3	2	8	0
79	1290952	72478	0.400925	0.00800672	796	1363430	576	12	16	2.3372	2.7683	-0.00077789	2.55172	5	1	11	0
80	1838111	23083	0.428057	0.0511185	57	1861194	2089	33	33	7.03768	6.0974	0.00898354	6.62444	7	7	26	0
81	26081	8437	0.407659	0.34828	95	34518	152	291	287	61.228	60.4628	0.0098583	61.449	48	52	239	0
82	4422	60026	0.150837	0.0721097	39	64448	13	19	33	4.23865	6.03811	0.0699238	5.53673	17	3	16	0
83	2490	34743	0.472277	0.132917	11	37233	69	91	83	21.4116	20.4029	0.0388384	21.7474	11	19	72	0
84	2499	443367	0.0535543	0.108534	55	445866	2589	21	14	3.36232	3.27768	-0.00858018	3.2916	2	9	12	0
85	3229	13060	0.436728	0.245898	61	16289	177	517	517	119.121	115.091	0.00795484	118.034	95	95	422	0
86	2787024	2326	0.302822	0.479537	186	2789350	391	5	8	1.47633	1.44465	-0.0136455	1.44078	3	0	5	0
87	4589286	238158	0.388899	0.472301	2826	4827444	1101	28	32	6.41643	7.01149	-0.00124834	6.7069	5	1	27	0
88	170424	209936	0.291073	0.292391	263	380360	923	85	85	16.9932	17.366	0.0064195	17.2916	17	17	68	0
89	902526	18438	0.31585	0.182159	537	920964	968	74	81	17.8068	16.1525	0.00416606	17.0465	13	6	68	0
90	104826	4640	0.368789	0.428122	288	109466	728	281	280	55.4589	57.8748	0.00438924	56.9228	51	52	229	0
91	1683	6211	0.440563	0.178536	563	7894	107	691	799	155.981	155.384	0.00367025	156.254	212	104	587	0
92	527863	4634	0.4944	0.179886	259	532497	38	3	4	0.748792	0.514822	0.0943357	0.695652	2	1	2	0
93	4446	52901	0.174479	0.371395	254	57347	173	263	270	56.1275	57.8536	0.00352418	57.1964	52	45	218	0
94	3492382	253381	0.337968	0.00860557	358	3745763	251	0	1	0	0.0344828	-0.00408034	0.0172414	1	0	0	0
95	141860	52531	0.127391	0.124286	879	194391	17	20	31	4.81063	5.89958	0.00645873	5.3928	13	2	18	0
96	2120	101313	0.445933	0.209013	91	103433	735	201	189	38.9208	36.444	0.00382309	37.8208	33	45	156	0
97	193401	401539	0.255707	0.419677	85	594940	15	5	8	1.21643	1.46703	0.0535468	1.41904	4	1	4	0
98	1323965	282910	0.396534	0.307245	2351	1606875	21	1	2	0.0434783	0.134301	0.0167844	0.0907046	2	1	0	0
99	4256	283646	0.496122	0.244503	272	287902	166	56	56	11.999	10.9546	0.00749984	11.5607	10	10	46	0
100	16259	7215	0.201027	0.23155	144	23474	2300	541	551	119.159	118.569	0.00635707	119.623	128	118	423	0
1	31147	4182	0.39469	0.223893	48	35329	15	37	51	7.71208	7.59528	0.0479127	8.03823	22	8	29	0
2	3042	281953	0.248464	0.26279	1191	284995	241	116	121	30.3826	29.4077	0.00655881	30.09	17	12	104	0
3	1733135	232373	0.121868	0.192013	336	1965508	19	2	1	0.205797	0.266788	0.00187523	0.236882	0	1	1	0
4	6037	205972	0.120715	0.0147264	18	212009	13	3	5	0.689855	0.479734	0.00975267	0.589955	2	0	3	0
5	2047599	3574	0.028582	0.45259	531	2051173	85	11	11	2.37101	2.07925	0.0550395	2.35307	2	2	9	0
6	1957	35936	0.222414	0.329736	34	37893	732	118	91	23.5981	22.4967	0.0202961	23.521	16	43	75	0
7	760553	37572	0.320474	0.34134	975	798125	13	6	4	0.880193	0.762855	-0.00700366	0.815592	1	3	3	0
8	55759	9878	0.0586441	0.0682288	851	65637	491	660	733	145.287	147.554	0.00541857	147.224	159	86	574	0
9	196166	11636	0.353372	0.269816	1419	207802	70	48	56	10.0618	10.6661	0.0132765	10.5052	12	4	44	0
10	1023	171037	0.392724	0.0649543	966	172060	200	72	85	16.7604	17.4785	0.00128565	17.1432	19	6	66	0
11	765233	29964	0.133439	0.407124	395	795197	873	39	38	7.77971	7.08288	-0.00103939	7.42204	5	6	33	0
12	239302	23353	0.37971	0.0536393	705	262655	2054	351	380	82.7478	82.4749	0.00195902	82.7729	72	43	308	0
13	38346	159519	0.0752807	0.350899	188	197865	789	63	65	14.7894	14.657	-0.00272363	14.6829	11	9	54	0
14	23913	1523	0.209783	0.463628	36	25436	26	93	98	21.9816	20.1397	0.0152073	21.3801	21	16	77	0
15	3984028	27234	0.154748	0.31529	44	4011262	119	0	1	0	0.0344828	-0.00408034	0.0172414	1	0	0	0
16	33216	5416	0.41206	0.266835	1827	38632	1424	1700	1769	386.728	384.453	0.000928352	385.943	329	260	1440	0
17	8756	58929	0.109012	0.207745	25	67685	10	21	20	5.04155	5.22384	0.0658209	5.4955	3	4	17	0
18	3884149	30891	0.487691	0.389744	1778	3915040	534	11	12	1.50338	1.69328	-0.00409288	1.5922	2	1	10	0
19	110261	18662	0.258952	0.0774335	49	128923	80	34	34	6.83575	6.04053	0.0195411	6.56372	7	7	27	0
20	23832	23458	0.361508	0.366604	34	47290	832	136	121	28.6377	25.9964	0.0162117	27.7586	18	33	103	0
21	324311	461773	0.144501	0.171965	399	786084	654	58	57	12.2039	11.8348	0.00709082	12.1042	10	11	47	0
22	876889	231564	0.4204	0.185537	31	1108453	1059	16	15	4.35652	4.31639	0.0195501	4.42279	2	3	13	0
23	194746	271585	0.274941	0.132349	111	466331	1365	81	76	17.656	17.5771	0.0030431	17.6702	9	14	67	0
24	1711	18050	0.404374	0.288144	575	19761	159	655	746	152.023	159.369	0.00235258	156.081	175	84	571	0
25	5066	13950	0.491443	0.240095	2734	19016	27	60	90	13.2589	15.5626	0.00868704	14.5435	36	6	54	0
26	6383	10515	0.407578	0.423475	67	16898	73	345	354	79.9961	77.1452	0.00750022	79.1567	58	49	296	0
27	1954	1530	0.00107692	0.355342	2879	3484	13	3176	4392	847.607	947.054	0.0489471	944.04	1435	219	2957	0
28	13187	1712	0.3311	0.470808	14	14899	926	126	100	22.2435	20.6751	0.0232015	21.9633	21	47	79	0
29	145541	362419	0.262429	0.121413	26	507960	12	3	3	0.433816	0.566848	0.0176132	0.509745	1	1	2	0
30	80555	6458	0.0860236	0.221025	97	87013	54	67	68	16.8106	14.873	0.0241359	16.2264	9	8	59	0
31	540573	91682	0.436997	0.065058	74	632255	23	1	1	0.0434783	0.0677556	0.00954649	0.0562219	1	1	0	0
32	117082	27337	0.119799	0.304134	56	144419	360	33	25	5.48696	5.77495	0.0427448	5.88381	3	11	22	0
33	2139076	2041	0.470364	0.282961	17	2141117	467	0	0	0	0	0	0	0	0	0	0
34	287806	252936	0.126037	0.270418	27	540742	503	10	6	1.91594	1.70175	-0.00223965	1.80435	0	4	6	0
35	182151	21087	0.252322	0.34252	20	203238	28	12	11	3.69179	2.98064	0.0297271	3.43553	2	3	9	0
36	63319	29814	0.414477	0.196943	223	93133	79	58	63	12.0744	12.7296	-0.000919073	12.3921	15	10	48	0
37	2023284	3215	0.0729356	0.0481389	337	2026499	95	5	6	1.32657	1.39383	0.0137067	1.37931	1	0	5	0
38	23713	74846	0.348073	0.492011	779	98559	158	265	291	63.7179	64.631	0.00468789	64.479	58	32	233	0
39	343793	1166	0.397782	0.243504	19	344959	34	3	4	1.08019	1.70901	0.075828	1.51349	1	0	3	0
40	289489	3307	0.449058	0.240054	1668	292796	2779	416	458	82.8367	86.7272	0.000969989	84.8733	107	65	351	0
41	521953	10042	0.19325	0.0716605	186	531995	1765	100	95	25.43	23.4943	0.00182605	24.5022	14	19	81	0
42	13109	3594	0.209362	0.478353	1235	16703	323	2009	2108	449.071	455.75	0.00125286	452.994	383	284	1725	0
43	1011	53398	0.0473938	0.382534	131	54409	2410	129	114	27.2338	27.4622	0.000549611	27.3636	19	34	95	0
44	81500	13481	0.296244	0.0122677	392	94981	22	13	27	3.20386	3.87598	0.0349062	3.67091	18	4	9	0
45	213339	2053	0.0799146	0.342817	26	215392	380	9	6	1.36329	1.20206	-0.0056812	1.27511	2	5	4	0
46	2205	71867	0.384636	0.0945831	229	74072	10	10	20	2.19903	2.46158	0.0418187	2.43328	13	3	7	0
47	61034	94334	0.299819	0.46554	393	155368	969	259	276	58.9449	60.6975	0.00272188	59.9888	43	26	233	0
48	386704	5256	0.21612	0.385515	69	391960	2544	18	24	3.58164	4.0363	0.000870205	3.81334	7	1	17	0
49	20907	30442	0.0163361	0.106241	60	51349	43	65	51	13.9749	11.5608	0.0610972	13.584	15	29	36	0
50	1027039	1337	0.300983	0.0986667	2020	1028376	178	16	15	4.45314	4.60799	-0.00103143	4.52624	1	2	14	0
51	2944	34650	0.303127	0.243822	172	37594	12	47	63	11.6203	11.9601	0.0237857	12.0787	27	11	36	0
52	9323	95852	0.10393	0.161879	336	105175	155	193	213	47.9285	47.8004	0.0111865	48.4055	46	26	167	0
53	804608	407334	0.192973	0.190003	130	1211942	89	4	6	0.71401	0.898367	-0.00927251	0.7991	2	0	4	0
54	1113017	37412	0.256931	0.481248	17	1150429	447	2	1	0.0869565	0.0677556	-0.0112859	0.0764618	0	1	1	0
55	1808575	25688	0.0408189	0.140814	28	1834263	180	6	3	1.10531	0.736842	0.0501884	0.967766	1	4	2	0
56	99321	104759	0.2619	0.13794	262	204080	25	21	24	5.32464	6.33091	0.0491225	6.13418	6	3	18	0
57	4859	94819	0.440564	0.0261164	155	99678	2335	804	837	175.965	175.792	0.00598056	176.936	165	132	672	0
58	40909	122824	0.0179096	0.0350882	475	163733	404	212	235	53.4986	53.3521	0.0176604	54.3853	57	34	178	0
59	205033	6130	0.482593	0.16017	11	211163	112	26	25	4.78164	5.28373	0.0304209	5.19265	4	5	21	0
60	72230	10493	0.0233566	0.165187	352	82723	68	200	224	47.3874	49.0254	0.017724	49.0817	47	23	177	0
61	12375	26883	0.426549	0.0778131	10	39258	431	245	195	55.5865	50.1355	0.0439231	55.2624	24	74	171	0
62	3223252	1073	0.4656	0.157885	399	3224325	965	13	14	2.50242	2.38717	-0.000925617	2.44228	4	3	10	0
63	1421	27240	0.308833	0.0967614	75	28661	456	608	596	130.388	129.14	0.00855072	130.88	114	126	482	0
64	1038	22677	0.237823	0.375632	68	23715	1275	240	212	47.0899	44.0581	0.0094951	46.0022	40	68	172	0
65	1618279	1065	0.447713	0.184087	48	1619344	1822	13	17	2.52077	2.9758	0.035538	2.85157	7	3	10	0
66	1067	2952	0.400642	0.282679	362	4019	482	2912	3090	670.882	673.058	0.00175837	673.159	573	395	2517	0
67	176447	275298	0.0782275	0.421148	536	451745	10	21	24	5.01353	4.37084	0.0623081	5	6	3	18	0
68	35590	2143	0.408086	0.106961	650	37733	27	33	67	8.41932	10.3587	0.0172984	9.56072	38	4	29	0
69	54175	21308	0.241442	0.33927	12	75483	579	23	18	3.97295	3.68482	0.0803263	4.16117	8	13	10	0
70	259069	2122	0.364197	0.14387	545	261191	64	23	24	4.73623	3.88385	0.0392225	4.48201	7	6	17	0
71	5214	1318	0.427474	0.044452	135	6532	383	1640	1705	358.414	359.811	0.00478999	360.844	347	282	1358	0
72	8444	301501	0.357813	0.201872	278	309945	27	3	10	0.580676	1.3291	0.117203	1.08921	7	0	3	0
73	25715	24103	0.00970876	0.398554	23	49818	355	31	15	4.92754	4.23472	0.0165409	4.65592	3	19	12	0
74	9169	103388	0.140924	0.303843	13	112557	2231	11	8	1.35169	1.098	0.0240784	1.25412	4	7	4	0
75	62647	397834	0.159653	0.35619	1804	460481	2834	275	292	62.0464	60.6056	-0.00387662	61.0862	60	43	232	0
76	629623	72262	0.0941786	0.376355	2702	701885	194	151	162	37.3449	37.0544	-0.00146384	37.1447	29	18	133	0
77	870989	281063	0.0516468	0.00953265	523	1152052	18	2	4	0.394203	0.468845	0.00872993	0.435532	2	0	2	0
78	46814	89032	0.105218	0.437599	25	135846	17	15	15	3.17198	3.83787	0.0537228	3.70765	3	3	12	0
79	1290952	72478	0.400925	0.00800672	796	1363430	576	20	20	5.03575	4.56927	-0.00634032	4.77136	4	4	16	0
80	1838111	23083	0.428057	0.0511185	57	1861194	2089	36	40	9.32367	8.88869	0.0038383	9.14018	10	6	30	0
81	26081	8437	0.407659	0.34828	95	34518	152	255	260	62.0213	60.5154	0.0036088	61.4865	42	37	218	0
82	4422	60026	0.150837	0.0721097	39	64448	13	27	36	6.88019	8.6951	0.112937	8.79685	14	5	22	0
83	2490	34743	0.472277	0.132917	11	37233	69	99	80	21.8029	20.8633	0.0483941	22.413	15	34	65	0
84	2499	443367	0.0535543	0.108534	55	445866	2589	16	10	2.58551	1.99153	0.0402004	2.38156	3	9	7	0
85	3229	13060	0.436728	0.245898	61	16289	177	558	555	129.275	126.991	0.0079152	129.149	95	98	460	0
86	2787024	2326	0.302822	0.479537	186	2789350	391	5	5	1.19517	1.14156	-0.00675954	1.16042	1	1	4	0
87	4589286	238158	0.388899	0.472301	2826	4827444	1101	27	31	7.49758	7.84936	-0.00141283	7.66342	6	2	25	0
88	170424	209936	0.291073	0.292391	263	380360	923	90	90	21.1169	20.6092	-0.00248075	20.8103	13	13	77	0
89	902526	18438	0.31585	0.182159	537	920964	968	65	72	16.7237	17.5614	-0.000466029	17.1364	12	5	60	0
90	104826	4640	0.368789	0.428122	288	109466	728	247	258	57.3198	55.0423	0.00124689	56.2459	45	34	213	0
91	1683	6211	0.440563	0.178536	563	7894	107	710	832	167.175	169.611	0.00524057	169.286	232	110	600	0
92	527863	4634	0.4944	0.179886	259	532497	38	6	7	1.18164	1.05203	-0.00507033	1.11094	2	1	5	0
93	4446	52901	0.174479	0.371395	254	57347	173	279	305	61.8841	63.0714	0.00722373	62.9355	60	34	245	0
94	3492382	253381	0.337968	0.00860557	358	3745763	251	1	2	0.0434783	0.0689655	-0.00100375	0.0562219	2	1	0	0
95	141860	52531	0.127391	0.124286	879	194391	17	12	29	2.7343	4.11676	0.0731396	3.7054	18	1	11	0
96	2120	101313	0.445933	0.209013	91	103433	735	220	224	46.6087	46.2505	0.00543051	46.6822	40	36	184	0
97	193401	401539	0.255707	0.419677	85	594940	15	4	5	1.02512	1.09256	0.00372662	1.06297	2	1	3	0
98	1323965	282910	0.396534	0.307245	2351	1606875	21	2	2	0.595169	0.484574	-0.00686793	0.535982	0	0	2	0
99	4256	283646	0.496122	0.244503	272	287902	166	47	47	11.6473	11.3866	-0.00542779	11.4543	10	10	37	0
100	16259	7215	0.201027	0.23155	144	23474	2300	570	551	121.962	121.433	0.0031522	122.081	111	130	440	0
1	31147	4182	0.39469	0.223893	48	35329	15	38	54	9.98357	12.4852	0.0307547	11.6012	20	4	34	0
2	3042	281953	0.248464	0.26279	1191	284995	241	126	140	29.3971	28.8149	0.0045783	29.2384	27	13	113	0
3	1733135	232373	0.121868	0.192013	336	1965508	19	3	5	0.556522	0.762855	0.254747	0.889805	3	1	2	0
4	6037	205972	0.120715	0.0147264	18	212009	13	7	9	1.82222	1.62976	0.083394	1.88156	5	3	4	0
5	2047599	3574	0.028582	0.45259	531	2051173	85	14	13	1.90821	2.11434	0.0129215	2.03823	3	4	10	0
6	1957	35936	0.222414	0.329736	34	37893	732	101	89	22.5546	21.9183	0.0158028	22.5915	20	32	69	0
7	760553	37572	0.320474	0.34134	975	798125	13	1	7	0.507246	0.746521	-0.0154243	0.617691	6	0	1	0
8	55759	9878	0.0586441	0.0682288	851	65637	491	672	711	152.854	145.07	0.00806192	150.151	138	99	573	0
9	196166	11636	0.353372	0.269816	1419	207802	70	35	53	8.83285	9.29401	-0.000661239	9.05847	21	3	32	0
10	1023	171037	0.392724	0.0649543	966	172060	200	60	70	14.3469	14.6485	0.0081022	14.6169	19	9	51	0
11	765233	29964	0.133439	0.407124	395	795197	873	37	33	10.0425	10.2045	-0.00261323	10.0975	3	7	30	0
12	239302	23353	0.37971	0.0536393	705	262655	2054	353	364	79.4628	79.5493	0.00320146	79.7616	72	61	292	0
13	38346	159519	0.0752807	0.350899	188	197865	789	52	60	11.5903	11.6945	0.00446547	11.6949	16	8	44	0
14	23913	1523	0.209783	0.463628	36	25436	26	91	97	20.4589	20.0998	0.0176445	20.6424	28	22	69	0
15	3984028	27234	0.154748	0.31529	44	4011262	119	0	0	0	0	0	0	0	0	0	0
16	33216	5416	0.41206	0.266835	1827	38632	1424	1769	1841	395.733	394.241	0.000831483	395.313	330	258	1511	0
17	8756	58929	0.109012	0.207745	25	67685	10	11	20	1.87343	3.65154	0.149341	3.26987	13	4	7	0
18	3884149	30891	0.487691	0.389744	1778	3915040	534	15	14	2.79034	3.06292	-0.00742865	2.90555	3	4	11	0
19	110261	18662	0.258952	0.0774335	49	128923	80	37	38	9.14589	9.08167	0.00527208	9.16192	9	8	29	0
20	23832	23458	0.361508	0.366604	34	47290	832	132	118	26.743	25.5433	0.00658943	26.3133	19	33	99	0
21	324311	461773	0.144501	0.171965	399	786084	654	61	55	13.8309	13.0333	0.00434939	13.4888	6	12	49	0
22	876889	231564	0.4204	0.185537	31	1108453	1059	15	17	3.14686	3.07743	-9.5124e-05	3.11169	4	2	13	0
23	194746	271585	0.274941	0.132349	111	466331	1365	61	63	14.9643	14.4876	-0.00450533	14.6589	8	6	55	0
24	1711	18050	0.404374	0.288144	575	19761	159	689	745	159.8	159.424	0.00335042	160.148	162	106	583	0
25	5066	13950	0.491443	0.240095	2734	19016	27	79	100	17.887	19.9322	0.0152984	19.2099	34	13	66	0
26	6383	10515	0.407578	0.423475	67	16898	73	350	354	80.6348	80.1488	0.00765342	81.0105	58	54	296	0
27	1954	1530	0.00107692	0.355342	2879	3484	13	3142	4355	832.283	914.721	0.0481056	918.078	1458	245	2897	0
28	13187	1712	0.3311	0.470808	14	14899	926	118	84	20.1691	18.9903	0.0196711	19.9685	23	57	61	0
29	145541	362419	0.262429	0.121413	26	507960	12	1	2	0.0434783	0.165154	0.022825	0.107196	1	0	1	0
30	80555	6458	0.0860236	0.221025	97	87013	54	70	71	17.1826	16.8282	0.0141357	17.2481	17	16	54	0
31	540573	91682	0.436997	0.065058	74	632255	23	1	3	0.321739	0.31095	-0.00710407	0.314093	2	0	1	0
32	117082	27337	0.119799	0.304134	56	144419	360	38	27	6.54589	6.25953	0.00834084	6.45577	7	18	20	0
33	2139076	2041	0.470364	0.282961	17	2141117	467	3	2	0.754589	0.866304	0.038402	0.843328	0	1	2	0
